XT_D04-NFlex-R1-A	XT_D06-NFlex-R1-A	XT_D08-NFlex-R1-C	XT_D07-NFlex-R1-C	XT_D10-NFlex-R1-C	XT_D05-NFlex-R1-C	XT_D05-NFlex-R1-A	XT_D05-NFlex-R1-B	XT_D08-NFlex-R1-B	XT_D02-NFlex-R1-B	XT_D07-NFlex-R1-B	XT_D09-NFlex-R1-B	XT_D03-NFlex-R1-C	XT_D01-NFlex-R1-A	XT_D04-NFlex-R1-C	XT_D10-NFlex-R1-A	XT_D06-NFlex-R1-B	XT_D03-NFlex-R1-B	XT_D10-NFlex-R1-B	XT_D09-NFlex-R1-C	XT_D02-NFlex-R1-A	XT_D09-NFlex-R1-A	XT_D04-NFlex-R1-B	XT_D08-NFlex-R1-A	XT_D06-NFlex-R1-C	XT_D02-NFlex-R1-C	XT_D01-NFlex-R1-C	XT_D07-NFlex-R1-A	XT_D03-NFlex-R1-A	XT_D01-NFlex-R1-B	Flex_D10-NF-R1	Flex_D07-NF-R1	Flex_D08-NF-R1	Flex_D05-NF-R1	Flex_D02-NF-R1	Flex_D03-NF-R1	Flex_D09-NF-R1	Flex_D01-NF-R1	Flex_D06-NF-R1	Flex_D04-NF-R1
Monjiviricetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46
Ellioviricetes	1	0	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	1	0	0	2	0	1	0	2	1	1	1
Chytridiomycetes	119	56	27	36	26	95	131	152	35	104	37	38	47	100	127	19	45	58	23	53	129	34	124	28	42	84	80	35	43	86	31	120	57	344	99	184	38	48	78	303
Monoblepharidomycetes	11	2	1	16	1	0	1	1	0	4	9	0	3	6	10	2	3	1	0	5	1	3	7	1	1	4	3	15	1	3	0	53	3	1	3	2	3	3	1	19
Neocallimastigomycetes	110	102	83	65	46	27	34	55	88	177	88	107	65	53	99	72	92	47	90	148	134	71	93	91	74	201	67	46	111	40	325	725	206	237	486	582	241	237	225	1063
Blastocladiomycetes	31	11	8	19	9	68	89	78	9	16	12	11	12	23	29	5	13	7	8	23	19	8	36	6	8	12	17	24	17	15	2	64	17	170	20	22	7	32	9	56
Glomeromycetes	1273	748	402	562	388	352	526	643	534	1419	771	1150	887	810	935	502	689	527	673	1367	1215	952	1118	389	436	1303	1012	603	936	760	1556	4336	1236	3185	4050	5175	1966	1472	1896	8923
Endogonomycetes	0	9	0	0	0	0	0	0	0	0	1	2	0	2	2	0	13	0	0	2	1	4	1	0	15	0	1	0	0	1	0	2	0	0	1	6	3	1	37	2
Mucoromycetes	795	443	315	348	396	422	678	709	421	684	649	636	710	558	707	463	512	425	606	883	583	649	838	191	290	601	643	590	650	491	908	1733	466	2389	1396	1168	827	729	840	3596
Mortierellomycetes	54	14	3	7	5	61	70	79	3	40	9	14	6	15	42	3	8	3	6	16	5	10	40	5	1	9	13	42	7	11	16	265	2	152	130	10	71	12	45	119
