Well,Well96,PCR_Replicate,Plate,SampleName,Donor,Condition,Replicate,SampleCode,SampleNameFull,label,Omit,Sample,Target,Task,Dyes,Cq,Cq.Conf,Amp.Score,Amp.Status,Annotated,Baseline.Start,Baseline.End,Curve.Quality,Result.Quality.Issues,logCopyNumber,CopyNumber,PlotOrder
G13,D7,Rep1,Plate1,D01_ZR_R1,D01,ZR,R1,1-3-7,D01_ZR_R1_Rep1,G13 Well,false,Sample,16S,Unknown,SYBR,16.0744828876375,0.8746320942128947,3.49696256035754,Amp,false,3,8,NA,NA,6.45922085746162,479810344.662635,6
G14,D7,Rep2,Plate1,D01_ZR_R1,D01,ZR,R1,1-3-7,D01_ZR_R1_Rep2,G14 Well,false,Sample,16S,Unknown,SYBR,16.2089433850582,0.8770308219750652,3.49437667131972,Amp,false,3,8,NA,NA,6.41332990271051,431696623.973524,6
G15,D8,Rep1,Plate1,D09_NF_R1,D09,NF,R1,1-4-7,D09_NF_R1_Rep1,G15 Well,false,Sample,16S,Unknown,SYBR,11.3043530135978,0.8958128088600161,3.46727617798157,Amp,false,3,5,NA,NA,8.08725153119529,20375124954.2328,1
G16,D8,Rep2,Plate1,D09_NF_R1,D09,NF,R1,1-4-7,D09_NF_R1_Rep2,G16 Well,false,Sample,16S,Unknown,SYBR,11.3772739191764,0.8950992287709978,3.47674885377659,Amp,false,3,5,NA,NA,8.06236385011043,19240333684.6855,1
G17,D9,Rep1,Plate1,D08_NF_R1,D08,NF,R1,1-3-6,D08_NF_R1_Rep1,G17 Well,false,Sample,16S,Unknown,SYBR,9.15966476701827,0.9298714904876726,3.47645025952628,Amp,false,3,4,NA,NA,8.81922704197329,109919765091.461,1
G18,D9,Rep2,Plate1,D08_NF_R1,D08,NF,R1,1-3-6,D08_NF_R1_Rep2,G18 Well,false,Sample,16S,Unknown,SYBR,8.94319200486293,0.927693134011594,3.48074298617058,Amp,false,3,4,NA,NA,8.8931085307635,130303859802.606,1
G19,D10,Rep1,Plate1,D10_OF_R1,D10,OF,R1,1-2-14,D10_OF_R1_Rep1,G19 Well,false,Sample,16S,Unknown,SYBR,13.9051532300005,0.9258891117442799,3.46376814876797,Amp,false,3,7,NA,NA,7.19960640614317,2639095801.38728,2
G2,D1,Rep2,Plate1,water_1,water,1,NA,NA,water_1_Rep2,G2 Well,false,Sample,16S,Unknown,SYBR,27.7511962211869,0.8723844543888375,3.45883894013639,Amp,false,3,14,NA,NA,2.47399446375873,49641.3076756119,7
G20,D10,Rep2,Plate1,D10_OF_R1,D10,OF,R1,1-2-14,D10_OF_R1_Rep2,G20 Well,false,Sample,16S,Unknown,SYBR,13.994906701906,0.9309153597840653,3.48483135952657,Amp,false,3,7,NA,NA,7.1689738218751,2459362640.43757,2
G21,D11,Rep1,Plate1,D06_OF_R1,D06,OF,R1,1-2-15,D06_OF_R1_Rep1,G21 Well,false,Sample,16S,Unknown,SYBR,12.1071870925168,0.9386293350485326,3.49183238831383,Amp,false,3,6,NA,NA,7.81324672610349,10841652317.5962,2
G22,D11,Rep2,Plate1,D06_OF_R1,D06,OF,R1,1-2-15,D06_OF_R1_Rep2,G22 Well,false,Sample,16S,Unknown,SYBR,11.9261668553426,0.9362750967469498,3.48226223217529,Amp,false,3,6,NA,NA,7.87502837701619,12499053489.8619,2
G23,D12,Rep1,Plate1,D06_ZF_R1,D06,ZF,R1,1-1-18,D06_ZF_R1_Rep1,G23 Well,false,Sample,16S,Unknown,SYBR,15.5072041778188,0.880249840534677,3.49395414938602,Amp,false,3,8,NA,NA,6.65283133862839,749342022.633328,5
G24,D12,Rep2,Plate1,D06_ZF_R1,D06,ZF,R1,1-1-18,D06_ZF_R1_Rep2,G24 Well,false,Sample,16S,Unknown,SYBR,15.6058814772748,0.8809132663724543,3.503611543426,Amp,false,3,8,NA,NA,6.6191530794284,693428726.407123,5
G3,D2,Rep1,Plate1,D06_ZR_R1,D06,ZR,R1,1-4-10,D06_ZR_R1_Rep1,G3 Well,false,Sample,16S,Unknown,SYBR,16.2212224102287,0.8813822706190542,3.48740645010338,Amp,false,3,8,NA,NA,6.40913910913698,427550933.262198,6
G4,D2,Rep2,Plate1,D06_ZR_R1,D06,ZR,R1,1-4-10,D06_ZR_R1_Rep2,G4 Well,false,Sample,16S,Unknown,SYBR,16.2949438400365,0.8802106128081915,3.46867555649134,Amp,false,3,8,NA,NA,6.38397821159162,403484597.928063,6
G5,D3,Rep1,Plate1,D02_NF_R1,D02,NF,R1,1-1-16,D02_NF_R1_Rep1,G5 Well,false,Sample,16S,Unknown,SYBR,12.614076582415,0.914209414921768,3.43926916986889,Amp,false,3,6,NA,NA,7.64024690019964,7279401097.52741,1
G6,D3,Rep2,Plate1,D02_NF_R1,D02,NF,R1,1-1-16,D02_NF_R1_Rep2,G6 Well,false,Sample,16S,Unknown,SYBR,12.4856964354995,0.9184739993323742,3.46235106475241,Amp,false,3,6,NA,NA,7.68406265000016,8052141527.64702,1
H1,D1,Rep3,Plate1,water_1,water,1,NA,NA,water_1_Rep3,H1 Well,false,Sample,16S,Unknown,SYBR,20.5491605095255,0.9213877191909764,3.44488017769758,Amp,false,3,10,NA,NA,4.93202712985476,14252002.1590642,7
H11,D6,Rep3,Plate1,buffer_2,buffer,2,NA,NA,buffer_2_Rep3,H11 Well,false,Sample,16S,Unknown,SYBR,27.4886840559718,0.8786145198807289,3.50720988285362,Amp,false,3,14,NA,NA,2.56358905939529,61015.1676642255,7
H13,D7,Rep3,Plate1,D01_ZR_R1,D01,ZR,R1,1-3-7,D01_ZR_R1_Rep3,H13 Well,false,Sample,16S,Unknown,SYBR,16.1277725700157,0.8829901586339678,3.49283062649712,Amp,false,3,9,NA,NA,6.44103325255435,460131538.837389,6
H15,D8,Rep3,Plate1,D09_NF_R1,D09,NF,R1,1-4-7,D09_NF_R1_Rep3,H15 Well,false,Sample,16S,Unknown,SYBR,11.4552192884546,0.9086793401330149,3.50469537028609,Amp,false,3,6,NA,NA,8.03576133499845,18097145771.107,1
H19,D10,Rep3,Plate1,D10_OF_R1,D10,OF,R1,1-2-14,D10_OF_R1_Rep3,H19 Well,false,Sample,16S,Unknown,SYBR,13.7295899069497,0.9334756542490519,3.48820753621854,Amp,false,3,7,NA,NA,7.2595256290274,3029523869.55932,2
H21,D11,Rep3,Plate1,D06_OF_R1,D06,OF,R1,1-2-15,D06_OF_R1_Rep3,H21 Well,false,Sample,16S,Unknown,SYBR,11.8967463576675,0.9446458500091672,3.50286816413566,Amp,false,3,6,NA,NA,7.88506950250255,12791405070.2,2
H23,D12,Rep3,Plate1,D06_ZF_R1,D06,ZF,R1,1-1-18,D06_ZF_R1_Rep3,H23 Well,false,Sample,16S,Unknown,SYBR,15.6870275435671,0.8763811565313828,3.49487989352673,Amp,false,3,8,NA,NA,6.59145817625698,650589314.303885,5
H3,D2,Rep3,Plate1,D06_ZR_R1,D06,ZR,R1,1-4-10,D06_ZR_R1_Rep3,H3 Well,false,Sample,16S,Unknown,SYBR,16.4183916398902,0.8826265956949725,3.46631624326899,Amp,false,3,8,NA,NA,6.34184585669277,366179988.169521,6
H5,D3,Rep3,Plate1,D02_NF_R1,D02,NF,R1,1-1-16,D02_NF_R1_Rep3,H5 Well,false,Sample,16S,Unknown,SYBR,12.3050848550404,0.7167648508744422,3.48164839854832,Amp,false,3,6,NA,NA,7.74570482763127,9280119683.49658,1
I1,E1,Rep1,Plate1,D07_OR_R1,D07,OR,R1,1-4-8,D07_OR_R1_Rep1,I1 Well,false,Sample,16S,Unknown,SYBR,13.7964406695793,0.8841001326698129,3.49576466667388,Amp,false,3,7,NA,NA,7.23670966908557,2874474224.72923,3
I10,E5,Rep2,Plate1,NCO_B4_R1,NCO,B4,R1,1-4-3,NCO_B4_R1_Rep2,I10 Well,false,Sample,16S,Unknown,SYBR,27.015772030874,0.8867316863443984,3.45937214496053,Amp,false,3,14,NA,NA,2.72499248093036,88479.208825024,7
I13,E7,Rep1,Plate1,D02_OF_R1,D02,OF,R1,1-2-19,D02_OF_R1_Rep1,I13 Well,false,Sample,16S,Unknown,SYBR,12.6538603343726,0.8979016526513565,3.50877924854926,Amp,false,3,6,NA,NA,7.62666882785919,7055333989.72767,2
I14,E7,Rep2,Plate1,D02_OF_R1,D02,OF,R1,1-2-19,D02_OF_R1_Rep2,I14 Well,false,Sample,16S,Unknown,SYBR,13.0357348388149,0.9057584936206484,3.49240297999143,Amp,false,3,6,NA,NA,7.4963362324864,5226187442.75436,2
I15,E8,Rep1,Plate1,D02_ZR_R1,D02,ZR,R1,1-4-9,D02_ZR_R1_Rep1,I15 Well,false,Sample,16S,Unknown,SYBR,16.1632669172973,0.8632821204084503,3.46379869213241,Amp,false,3,8,NA,NA,6.42891914085417,447474086.862028,6
I16,E8,Rep2,Plate1,D02_ZR_R1,D02,ZR,R1,1-4-9,D02_ZR_R1_Rep2,I16 Well,false,Sample,16S,Unknown,SYBR,16.3827361806485,0.8764420076975215,3.47863373776801,Amp,false,3,8,NA,NA,6.35401495541007,376585596.287744,6
I19,E10,Rep1,Plate1,D08_ZR_R1,D08,ZR,R1,1-2-18,D08_ZR_R1_Rep1,I19 Well,false,Sample,16S,Unknown,SYBR,16.6752779317269,0.8688503153650807,3.48314244273505,Amp,false,3,8,NA,NA,6.25417135435942,299240315.508043,6
I2,E1,Rep2,Plate1,D07_OR_R1,D07,OR,R1,1-4-8,D07_OR_R1_Rep2,I2 Well,false,Sample,16S,Unknown,SYBR,14.0518407698464,0.8872537505489001,3.4607310333536,Amp,false,3,7,NA,NA,7.14954239936982,2351749979.90567,3
I20,E10,Rep2,Plate1,D08_ZR_R1,D08,ZR,R1,1-2-18,D08_ZR_R1_Rep2,I20 Well,false,Sample,16S,Unknown,SYBR,16.7868414611763,0.8837429622307171,3.48627908081393,Amp,false,3,9,NA,NA,6.21609506444493,274121950.945558,6
I21,E11,Rep1,Plate1,D10_OH_R1,D10,OH,R1,1-4-6,D10_OH_R1_Rep1,I21 Well,false,Sample,16S,Unknown,SYBR,12.9330996132202,0.9345746268886773,3.4886204293872,Amp,false,3,6,NA,NA,7.53136531972005,5665184644.66218,4
I22,E11,Rep2,Plate1,D10_OH_R1,D10,OH,R1,1-4-6,D10_OH_R1_Rep2,I22 Well,false,Sample,16S,Unknown,SYBR,13.0335930450674,0.9323175809130548,3.49308171524575,Amp,false,3,7,NA,NA,7.4970672201135,5234991365.8841,4
I23,E12,Rep1,Plate1,D07_OH_R1,D07,OH,R1,1-1-6,D07_OH_R1_Rep1,I23 Well,false,Sample,16S,Unknown,SYBR,10.0355980030103,0.9149859684997821,3.49821754736652,Amp,false,3,5,NA,NA,8.5202737191091,55223314412.4351,4
I24,E12,Rep2,Plate1,D07_OH_R1,D07,OH,R1,1-1-6,D07_OH_R1_Rep2,I24 Well,false,Sample,16S,Unknown,SYBR,9.68172165522464,0.915338385702278,3.50193251945739,Amp,false,3,5,NA,NA,8.64105062961616,72928852336.7881,4
NA,NA,,,,,NA,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA
NA,NA,,,,,NA,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA
NA,NA,,,,,NA,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA
NA,NA,,,,,NA,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA
I7,E4,Rep1,Plate1,D02_OH_R1,D02,OH,R1,1-4-5,D02_OH_R1_Rep1,I7 Well,false,Sample,16S,Unknown,SYBR,12.0342980020436,0.7211405818847199,3.49990888762026,Amp,false,3,6,NA,NA,7.83812354879058,11480803885.3774,4
I8,E4,Rep2,Plate1,D02_OH_R1,D02,OH,R1,1-4-5,D02_OH_R1_Rep2,I8 Well,false,Sample,16S,Unknown,SYBR,12.0955515916751,0.7166456963377248,3.47085440395566,Amp,false,3,6,NA,NA,7.81721788680031,10941242314.6057,4
I9,E5,Rep1,Plate1,NCO_B4_R1,NCO,B4,R1,1-4-3,NCO_B4_R1_Rep1,I9 Well,false,Sample,16S,Unknown,SYBR,27.1447251065289,0.8571476564241138,3.48178485241137,Amp,false,3,14,NA,NA,2.68098119231097,79952.112267297,7
J1,E1,Rep3,Plate1,D07_OR_R1,D07,OR,R1,1-4-8,D07_OR_R1_Rep3,J1 Well,false,Sample,16S,Unknown,SYBR,NA,0,NA,No Amp,false,3,39,NA,NA,NA,NA,3
J13,E7,Rep3,Plate1,D02_OF_R1,D02,OF,R1,1-2-19,D02_OF_R1_Rep3,J13 Well,false,Sample,16S,Unknown,SYBR,13.1197920265526,0.8974280841365194,3.48359588008757,Amp,false,3,6,NA,NA,7.46764777250763,4892113474.62664,2
J15,E8,Rep3,Plate1,D02_ZR_R1,D02,ZR,R1,1-4-9,D02_ZR_R1_Rep3,J15 Well,false,Sample,16S,Unknown,SYBR,16.2616805687557,0.8867866599381007,3.46311025143756,Amp,false,3,8,NA,NA,6.3953308639059,414170930.31974,6
J19,E10,Rep3,Plate1,D08_ZR_R1,D08,ZR,R1,1-2-18,D08_ZR_R1_Rep3,J19 Well,false,Sample,16S,Unknown,SYBR,16.6934590254038,0.8664862767161057,3.45417905162074,Amp,false,3,9,NA,NA,6.24796620293386,294995202.116571,6
J21,E11,Rep3,Plate1,D10_OH_R1,D10,OH,R1,1-4-6,D10_OH_R1_Rep3,J21 Well,false,Sample,16S,Unknown,SYBR,13.0581303714781,0.9333200557432692,3.50261246335687,Amp,false,3,7,NA,NA,7.48869270598017,5135011914.39653,4
J23,E12,Rep3,Plate1,D07_OH_R1,D07,OH,R1,1-1-6,D07_OH_R1_Rep3,J23 Well,false,Sample,16S,Unknown,SYBR,9.67587137711905,0.9119109312743889,3.46402180669747,Amp,false,3,5,NA,NA,8.64304731156346,73264916871.0855,4
NA,NA,,,,,NA,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA
NA,NA,,,,,NA,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA
NA,NA,,,,,NA,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA
NA,NA,,,,,NA,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA
J7,E4,Rep3,Plate1,D02_OH_R1,D02,OH,R1,1-4-5,D02_OH_R1_Rep3,J7 Well,false,Sample,16S,Unknown,SYBR,12.0699341954324,0.7132886394705479,3.48842620295674,Amp,false,3,6,NA,NA,7.8259610254497,11163741586.3826,4
J9,E5,Rep3,Plate1,NCO_B4_R1,NCO,B4,R1,1-4-3,NCO_B4_R1_Rep3,J9 Well,false,Sample,16S,Unknown,SYBR,26.9134004181001,0.824861877384759,3.47650095709416,Amp,false,3,13,NA,NA,2.75993159791804,95891.5519591914,7
NA,NA,,,,,NA,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA
K10,F5,Rep2,Plate1,D02_OR_R1,D02,OR,R1,1-3-17,D02_OR_R1_Rep2,K10 Well,false,Sample,16S,Unknown,SYBR,11.4897124309949,0.920815449400244,3.49382545845128,Amp,false,3,5,NA,NA,8.02398893140106,17613176251.5452,3
K13,F7,Rep1,Plate1,D08_ZH_R1,D08,ZH,R1,1-4-2,D08_ZH_R1_Rep1,K13 Well,false,Sample,16S,Unknown,SYBR,21.231710904966,0.8595271835893893,3.4768424880139,Amp,false,3,11,NA,NA,4.69907477646212,8335343.96531718,7
K14,F7,Rep2,Plate1,D08_ZH_R1,D08,ZH,R1,1-4-2,D08_ZH_R1_Rep2,K14 Well,false,Sample,16S,Unknown,SYBR,20.9407813538009,0.8363753507597952,3.46500763113608,Amp,false,3,10,NA,NA,4.79836813863449,10476516.1847399,7
K15,F8,Rep1,Plate1,D04_ZH_R1,D04,ZH,R1,1-4-14,D04_ZH_R1_Rep1,K15 Well,false,Sample,16S,Unknown,SYBR,14.8948109134271,0.8685292437022014,3.48039111762555,Amp,false,3,7,NA,NA,6.86183927869381,1212517536.053,7
K16,F8,Rep2,Plate1,D04_ZH_R1,D04,ZH,R1,1-4-14,D04_ZH_R1_Rep2,K16 Well,false,Sample,16S,Unknown,SYBR,14.8618710987635,0.8639955795182114,3.49164146625818,Amp,false,3,7,NA,NA,6.87308153625818,1244314854.95136,7
K17,F9,Rep1,Plate1,D07_OF_R1,D07,OF,R1,1-3-2,D07_OF_R1_Rep1,K17 Well,false,Sample,16S,Unknown,SYBR,11.2258224451684,0.8987610897355914,3.47829214703274,Amp,false,3,5,NA,NA,8.11405377298007,21672176181.9589,2
K18,F9,Rep2,Plate1,D07_OF_R1,D07,OF,R1,1-3-2,D07_OF_R1_Rep2,K18 Well,false,Sample,16S,Unknown,SYBR,11.3259485345525,0.902150525565107,3.47189782381607,Amp,false,3,5,NA,NA,8.07988104622782,20032252967.6822,2
K19,F10,Rep1,Plate1,D03_OF_R1,D03,OF,R1,1-3-1,D03_OF_R1_Rep1,K19 Well,false,Sample,16S,Unknown,SYBR,12.1428912229158,0.9116255120315456,3.49912246355383,Amp,false,3,6,NA,NA,7.80106101606971,10541678468.7773,2
NA,NA,,,,,NA,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA
K20,F10,Rep2,Plate1,D03_OF_R1,D03,OF,R1,1-3-1,D03_OF_R1_Rep2,K20 Well,false,Sample,16S,Unknown,SYBR,12.2057388099803,0.918519133153114,3.4847910130898,Amp,false,3,6,NA,NA,7.77961132765178,10033676098.5189,2
K21,F11,Rep1,Plate1,D05_ZF_R1,D05,ZF,R1,1-4-15,D05_ZF_R1_Rep1,K21 Well,false,Sample,16S,Unknown,SYBR,14.6593629280807,0.8852884504504563,3.50421248549318,Amp,false,3,7,NA,NA,6.94219695287348,1458967785.02607,5
K22,F11,Rep2,Plate1,D05_ZF_R1,D05,ZF,R1,1-4-15,D05_ZF_R1_Rep2,K22 Well,false,Sample,16S,Unknown,SYBR,14.6395015073019,0.8768605562580778,3.48419474756934,Amp,false,3,7,NA,NA,6.94897559477749,1481918584.19136,5
K23,F12,Rep1,Plate1,D05_OR_R1,D05,OR,R1,1-2-9,D05_OR_R1_Rep1,K23 Well,false,Sample,16S,Unknown,SYBR,11.9470750931277,0.891810275781088,3.48007378822782,Amp,false,3,6,NA,NA,7.86789245968338,12295358872.7635,3
K24,F12,Rep2,Plate1,D05_OR_R1,D05,OR,R1,1-2-9,D05_OR_R1_Rep2,K24 Well,false,Sample,16S,Unknown,SYBR,12.0405736708648,0.8859125654602794,3.48160434838976,Amp,false,3,6,NA,NA,7.83598168229872,11424321908.2465,3
K5,F3,Rep1,Plate1,D07_ZH_R1,D07,ZH,R1,1-3-18,D07_ZH_R1_Rep1,K5 Well,false,Sample,16S,Unknown,SYBR,16.9839705689982,0.8598258594933251,3.46353862185288,Amp,false,3,8,NA,NA,6.14881550546138,234781706.571652,7
K7,F4,Rep1,Plate1,D04_OH_R1,D04,OH,R1,1-2-6,D04_OH_R1_Rep1,K7 Well,false,Sample,16S,Unknown,SYBR,9.6253436023098,0.7364669617980968,NA,Inconclusive,false,3,5,NA,NA,8.66029228590109,76232653253.7863,4
K9,F5,Rep1,Plate1,D02_OR_R1,D02,OR,R1,1-3-17,D02_OR_R1_Rep1,K9 Well,false,Sample,16S,Unknown,SYBR,11.4819408860767,0.7527614635128951,3.46484974574527,Amp,false,3,5,NA,NA,8.02664133581001,17721075889.6434,3
NA,NA,,,,,NA,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA
L13,F7,Rep3,Plate1,D08_ZH_R1,D08,ZH,R1,1-4-2,D08_ZH_R1_Rep3,L13 Well,false,Sample,16S,Unknown,SYBR,20.8486396612701,0.8651701180609713,3.49381818632078,Amp,false,3,11,NA,NA,4.82981581526619,11263271.8117164,7
L15,F8,Rep3,Plate1,D04_ZH_R1,D04,ZH,R1,1-4-14,D04_ZH_R1_Rep3,L15 Well,false,Sample,16S,Unknown,SYBR,14.746112863629,0.8620113538384577,3.5001512772058,Amp,false,3,7,NA,NA,6.91258946633821,1362819113.65074,7
L17,F9,Rep3,Plate1,D07_OF_R1,D07,OF,R1,1-3-2,D07_OF_R1_Rep3,L17 Well,false,Sample,16S,Unknown,SYBR,11.2832760667942,0.9012300326300977,3.48410837827535,Amp,false,3,6,NA,NA,8.09444502839787,20715421673.1766,2
L19,F10,Rep3,Plate1,D03_OF_R1,D03,OF,R1,1-3-1,D03_OF_R1_Rep3,L19 Well,false,Sample,16S,Unknown,SYBR,12.1488770515822,0.9172046289405383,3.46421012751437,Amp,false,3,6,NA,NA,7.79901807113237,10492206289.2647,2
NA,NA,,,,,NA,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA
L21,F11,Rep3,Plate1,D05_ZF_R1,D05,ZF,R1,1-4-15,D05_ZF_R1_Rep3,L21 Well,false,Sample,16S,Unknown,SYBR,14.5666750418942,0.879518983714274,3.51000519506088,Amp,false,3,7,NA,NA,6.97383104372212,1569205397.72471,5
L23,F12,Rep3,Plate1,D05_OR_R1,D05,OR,R1,1-2-9,D05_OR_R1_Rep3,L23 Well,false,Sample,16S,Unknown,SYBR,11.7372305504411,0.8943049751818801,3.47742416882782,Amp,false,3,6,NA,NA,7.93951175752865,14499749759.964,3
L7,F4,Rep3,Plate1,D04_OH_R1,D04,OH,R1,1-2-6,D04_OH_R1_Rep3,L7 Well,false,Sample,16S,Unknown,SYBR,9.85143872233575,0.8968643622563045,NA,Inconclusive,false,3,5,NA,NA,8.58312671592637,63822742999.6945,4
L9,F5,Rep3,Plate1,D02_OR_R1,D02,OR,R1,1-3-17,D02_OR_R1_Rep3,L9 Well,false,Sample,16S,Unknown,SYBR,11.189681054229,0.9248004512518126,3.49844137171388,Amp,false,3,6,NA,NA,8.12638871869319,22296539707.2081,3
M1,G1,Rep1,Plate1,NCO_B1_R1,NCO,B1,R1,1-1-14,NCO_B1_R1_Rep1,M1 Well,false,Sample,16S,Unknown,SYBR,18.5217711146184,0.9581770921472514,3.46036975701931,Amp,false,3,9,NA,NA,5.6239689028606,70116083.9722624,7
M10,G5,Rep2,Plate1,D01_OR_R1,D01,OR,R1,1-2-3,D01_OR_R1_Rep2,M10 Well,false,Sample,16S,Unknown,SYBR,14.5320089633284,0.8952820249697528,3.48135608017806,Amp,false,3,7,NA,NA,6.9856624698538,1612542684.88025,3
M11,G6,Rep1,Plate1,D03_ZH_R1,D03,ZH,R1,1-3-3,D03_ZH_R1_Rep1,M11 Well,false,Sample,16S,Unknown,SYBR,17.1479830373895,0.8462542055495573,3.45812905169461,Inconclusive,false,3,9,NA,NA,6.09283855379198,206389359.562367,7
M13,G7,Rep1,Plate1,D04_OF_R1,D04,OF,R1,1-4-1,D04_OF_R1_Rep1,M13 Well,false,Sample,16S,Unknown,SYBR,11.9281637849559,0.8797143633203747,3.44880936758216,Amp,false,3,6,NA,NA,7.87434683107307,12479453889.1476,2
M14,G7,Rep2,Plate1,D04_OF_R1,D04,OF,R1,1-4-1,D04_OF_R1_Rep2,M14 Well,false,Sample,16S,Unknown,SYBR,12.0591801761494,0.883007081177086,3.45819945405352,Amp,false,3,6,NA,NA,7.82963133919814,11258488506.9547,2
M15,G8,Rep1,Plate1,D09_OH_R1,D09,OH,R1,1-3-8,D09_OH_R1_Rep1,M15 Well,false,Sample,16S,Unknown,SYBR,10.9988166306952,0.8980214424811471,3.47353806978743,Amp,false,3,5,NA,NA,8.1915301601723,25904720439.0171,4
M16,G8,Rep2,Plate1,D09_OH_R1,D09,OH,R1,1-3-8,D09_OH_R1_Rep2,M16 Well,false,Sample,16S,Unknown,SYBR,10.9786943434664,0.9010907157197924,3.47397909287542,Amp,false,3,5,NA,NA,8.1983978349944,26317618348.9345,4
M17,G9,Rep1,Plate1,D10_ZF_R1,D10,ZF,R1,1-1-8,D10_ZF_R1_Rep1,M17 Well,false,Sample,16S,Unknown,SYBR,19.291664198694,0.8607135511397702,3.44724588341823,Amp,false,3,10,NA,NA,5.36120675812491,38287367.5771007,5
M18,G9,Rep2,Plate1,D10_ZF_R1,D10,ZF,R1,1-1-8,D10_ZF_R1_Rep2,M18 Well,false,Sample,16S,Unknown,SYBR,19.5733460701125,0.8542913840373138,3.44548023878184,Amp,false,3,10,NA,NA,5.26506960064419,30684450.4969638,5
M19,G10,Rep1,Plate1,D06_OR_R1,D06,OR,R1,1-3-15,D06_OR_R1_Rep1,M19 Well,false,Sample,16S,Unknown,SYBR,13.0332435521619,0.9401745966130559,3.50330257198055,Amp,false,3,7,NA,NA,7.49718650096863,5236429376.34097,3
M2,G1,Rep2,Plate1,NCO_B1_R1,NCO,B1,R1,1-1-14,NCO_B1_R1_Rep2,M2 Well,false,Sample,16S,Unknown,SYBR,24.0821917949677,0.8946853724310564,3.45183760573834,Amp,false,3,12,NA,NA,3.7262144044479,887285.029522667,7
M20,G10,Rep2,Plate1,D06_OR_R1,D06,OR,R1,1-3-15,D06_OR_R1_Rep2,M20 Well,false,Sample,16S,Unknown,SYBR,12.9928201522937,0.9382145566509899,3.50427117356869,Amp,false,3,6,NA,NA,7.5109828831762,5405447240.37173,3
M21,G11,Rep1,Plate1,buffer_1,buffer,1,NA,NA,buffer_1_Rep1,M21 Well,false,Sample,16S,Unknown,SYBR,27.1475306501871,0.9045339532149118,3.47877352333433,Amp,false,3,14,NA,NA,2.68002366887814,79776.0296974836,7
M22,G11,Rep2,Plate1,buffer_1,buffer,1,NA,NA,buffer_1_Rep2,M22 Well,false,Sample,16S,Unknown,SYBR,27.1410312592567,0.9035380271943694,3.47044571248711,Amp,false,3,14,NA,NA,2.68224189103866,80184.5397330823,7
M23,G12,Rep1,Plate1,NCO_B3_R1,NCO,B3,R1,1-3-12,NCO_B3_R1_Rep1,M23 Well,false,Sample,16S,Unknown,SYBR,25.8894787328888,0.9017352362395351,3.46354528696975,Amp,false,3,13,NA,NA,3.10939292392872,214408.339566373,7
M24,G12,Rep2,Plate1,NCO_B3_R1,NCO,B3,R1,1-3-12,NCO_B3_R1_Rep2,M24 Well,false,Sample,16S,Unknown,SYBR,27.5303250061443,0.9095109694938546,3.47675634600156,Amp,false,3,15,NA,NA,2.54937713100877,59050.8129120644,7
M3,G2,Rep1,Plate1,D06_NF_R1,D06,NF,R1,1-1-2,D06_NF_R1_Rep1,M3 Well,false,Sample,16S,Unknown,SYBR,10.8723441178435,0.9127569690743134,3.48261628318123,Amp,false,3,5,NA,NA,8.23469484032645,28611695205.2032,1
M4,G2,Rep2,Plate1,D06_NF_R1,D06,NF,R1,1-1-2,D06_NF_R1_Rep2,M4 Well,false,Sample,16S,Unknown,SYBR,11.1455748705221,0.9224951399597883,3.4608392718428,Amp,false,3,5,NA,NA,8.14144202371258,23082921430.7188,1
M5,G3,Rep1,Plate1,PCO_B3_R1,PCO,B3,R1,1-3-14,PCO_B3_R1_Rep1,M5 Well,false,Sample,16S,Unknown,SYBR,15.7432747426398,0.738602188591489,3.45860612432876,Amp,false,3,8,NA,NA,6.57226117998641,622457823.163951,7
M6,G3,Rep2,Plate1,PCO_B3_R1,PCO,B3,R1,1-3-14,PCO_B3_R1_Rep2,M6 Well,false,Sample,16S,Unknown,SYBR,15.662504566037,0.9286281206089732,3.46656762766162,Amp,false,3,8,NA,NA,6.59982779316143,663248906.721657,7
M7,G4,Rep1,Plate1,D08_OH_R1,D08,OH,R1,1-2-12,D08_OH_R1_Rep1,M7 Well,false,Sample,16S,Unknown,SYBR,11.6890049528858,0.9299966925369808,3.49924437157846,Amp,false,3,6,NA,NA,7.95597100584102,15059819112.0874,4
M8,G4,Rep2,Plate1,D08_OH_R1,D08,OH,R1,1-2-12,D08_OH_R1_Rep2,M8 Well,false,Sample,16S,Unknown,SYBR,12.045185878644,0.7208343908657456,3.46447132617794,Amp,false,3,6,NA,NA,7.83440754995087,11382988564.8882,4
