Well,Well96,PCR_Replicate,Plate,SampleName,SampleCode,SampleNameFull,label,Omit,Sample,Target,Task,Dyes,Cq,Cq.Conf,Amp.Score,Amp.Status,Annotated,Baseline.Start,Baseline.End,Curve.Quality,Result.Quality.Issues
K20,F10,Rep2,Plate1,D03_OF_R1,1-3-1,D03_OF_R1_Rep2,K20 Well,false,Sample,16S,Unknown,SYBR,12.20573880998029,0.918519133153114,3.4847910130898,Amp,false,3,6,NA,NA
K21,F11,Rep1,Plate1,D05_ZF_R1,1-4-15,D05_ZF_R1_Rep1,K21 Well,false,Sample,16S,Unknown,SYBR,14.659362928080704,0.8852884504504563,3.50421248549318,Amp,false,3,7,NA,NA
K22,F11,Rep2,Plate1,D05_ZF_R1,1-4-15,D05_ZF_R1_Rep2,K22 Well,false,Sample,16S,Unknown,SYBR,14.639501507301947,0.8768605562580778,3.48419474756934,Amp,false,3,7,NA,NA
K23,F12,Rep1,Plate1,D05_OR_R1,1-2-9,D05_OR_R1_Rep1,K23 Well,false,Sample,16S,Unknown,SYBR,11.947075093127708,0.891810275781088,3.48007378822782,Amp,false,3,6,NA,NA
K24,F12,Rep2,Plate1,D05_OR_R1,1-2-9,D05_OR_R1_Rep2,K24 Well,false,Sample,16S,Unknown,SYBR,12.04057367086476,0.8859125654602794,3.48160434838976,Amp,false,3,6,NA,NA
K3,F2,Rep1,Plate1,standardB_10,000,000,NA,standardB_10,000,000_Rep1,K3 Well,false,Sample,16S,Unknown,SYBR,23.882313989052136,0.9631475887378229,3.46447329542597,Amp,false,3,12,NA,NA
K4,F2,Rep2,Plate1,standardB_10,000,000,NA,standardB_10,000,000_Rep2,K4 Well,false,Sample,16S,Unknown,SYBR,23.509759846400527,0.9745456179256541,3.46346337788569,Amp,false,3,12,NA,NA
K5,F3,Rep1,Plate1,D07_ZH_R1,1-3-18,D07_ZH_R1_Rep1,K5 Well,false,Sample,16S,Unknown,SYBR,16.983970568998153,0.8598258594933251,3.46353862185288,Amp,false,3,8,NA,NA
K6,F3,Rep2,Plate1,D07_ZH_R1,1-3-18,D07_ZH_R1_Rep2,K6 Well,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
K7,F4,Rep1,Plate1,D04_OH_R1,1-2-6,D04_OH_R1_Rep1,K7 Well,false,Sample,16S,Unknown,SYBR,9.625343602309798,0.7364669617980968,NA,Inconclusive,false,3,5,NA,NA
K8,F4,Rep2,Plate1,D04_OH_R1,1-2-6,D04_OH_R1_Rep2,K8 Well,false,Sample,16S,Unknown,SYBR,Undetermined,0,3.50213332676535,Inconclusive,false,3,39,NA,NA
K9,F5,Rep1,Plate1,D02_OR_R1,1-3-17,D02_OR_R1_Rep1,K9 Well,false,Sample,16S,Unknown,SYBR,11.48194088607666,0.7527614635128951,3.46484974574527,Amp,false,3,5,NA,NA
L1,F1,Rep3,Plate1,standardB_1,000,NA,standardB_1,000_Rep3,L1 Well,false,Sample,16S,Unknown,SYBR,10.63775589009742,0.9939805710089628,3.49145283813143,Amp,false,3,5,NA,NA
L10,F5,Rep4,Plate1,D02_OR_R1,1-3-17,D02_OR_R1_Rep4,L10 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
L11,F6,Rep3,Plate1,standardB_10,NA,standardB_10_Rep3,L11 Well,false,Sample,16S,Unknown,SYBR,4.884097273350408,0.9652395968354964,3.49264009752896,Amp,false,3,3,NA,NA
L12,F6,Rep4,Plate1,standardB_10,NA,standardB_10_Rep4,L12 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
L13,F7,Rep3,Plate1,D08_ZH_R1,1-4-2,D08_ZH_R1_Rep3,L13 Well,false,Sample,16S,Unknown,SYBR,20.848639661270063,0.8651701180609713,3.49381818632078,Amp,false,3,11,NA,NA
L14,F7,Rep4,Plate1,D08_ZH_R1,1-4-2,D08_ZH_R1_Rep4,L14 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
L15,F8,Rep3,Plate1,D04_ZH_R1,1-4-14,D04_ZH_R1_Rep3,L15 Well,false,Sample,16S,Unknown,SYBR,14.74611286362904,0.8620113538384577,3.5001512772058,Amp,false,3,7,NA,NA
L16,F8,Rep4,Plate1,D04_ZH_R1,1-4-14,D04_ZH_R1_Rep4,L16 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
L17,F9,Rep3,Plate1,D07_OF_R1,1-3-2,D07_OF_R1_Rep3,L17 Well,false,Sample,16S,Unknown,SYBR,11.28327606679424,0.9012300326300977,3.48410837827535,Amp,false,3,6,NA,NA
L18,F9,Rep4,Plate1,D07_OF_R1,1-3-2,D07_OF_R1_Rep4,L18 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
L19,F10,Rep3,Plate1,D03_OF_R1,1-3-1,D03_OF_R1_Rep3,L19 Well,false,Sample,16S,Unknown,SYBR,12.148877051582168,0.9172046289405383,3.46421012751437,Amp,false,3,6,NA,NA
L2,F1,Rep4,Plate1,standardB_1,000,NA,standardB_1,000_Rep4,L2 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
L20,F10,Rep4,Plate1,D03_OF_R1,1-3-1,D03_OF_R1_Rep4,L20 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
L21,F11,Rep3,Plate1,D05_ZF_R1,1-4-15,D05_ZF_R1_Rep3,L21 Well,false,Sample,16S,Unknown,SYBR,14.566675041894197,0.879518983714274,3.51000519506088,Amp,false,3,7,NA,NA
L22,F11,Rep4,Plate1,D05_ZF_R1,1-4-15,D05_ZF_R1_Rep4,L22 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
L23,F12,Rep3,Plate1,D05_OR_R1,1-2-9,D05_OR_R1_Rep3,L23 Well,false,Sample,16S,Unknown,SYBR,11.737230550441058,0.8943049751818801,3.47742416882782,Amp,false,3,6,NA,NA
L24,F12,Rep4,Plate1,D05_OR_R1,1-2-9,D05_OR_R1_Rep4,L24 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
L3,F2,Rep3,Plate1,standardB_10,000,000,NA,standardB_10,000,000_Rep3,L3 Well,false,Sample,16S,Unknown,SYBR,24.173125852487907,0.9669372181680321,3.4614648705419,Amp,false,3,14,NA,NA
L4,F2,Rep4,Plate1,standardB_10,000,000,NA,standardB_10,000,000_Rep4,L4 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
L5,F3,Rep3,Plate1,D07_ZH_R1,1-3-18,D07_ZH_R1_Rep3,L5 Well,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
L6,F3,Rep4,Plate1,D07_ZH_R1,1-3-18,D07_ZH_R1_Rep4,L6 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
L7,F4,Rep3,Plate1,D04_OH_R1,1-2-6,D04_OH_R1_Rep3,L7 Well,false,Sample,16S,Unknown,SYBR,9.85143872233575,0.8968643622563045,NA,Inconclusive,false,3,5,NA,NA
L8,F4,Rep4,Plate1,D04_OH_R1,1-2-6,D04_OH_R1_Rep4,L8 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
L9,F5,Rep3,Plate1,D02_OR_R1,1-3-17,D02_OR_R1_Rep3,L9 Well,false,Sample,16S,Unknown,SYBR,11.189681054228952,0.9248004512518126,3.49844137171388,Amp,false,3,6,NA,NA
M1,G1,Rep1,Plate1,NCO_B1_R1,1-1-14,NCO_B1_R1_Rep1,M1 Well,false,Sample,16S,Unknown,SYBR,18.52177111461844,0.9581770921472514,3.46036975701931,Amp,false,3,9,NA,NA
M10,G5,Rep2,Plate1,D01_OR_R1,1-2-3,D01_OR_R1_Rep2,M10 Well,false,Sample,16S,Unknown,SYBR,14.532008963328359,0.8952820249697528,3.48135608017806,Amp,false,3,7,NA,NA
M11,G6,Rep1,Plate1,D03_ZH_R1,1-3-3,D03_ZH_R1_Rep1,M11 Well,false,Sample,16S,Unknown,SYBR,17.1479830373895,0.8462542055495573,3.45812905169461,Inconclusive,false,3,9,NA,NA
M12,G6,Rep2,Plate1,D03_ZH_R1,1-3-3,D03_ZH_R1_Rep2,M12 Well,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
M13,G7,Rep1,Plate1,D04_OF_R1,1-4-1,D04_OF_R1_Rep1,M13 Well,false,Sample,16S,Unknown,SYBR,11.928163784955899,0.8797143633203747,3.44880936758216,Amp,false,3,6,NA,NA
M14,G7,Rep2,Plate1,D04_OF_R1,1-4-1,D04_OF_R1_Rep2,M14 Well,false,Sample,16S,Unknown,SYBR,12.059180176149436,0.883007081177086,3.45819945405352,Amp,false,3,6,NA,NA
M15,G8,Rep1,Plate1,D09_OH_R1,1-3-8,D09_OH_R1_Rep1,M15 Well,false,Sample,16S,Unknown,SYBR,10.998816630695167,0.8980214424811471,3.47353806978743,Amp,false,3,5,NA,NA
M16,G8,Rep2,Plate1,D09_OH_R1,1-3-8,D09_OH_R1_Rep2,M16 Well,false,Sample,16S,Unknown,SYBR,10.978694343466401,0.9010907157197924,3.47397909287542,Amp,false,3,5,NA,NA
M17,G9,Rep1,Plate1,D10_ZF_R1,1-1-8,D10_ZF_R1_Rep1,M17 Well,false,Sample,16S,Unknown,SYBR,19.291664198694015,0.8607135511397702,3.44724588341823,Amp,false,3,10,NA,NA
M18,G9,Rep2,Plate1,D10_ZF_R1,1-1-8,D10_ZF_R1_Rep2,M18 Well,false,Sample,16S,Unknown,SYBR,19.573346070112514,0.8542913840373138,3.44548023878184,Amp,false,3,10,NA,NA
M19,G10,Rep1,Plate1,D06_OR_R1,1-3-15,D06_OR_R1_Rep1,M19 Well,false,Sample,16S,Unknown,SYBR,13.033243552161913,0.9401745966130559,3.50330257198055,Amp,false,3,7,NA,NA
M2,G1,Rep2,Plate1,NCO_B1_R1,1-1-14,NCO_B1_R1_Rep2,M2 Well,false,Sample,16S,Unknown,SYBR,24.082191794967663,0.8946853724310564,3.45183760573834,Amp,false,3,12,NA,NA
M20,G10,Rep2,Plate1,D06_OR_R1,1-3-15,D06_OR_R1_Rep2,M20 Well,false,Sample,16S,Unknown,SYBR,12.992820152293724,0.9382145566509899,3.50427117356869,Amp,false,3,6,NA,NA
M21,G11,Rep1,Plate1,buffer_1,NA,buffer_1_Rep1,M21 Well,false,Sample,16S,Unknown,SYBR,27.147530650187058,0.9045339532149118,3.47877352333433,Amp,false,3,14,NA,NA
M22,G11,Rep2,Plate1,buffer_1,NA,buffer_1_Rep2,M22 Well,false,Sample,16S,Unknown,SYBR,27.141031259256728,0.9035380271943694,3.47044571248711,Amp,false,3,14,NA,NA
M23,G12,Rep1,Plate1,NCO_B3_R1,1-3-12,NCO_B3_R1_Rep1,M23 Well,false,Sample,16S,Unknown,SYBR,25.889478732888847,0.9017352362395351,3.46354528696975,Amp,false,3,13,NA,NA
M24,G12,Rep2,Plate1,NCO_B3_R1,1-3-12,NCO_B3_R1_Rep2,M24 Well,false,Sample,16S,Unknown,SYBR,27.530325006144302,0.9095109694938546,3.47675634600156,Amp,false,3,15,NA,NA
M3,G2,Rep1,Plate1,D06_NF_R1,1-1-2,D06_NF_R1_Rep1,M3 Well,false,Sample,16S,Unknown,SYBR,10.872344117843515,0.9127569690743134,3.48261628318123,Amp,false,3,5,NA,NA
M4,G2,Rep2,Plate1,D06_NF_R1,1-1-2,D06_NF_R1_Rep2,M4 Well,false,Sample,16S,Unknown,SYBR,11.145574870522129,0.9224951399597883,3.4608392718428,Amp,false,3,5,NA,NA
M5,G3,Rep1,Plate1,PCO_B3_R1,1-3-14,PCO_B3_R1_Rep1,M5 Well,false,Sample,16S,Unknown,SYBR,15.743274742639823,0.738602188591489,3.45860612432876,Amp,false,3,8,NA,NA
M6,G3,Rep2,Plate1,PCO_B3_R1,1-3-14,PCO_B3_R1_Rep2,M6 Well,false,Sample,16S,Unknown,SYBR,15.662504566037015,0.9286281206089732,3.46656762766162,Amp,false,3,8,NA,NA
M7,G4,Rep1,Plate1,D08_OH_R1,1-2-12,D08_OH_R1_Rep1,M7 Well,false,Sample,16S,Unknown,SYBR,11.68900495288582,0.9299966925369808,3.49924437157846,Amp,false,3,6,NA,NA
M8,G4,Rep2,Plate1,D08_OH_R1,1-2-12,D08_OH_R1_Rep2,M8 Well,false,Sample,16S,Unknown,SYBR,12.045185878643963,0.7208343908657456,3.46447132617794,Amp,false,3,6,NA,NA
M9,G5,Rep1,Plate1,D01_OR_R1,1-2-3,D01_OR_R1_Rep1,M9 Well,false,Sample,16S,Unknown,SYBR,14.488151124433859,0.8912047124069618,3.46716036644696,Amp,false,3,7,NA,NA
N1,G1,Rep3,Plate1,NCO_B1_R1,1-1-14,NCO_B1_R1_Rep3,N1 Well,false,Sample,16S,Unknown,SYBR,25.458335460379523,0.8608173953174604,3.45997101396329,Amp,false,3,14,NA,NA
N10,G5,Rep4,Plate1,D01_OR_R1,1-2-3,D01_OR_R1_Rep4,N10 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
N11,G6,Rep3,Plate1,D03_ZH_R1,1-3-3,D03_ZH_R1_Rep3,N11 Well,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
N12,G6,Rep4,Plate1,D03_ZH_R1,1-3-3,D03_ZH_R1_Rep4,N12 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
N13,G7,Rep3,Plate1,D04_OF_R1,1-4-1,D04_OF_R1_Rep3,N13 Well,false,Sample,16S,Unknown,SYBR,11.953136095890006,0.8839333412306315,3.48311251943152,Amp,false,3,6,NA,NA
N14,G7,Rep4,Plate1,D04_OF_R1,1-4-1,D04_OF_R1_Rep4,N14 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
N15,G8,Rep3,Plate1,D09_OH_R1,1-3-8,D09_OH_R1_Rep3,N15 Well,false,Sample,16S,Unknown,SYBR,10.95969193520676,0.8952594387527302,3.44565110576121,Amp,false,3,5,NA,NA
N16,G8,Rep4,Plate1,D09_OH_R1,1-3-8,D09_OH_R1_Rep4,N16 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
N17,G9,Rep3,Plate1,D10_ZF_R1,1-1-8,D10_ZF_R1_Rep3,N17 Well,false,Sample,16S,Unknown,SYBR,19.558029196662844,0.873539317684801,3.48133336395606,Amp,false,3,10,NA,NA
N18,G9,Rep4,Plate1,D10_ZF_R1,1-1-8,D10_ZF_R1_Rep4,N18 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
N19,G10,Rep3,Plate1,D06_OR_R1,1-3-15,D06_OR_R1_Rep3,N19 Well,false,Sample,16S,Unknown,SYBR,12.996624721342545,0.930516552139577,3.47470342066472,Amp,false,3,6,NA,NA
N2,G1,Rep4,Plate1,NCO_B1_R1,1-1-14,NCO_B1_R1_Rep4,N2 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
N20,G10,Rep4,Plate1,D06_OR_R1,1-3-15,D06_OR_R1_Rep4,N20 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
N21,G11,Rep3,Plate1,buffer_1,NA,buffer_1_Rep3,N21 Well,false,Sample,16S,Unknown,SYBR,27.621003741862104,0.917544157877972,3.48421109488743,Amp,false,3,14,NA,NA
N22,G11,Rep4,Plate1,buffer_1,NA,buffer_1_Rep4,N22 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
N23,G12,Rep3,Plate1,NCO_B3_R1,1-3-12,NCO_B3_R1_Rep3,N23 Well,false,Sample,16S,Unknown,SYBR,27.702686755385812,0.9008064170918486,3.4955976154129,Amp,false,3,14,NA,NA
N24,G12,Rep4,Plate1,NCO_B3_R1,1-3-12,NCO_B3_R1_Rep4,N24 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
N3,G2,Rep3,Plate1,D06_NF_R1,1-1-2,D06_NF_R1_Rep3,N3 Well,false,Sample,16S,Unknown,SYBR,10.55846382200004,0.9230112648444289,3.50901594104469,Amp,false,3,5,NA,NA
N4,G2,Rep4,Plate1,D06_NF_R1,1-1-2,D06_NF_R1_Rep4,N4 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
N5,G3,Rep3,Plate1,PCO_B3_R1,1-3-14,PCO_B3_R1_Rep3,N5 Well,false,Sample,16S,Unknown,SYBR,15.77624152326796,0.9333665106552802,3.46472533957204,Amp,false,3,8,NA,NA
N6,G3,Rep4,Plate1,PCO_B3_R1,1-3-14,PCO_B3_R1_Rep4,N6 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
N7,G4,Rep3,Plate1,D08_OH_R1,1-2-12,D08_OH_R1_Rep3,N7 Well,false,Sample,16S,Unknown,SYBR,11.938763710217337,0.9423207056087506,3.47917379494775,Amp,false,3,6,NA,NA
N8,G4,Rep4,Plate1,D08_OH_R1,1-2-12,D08_OH_R1_Rep4,N8 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
N9,G5,Rep3,Plate1,D01_OR_R1,1-2-3,D01_OR_R1_Rep3,N9 Well,false,Sample,16S,Unknown,SYBR,14.186345492968663,0.9001257773693117,3.5047112648742,Amp,false,3,7,NA,NA
O1,H1,Rep1,Plate1,standardB_100,NA,standardB_100_Rep1,O1 Well,false,Sample,16S,Unknown,SYBR,7.871853125593194,0.9934523315088885,3.47952660200794,Amp,false,3,4,NA,NA
O10,H5,Rep2,Plate1,D09_ZR_R1,1-3-13,D09_ZR_R1_Rep2,O10 Well,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
O11,H6,Rep1,Plate1,D10_ZR_R1,1-4-4,D10_ZR_R1_Rep1,O11 Well,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
O12,H6,Rep2,Plate1,D10_ZR_R1,1-4-4,D10_ZR_R1_Rep2,O12 Well,false,Sample,16S,Unknown,SYBR,18.089754192728996,0.8611610639313821,NA,Amp,false,3,9,NA,NA
O13,H7,Rep1,Plate1,D06_OH_R1,1-4-20,D06_OH_R1_Rep1,O13 Well,false,Sample,16S,Unknown,SYBR,11.647889253452934,0.9322323898441957,3.48763151064347,Amp,false,3,6,NA,NA
O14,H7,Rep2,Plate1,D06_OH_R1,1-4-20,D06_OH_R1_Rep2,O14 Well,false,Sample,16S,Unknown,SYBR,11.671509093459317,0.9219779727697652,3.47341445798327,Amp,false,3,6,NA,NA
O15,H8,Rep1,Plate1,D04_ZF_R1,1-3-9,D04_ZF_R1_Rep1,O15 Well,false,Sample,16S,Unknown,SYBR,14.044892587483197,0.8586586168226399,3.46950992570659,Amp,false,3,7,NA,NA
O16,H8,Rep2,Plate1,D04_ZF_R1,1-3-9,D04_ZF_R1_Rep2,O16 Well,false,Sample,16S,Unknown,SYBR,14.141865496010197,0.8775185558997978,3.50271931535975,Amp,false,3,7,NA,NA
O17,H9,Rep1,Plate1,D04_ZR_R1,1-2-16,D04_ZR_R1_Rep1,O17 Well,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
O18,H9,Rep2,Plate1,D04_ZR_R1,1-2-16,D04_ZR_R1_Rep2,O18 Well,false,Sample,16S,Unknown,SYBR,16.18513230305583,0.8677537330315789,3.4889307530886,Amp,false,3,8,NA,NA
O19,H10,Rep1,Plate1,D10_OR_R1,1-3-10,D10_OR_R1_Rep1,O19 Well,false,Sample,16S,Unknown,SYBR,13.84025407125629,0.9324964817486053,3.48800743257872,Amp,false,3,7,NA,NA
O2,H1,Rep2,Plate1,standardB_100,NA,standardB_100_Rep2,O2 Well,false,Sample,16S,Unknown,SYBR,8.068994947972683,0.991069375562864,3.45919731994464,Amp,false,3,4,NA,NA
O20,H10,Rep2,Plate1,D10_OR_R1,1-3-10,D10_OR_R1_Rep2,O20 Well,false,Sample,16S,Unknown,SYBR,13.701978340160185,0.9365513550927939,3.48252765979473,Amp,false,3,7,NA,NA
O21,H11,Rep1,Plate1,D04_NF_R1,1-3-5,D04_NF_R1_Rep1,O21 Well,false,Sample,16S,Unknown,SYBR,13.123831107310494,0.8985997456334941,3.46737700189663,Amp,false,3,6,NA,NA
O22,H11,Rep2,Plate1,D04_NF_R1,1-3-5,D04_NF_R1_Rep2,O22 Well,false,Sample,16S,Unknown,SYBR,12.908590593607098,0.9102435447453083,3.49620353945646,Amp,false,3,6,NA,NA
O23,H12,Rep1,Plate1,D05_ZH_R1,1-1-20,D05_ZH_R1_Rep1,O23 Well,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
O24,H12,Rep2,Plate1,D05_ZH_R1,1-1-20,D05_ZH_R1_Rep2,O24 Well,false,Sample,16S,Unknown,SYBR,16.289736027721553,0.8821832337283881,3.46054756024758,Amp,false,3,8,NA,NA
O3,H2,Rep1,Plate1,NCO_B2_R1,1-2-13,NCO_B2_R1_Rep1,O3 Well,false,Sample,16S,Unknown,SYBR,27.314443146416053,0.8798840281790365,3.47857562698966,Amp,false,3,14,NA,NA
O4,H2,Rep2,Plate1,NCO_B2_R1,1-2-13,NCO_B2_R1_Rep2,O4 Well,false,Sample,16S,Unknown,SYBR,27.387117948124512,0.8672481092955405,3.48511688877276,Amp,false,3,18,NA,NA
O5,H3,Rep1,Plate1,standardF_100,NA,standardF_100_Rep1,O5 Well,false,Sample,16S,Unknown,SYBR,7.5938254677496655,0.9928108105162678,3.46637767797821,Amp,false,3,3,NA,NA
O6,H3,Rep2,Plate1,standardF_100,NA,standardF_100_Rep2,O6 Well,false,Sample,16S,Unknown,SYBR,7.710104018193581,0.9935444074276836,3.48163995077966,Amp,false,3,3,NA,NA
O7,H4,Rep1,Plate1,D02_ZF_R1,1-1-19,D02_ZF_R1_Rep1,O7 Well,false,Sample,16S,Unknown,SYBR,14.053007149839079,0.7249969476247657,3.47960681017837,Inconclusive,false,3,7,NA,NA
O8,H4,Rep2,Plate1,D02_ZF_R1,1-1-19,D02_ZF_R1_Rep2,O8 Well,false,Sample,16S,Unknown,SYBR,14.054875355721364,0.7460522750264207,3.47966646994379,Amp,false,3,7,NA,NA
O9,H5,Rep1,Plate1,D09_ZR_R1,1-3-13,D09_ZR_R1_Rep1,O9 Well,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
P1,H1,Rep3,Plate1,standardB_100,NA,standardB_100_Rep3,P1 Well,false,Sample,16S,Unknown,SYBR,7.866673294667718,0.9932553854755463,3.48618086711708,Amp,false,3,4,NA,NA
P10,H5,Rep4,Plate1,D09_ZR_R1,1-3-13,D09_ZR_R1_Rep4,P10 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
P11,H6,Rep3,Plate1,D10_ZR_R1,1-4-4,D10_ZR_R1_Rep3,P11 Well,false,Sample,16S,Unknown,SYBR,18.309004721789897,0.8896267912304067,NA,Amp,false,3,9,NA,NA
P12,H6,Rep4,Plate1,D10_ZR_R1,1-4-4,D10_ZR_R1_Rep4,P12 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
P13,H7,Rep3,Plate1,D06_OH_R1,1-4-20,D06_OH_R1_Rep3,P13 Well,false,Sample,16S,Unknown,SYBR,11.625897184471764,0.9165050880340881,3.48662550472165,Amp,false,3,6,NA,NA
P14,H7,Rep4,Plate1,D06_OH_R1,1-4-20,D06_OH_R1_Rep4,P14 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
P15,H8,Rep3,Plate1,D04_ZF_R1,1-3-9,D04_ZF_R1_Rep3,P15 Well,false,Sample,16S,Unknown,SYBR,14.18669180668411,0.8810250579671189,3.49985379984395,Inconclusive,false,3,7,NA,NA
P16,H8,Rep4,Plate1,D04_ZF_R1,1-3-9,D04_ZF_R1_Rep4,P16 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
P17,H9,Rep3,Plate1,D04_ZR_R1,1-2-16,D04_ZR_R1_Rep3,P17 Well,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
P18,H9,Rep4,Plate1,D04_ZR_R1,1-2-16,D04_ZR_R1_Rep4,P18 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
P19,H10,Rep3,Plate1,D10_OR_R1,1-3-10,D10_OR_R1_Rep3,P19 Well,false,Sample,16S,Unknown,SYBR,13.476382001375562,0.9342106528256603,3.5064872031808,Amp,false,3,7,NA,NA
P2,H1,Rep4,Plate1,standardB_100,NA,standardB_100_Rep4,P2 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
P20,H10,Rep4,Plate1,D10_OR_R1,1-3-10,D10_OR_R1_Rep4,P20 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
P21,H11,Rep3,Plate1,D04_NF_R1,1-3-5,D04_NF_R1_Rep3,P21 Well,false,Sample,16S,Unknown,SYBR,13.160630974369237,0.9065594304250926,3.46953917239076,Amp,false,3,6,NA,NA
P22,H11,Rep4,Plate1,D04_NF_R1,1-3-5,D04_NF_R1_Rep4,P22 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
P23,H12,Rep3,Plate1,D05_ZH_R1,1-1-20,D05_ZH_R1_Rep3,P23 Well,false,Sample,16S,Unknown,SYBR,15.519430002927674,0.8420945411699973,3.45621125964577,Amp,false,3,7,NA,NA
P24,H12,Rep4,Plate1,D05_ZH_R1,1-1-20,D05_ZH_R1_Rep4,P24 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
P3,H2,Rep3,Plate1,NCO_B2_R1,1-2-13,NCO_B2_R1_Rep3,P3 Well,false,Sample,16S,Unknown,SYBR,24.272424300342756,0.919000147662242,3.44560063252356,Amp,false,3,13,NA,NA
P4,H2,Rep4,Plate1,NCO_B2_R1,1-2-13,NCO_B2_R1_Rep4,P4 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
P5,H3,Rep3,Plate1,standardF_100,NA,standardF_100_Rep3,P5 Well,false,Sample,16S,Unknown,SYBR,7.664833636200594,0.9939794446226694,3.46602024858068,Amp,false,3,3,NA,NA
P6,H3,Rep4,Plate1,standardF_100,NA,standardF_100_Rep4,P6 Well,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,NA,N/A,false,0,0,NA,NA
