Saccharomyces cerevisiae	Cryptococcus neoformans	Acinetobacter baumannii	Pseudomonas aeruginosa	Escherichia coli	Salmonella enterica	Azospirillum sp. 51_20	Sutterella wadsworthensis	Akkermansia muciniphila	Lentisphaeria bacterium	Firmicutes bacterium CAG:94	Firmicutes bacterium CAG:103	Staphylococcus aureus	Bacillus subtilis	Listeria monocytogenes	Streptococcus thermophilus	Lactobacillus fermentum	Enterococcus faecalis	uncultured Clostridium sp.	Clostridium sp. CAG:138	Clostridium sp. CAG:217	Clostridium sp. CAG:354	Clostridium sp. CAG:356	Clostridium sp. 28_12	Clostridiaceae bacterium	uncultured Clostridiales bacterium	Butyrivibrio crossotus	Roseburia intestinalis	Roseburia faecis	Roseburia inulinivorans	Roseburia sp. CAG:50	Coprococcus eutactus	Coprococcus catus	Coprococcus comes	Coprococcus sp. CAG:131	Coprococcus sp.	Coprococcus sp. AF16-22	Coprococcus sp. AF16-5	Coprococcus sp. AF38-1	[Eubacterium] rectale	Lachnospiraceae bacterium	Dorea longicatena	Anaerostipes hadrus	[Ruminococcus] gnavus	[Ruminococcus] torques	Blautia obeum	Blautia wexlerae	uncultured Blautia sp.	Blautia sp. AF19-1	Blautia sp. BIOML-A1	Fusicatenibacter saccharivorans	[Eubacterium] eligens	Eubacterium ramulus	Eubacterium sp. CAG:202	Eubacterium sp. CAG:251	Eubacterium sp. CAG:86	Eubacterium sp.	Oscillibacter sp.	Oscillospiraceae bacterium UBA6359	Oscillospiraceae bacterium UBA6409	Ruminococcus callidus	Ruminococcus lactaris	Ruminococcus bicirculans	uncultured Ruminococcus sp.	Ruminococcus sp. AM28-13	Gemmiger formicilis	Faecalibacterium prausnitzii	Faecalibacterium sp. CAG:82-related_59_9	Faecalibacterium sp.	Faecalibacterium sp. AF27-11BH	Faecalibacterium sp. BIOML-A1	Subdoligranulum sp. 60_17	Ruminococcaceae bacterium	Clostridiales bacterium	Clostridiales bacterium UBA7739	Clostridiales bacterium CCNA10	Coprobacillus sp. AF21-8LB	Erysipelotrichaceae bacterium	Megamonas funiformis	Megamonas rupellensis	Megamonas sp. Calf98-2	Phascolarctobacterium faecium	Megasphaera massiliensis	Dialister invisus CAG:218	Dialister sp. Marseille-P5638	Firmicutes bacterium CAG:65_45_313	Firmicutes bacterium AF22-6AC	Bifidobacterium adolescentis	Bifidobacterium animalis	Bifidobacterium pseudocatenulatum	Bifidobacterium longum	Collinsella aerofaciens	Collinsella stercoris	Bacteroides thetaiotaomicron	Bacteroides uniformis	Bacteroides vulgatus	Bacteroides eggerthii	Bacteroides ovatus	Bacteroides stercoris	Bacteroides caccae	Bacteroides massiliensis	Bacteroides cellulosilyticus	Bacteroides plebeius	Bacteroides coprocola	Bacteroides intestinalis	Bacteroides dorei	Bacteroides xylanisolvens	Bacteroides faecis	Bacteroides mediterraneensis	Bacteroides cellulosilyticus CAG:158	Bacteroides coprocola CAG:162	Bacteroides sp.	Bacteroides sp. UNK.MGS-14	Bacteroides sp. NMBE5	Bacteroides sp. AF39-10AT	Bacteroides sp. AM16-15	Bacteroidaceae bacterium	Alistipes putredinis	Alistipes finegoldii	Alistipes onderdonkii	Alistipes shahii	Alistipes senegalensis	Alistipes finegoldii CAG:68	Alistipes putredinis CAG:67	Alistipes sp.	Alistipes sp. 3BBH6	Prevotella copri	Prevotella sp.	Prevotella sp. AM23-5	Odoribacter splanchnicus	Barnesiella intestinihominis	Parabacteroides distasonis	Parabacteroides merdae	Parabacteroides massiliensis
D03-ZF-R1	-12.451	-12.4018	0.6204	-3.2204	0.627	-4.7994	-8.6524	-0.1546	1.0415	-7.3195	-3.1727	-0.2532	-0.4157	-4.8952	-7.1496	-2.6097	-5.3038	-2.9197	3.2268	0.3956	2.7671	-5.4932	-12.3939	-12.8118	2.7473	1.4238	-3.0721	0.9817	2.6675	2.5114	0.2522	-0.3162	0.761	2.9185	-1.3914	-0.2202	-0.9081	-0.5722	-1.5774	5.1328	3.856	3.9303	1.9164	0.4692	3.6593	2.7472	3.6183	3.6421	2.9724	1.0949	2.9569	0.6705	0.8033	2.9614	-6.6515	-1.9897	1.5395	3.894	-3.8709	-4.1247	1.0215	2.3858	-2.8988	3.1471	-1.9292	1.9679	6.2337	1.23	-0.4089	1.5246	1.6908	-0.1358	5.8001	3.7633	1.3821	-1.2074	-5.2299	2.6853	4.1853	2.9269	5.3341	2.3816	-8.2898	3.0333	-7.5607	1.874	1.0466	4.6316	-1.8236	-1.5512	-1.2707	4.7611	-5.1989	1.3909	4.3892	6.4561	-2.7731	2.5528	-0.9166	3.1262	3.0089	-2.788	-1.3413	-9.032	-1.284	3.377	4.2751	3.0304	0.8272	-9.103	-5.0013	-1.7814	0.7877	1.4274	-1.5615	4.4564	1.0724	3.39	0.3514	3.8679	-0.4134	-3.5679	-0.8278	3.5731	3.1674	1.9892	7.9749	7.0047	1.6667	-1.5369	2.8618	0.9944	4.0295	-2.3165
D04-OF-R3	-4.9908	-7.2083	0.0376	-3.9631	-1.2652	-3.4	-6.2179	-2.1553	-4.5598	3.5249	-5.1309	-0.891	0.6786	-5.0598	-6.0475	-2.7073	-5.306	-0.9933	3.5888	4.7113	0.7186	-6.4972	-4.6574	-5.8214	3.8991	4.6581	4.1226	2.4286	3.2446	4.0934	-3.053	4.5688	4.1891	3.0002	4.0693	4.7723	4.1259	4.0894	4.3731	5.9857	5.1217	3.8587	3.9321	0.3277	3.7303	2.6848	2.9154	4.6525	0.7331	-0.9106	2.0894	3.7998	0.6127	-8.1166	2.5083	1.4883	4.4124	4.7414	1.3663	1.3187	3.8456	-1.1763	-5.4454	3.9664	-6.1568	2.338	6.6002	3.2142	3.7326	2.0189	1.6919	0.1788	5.2725	4.3874	1.2797	0.6575	-2.3434	4.962	-5.9034	-13.5921	-13.3043	-4.1989	-8.3276	-10.3685	-3.4236	0.7023	0.8858	7.0023	0.3475	3.2256	4.2715	2.0716	-5.2659	2.1922	3.2233	2.5548	-1.2654	2.4787	-1.1786	2.9877	-3.3059	-2.4217	-1.673	-11.8833	-0.9166	-0.6844	3.7787	0.8594	-4.7702	-4.456	-6.9593	2.324	-4.4088	-3.2722	-6.2452	-4.4593	-1.0934	-3.2645	0.7997	0.676	0.3756	3.35	0.221	-5.0713	-2.8349	0.1127	6.1196	4.938	4.7112	3.2804	1.3662	0.996	-0.2353	3.6864
D04-OR-R1	-5.4084	-8.4186	-0.2494	-2.7325	-0.9821	-3.3425	-5.7788	-2.2832	-4.5684	3.1708	-4.7876	0.1099	0.1555	-5.7933	-5.9782	-2.6737	-5.2288	-2.5439	3.8754	4.8153	0.7272	-5.1338	-3.9252	-5.5894	3.9281	4.5003	4.083	2.3985	3.5581	4.1397	-3.1012	4.8722	3.9423	2.7868	4.3646	5.072	4.4308	4.3915	4.7011	6.1937	5.1289	3.9803	3.9379	0.2814	3.5607	2.4424	2.7192	4.5352	0.4958	-0.9433	1.5647	3.6738	0.8205	-7.5121	3.659	1.9982	4.4681	5.2369	1.6195	1.5808	3.2767	-0.9724	-5.5011	3.9299	-6.1519	2.2303	6.9144	3.4453	4.0482	2.4143	2.1125	0.1377	5.5807	4.7911	2.4295	0.982	-1.89	4.8671	-5.4879	-12.9993	-9.2442	-3.3878	-8.3174	-10.1306	-3.1337	1.1364	1.356	6.8586	0.1729	2.9392	4.5115	1.9384	-5.3275	1.7117	2.7414	2.1211	-1.6177	2.0075	-1.5714	2.4977	-3.6044	-2.7996	-2.0107	-12.4293	-1.3749	-1.1048	3.8808	0.315	-4.5988	-5.1907	-7.3914	1.9494	-4.9582	-3.4518	-6.6313	-4.6237	-1.3202	-3.6452	0.4329	0.2482	0.0011	2.9388	-0.1386	-5.061	-3.1513	-0.3505	5.8574	4.5254	4.4577	2.8032	1.0176	0.5039	-0.7006	3.2405
D05-OR-R1	-3.6944	-9.8626	-3.0693	0.3327	1.7048	-3.6307	-12.874	5.9034	4.9743	-6.0524	6.0724	-4.7103	0.7442	-4.9541	-5.747	1.9163	-7.1712	-1.7615	3.5329	-5.0326	-1.9486	-1.9153	6.1242	6.1694	2.8048	2.4877	-3.0803	3.4819	3.4552	0.6386	-5.1721	-2.4047	1.7793	0.7433	-8.0491	-6.9557	-3.0174	-4.8899	-7.0271	2.8122	3.4396	3.6541	5.0891	1.251	0.4411	2.2743	4.4636	4.5343	3.0787	-2.0096	4.1913	1.3263	-0.9721	-12.881	5.209	-5.8635	1.5899	3.2046	-3.94	-3.4534	-3.5141	2.2345	1.22	3.7662	1.6615	3.2697	7.5956	-0.3784	1.292	4.778	4.9245	1.2827	5.6192	2.8601	-4.393	0.8614	-2.905	-3.9125	-6.5418	-5.5533	-12.8533	-10.5429	3.9165	3.2733	-6.3274	-2.2614	-2.3772	5.518	-0.9155	4.2671	5.9261	3.0258	-1.9076	6.3714	7.2387	9.0127	-0.9062	7.6963	7.0464	2.2004	-2.968	-0.479	-1.4168	-11.2882	-1.0324	3.5829	3.9991	-0.1616	-4.3603	-7.8543	-7.8281	1.3531	2.2721	6.1247	-0.6752	0.1617	0.3429	-0.4986	1.7792	2.2343	4.474	0.5804	1.5696	-1.983	0.7904	-0.8821	-1.8926	-2.1955	-5.3046	3.1148	3.4985	8.879	7.6287	-0.4179
D02-OR-R3	-5.0523	-12.3669	0.5571	-3.454	-2.7151	-4.6502	-3.4154	-9.8768	-2.3457	-6.9133	-5.4591	1.7804	0.9742	-5.7254	-6.0876	4.2843	-5.0125	-3.368	4.2109	-4.785	-8.9977	-3.91	-4.5001	-4.7689	3.8254	3.1408	-2.0363	4.5323	3.7281	1.2248	-0.4373	-1.046	2.4984	2.1407	-5.4036	-1.205	-5.202	-1.7911	-4.6264	2.4527	6.3777	2.5659	3.8192	3.0497	3.9688	4.1836	4.1092	4.6561	2.2585	5.2616	3.6743	0.6345	0.0635	-11.0649	-7.6015	1.8846	0.5924	4.0072	3.8037	3.8096	5.8273	-0.5058	-3.8492	6.0472	-2.3962	4.4253	6.694	1.5363	0.4826	-0.2336	0.2994	2.5947	4.4733	5.8131	4.1479	-1.7412	1.0948	-3.1393	-9.1291	-9.4555	-9.5557	2.5147	-9.3697	-5.8043	-9.9212	4.5268	4.9373	-2.9754	4.7499	-4.9155	-2.4262	0.8	-5.579	4.3961	4.5013	6.8696	-0.386	6.5091	7.5909	5.3098	0.2679	4.9034	2.4594	4.2298	4.0912	6.1536	3.1433	0.1151	-0.1742	3.7469	6.4353	5.0427	0.3599	-1.2291	1.7844	-0.4057	1.0257	-2.2451	1.5731	1.5036	3.0681	-2.202	2.2931	-2.2836	0.2278	-2.3283	-3.9451	-1.7499	-6.1685	2.9082	-3.5526	5.5663	3.3294	-2.9544
PCO-B3-R1	14.7815	11.8603	9.3744	20.9697	19.9727	21.2085	-2.7049	-1.0913	1.4678	0.2042	-2.8015	-2.7757	18.8293	18.7023	18.1002	0.3763	17.471	19.2505	-0.011	-2.9218	-2.5916	-2.6421	-2.5859	-2.7091	2.9024	4.8484	-2.8556	-2.6932	-2.6595	-1.8294	-2.6679	-1.6303	-1.8836	-2.7541	-2.8563	-2.6683	-2.8243	-2.729	-2.7255	0.2518	3.712	-1.1696	-1.1805	-2.806	-1.7444	-0.737	-2.6907	-1.7724	-2.7198	-2.6481	-2.8533	-1.7937	-2.7882	-2.7047	0.0762	-2.6765	-1.7436	1.2223	-1.7391	-2.7851	-2.6992	-1.2798	-2.4469	3.8929	-2.6402	-1.7887	2.2074	-2.6746	-2.5627	-2.7195	-2.5809	-2.8761	4.6251	3.814	-1.0924	-2.6088	-2.9174	2.1252	0.3206	-2.6851	-2.7858	-2.8511	-1.1704	-2.6952	-2.6068	-2.7982	-2.8698	0.2005	0.1195	0.0322	3.1445	-0.7692	-2.6717	-2.598	-2.7461	3.4575	-0.7134	-0.4115	-1.8009	-0.8124	-2.5635	-0.7429	-2.4597	-2.8987	-0.8036	-2.7137	-2.7546	-2.862	-1.7675	-2.5557	-2.6236	-2.68	-2.6289	-2.6962	-1.8081	-2.887	-1.9571	-1.7311	-2.4475	-2.5876	-2.5441	-2.5082	-2.731	-2.7517	0.3326	-2.5714	-1.827	-0.4345	-2.6381	-2.6932	-2.9456	-1.2523	0.0175	-2.7678
D06-ZH-R2	-9.0796	-11.4639	-2.5383	-0.0891	-0.5647	-3.6036	-7.8855	-2.4923	-3.1986	-7.09	1.3585	5.8332	1.2625	-3.2517	-5.8575	2.2663	-5.8177	-2.2552	4.5101	-5.8649	-6.7896	-10.6421	-11.6526	-10.6474	3.229	2.4588	-1.752	1.5314	1.6439	3.6024	-4.7985	-1.8061	2.9554	0.1545	-9.5207	-2.4801	-4.9407	-4.6279	-4.5354	6.3926	5.8629	4.6872	3.9924	2.9893	4.9435	4.7805	3.6608	3.4806	4.424	0.3151	4.6105	4.361	-0.9024	-11.5374	-7.0569	5.1772	2.403	5.5362	-3.21	-4.103	3.9348	3.8646	4.7508	5.4519	4.7457	3.7766	8.4261	-0.6032	2.8248	4.4695	4.1822	1.9718	4.3362	7.0835	3.5003	0.3949	-3.8438	-3.4268	-9.5189	-9.9929	-11.5751	-3.2699	-7.2643	5.5269	-4.6984	0.7835	-0.0572	7.024	3.7231	4.245	6.9076	5.2883	-4.2519	4.946	8.2117	9.3226	8.6076	8.032	1.0839	5.6425	-3.1616	2.8065	1.2382	-7.4351	0.6814	5.8276	1.633	2.4075	-6.0001	-4.4049	-8.3694	1.093	1.5175	1.6338	0.0629	-1.116	-2.3244	7.6354	0.3788	5.5314	1.5776	-0.6517	-1.9146	4.5047	4.0884	6.7875	-3.5943	-3.4417	-10.5428	-1.5517	-9.9143	4.599	2.2007	-2.7057
D04-ZR-R2	-4.0866	-8.2801	0.5879	-3.4875	-1.4867	-3.5889	-5.7501	-1.5483	-4.3914	3.6865	-4.7392	0.0083	-1.1874	-5.484	-6.012	-3.2333	-5.3793	-2.7243	4.0339	4.8619	0.9198	-6.4236	-4.3741	-5.8303	4.0046	4.6145	4.6921	2.2213	3.3685	3.6685	-3.3079	5.0442	3.5085	2.3113	4.5137	5.2315	4.6176	4.5604	4.8542	5.521	4.6355	3.1867	2.5908	-0.2097	3.4398	2.082	1.8623	3.6064	0.4961	-1.1674	1.3045	3.8645	0.633	-7.6622	3.5122	2.03	4.4142	5.8107	2.5646	2.5245	3.2951	-1.1078	-5.1696	3.9043	-5.8389	2.3457	6.7988	3.3583	3.7784	2.3251	2.0469	0.3347	5.6447	4.8689	2.3131	1.3486	-2.7401	4.7131	-5.4748	-12.3892	-13.3166	-2.3916	-8.1411	-11.0195	-2.9304	1.0594	1.2205	6.2659	-0.6176	2.2355	3.9012	2.0868	-5.3295	2.1831	2.9572	2.0637	-1.3516	2.5098	-1.2304	2.3864	-3.7127	-2.6018	-1.1972	-12.4054	-1.0183	-0.9884	4.2223	1.0673	-5.1166	-5.0646	-6.419	2.1833	-4.5666	-3.5539	-6.4427	-4.8097	-1.3949	-3.4615	1.0355	0.6654	0.2218	3.068	0.438	-4.7547	-2.7021	-0.2009	6.9023	5.1546	5.267	3.051	1.0408	0.918	-0.3399	3.5854
D03-OF-R3	-10.9585	-11.3932	0.9779	-4.6823	0.3224	-4.5269	-9.4357	0.0492	-0.4638	-7.3405	-3.8881	-0.837	-0.3536	-5.3924	-6.7164	-1.1318	-5.7142	-2.6284	3.0889	0.0955	2.6318	-4.9827	-12.4315	-13.15	2.5862	1.053	-3.4994	1.0151	3.2028	3.0036	0.8591	-0.1262	0.9363	2.7529	-1.0447	0.0153	-0.6189	-0.3144	-1.2691	5.5123	3.8671	4.2071	2.4845	0.5628	3.5394	2.841	3.6682	3.7289	3.1019	0.6111	3.0819	0.7071	1.2196	2.8284	-6.6347	-2.0509	1.9283	2.5718	-4.5534	-5.1196	0.8761	2.4407	-2.5781	3.2581	-1.5258	2.0541	6.105	1.553	-0.1994	2.4238	2.6535	-0.0885	5.6568	2.7315	0.7442	-1.9925	-5.1424	2.9439	4.6399	3.3734	5.7934	1.3744	-9.2739	1.501	-9.2749	0.9371	0.1792	4.4257	-1.7996	-1.8058	-1.5727	4.7688	-5.1422	1.4334	4.4828	6.6248	-2.7775	2.5982	-0.6541	3.187	3.0671	-2.7634	-0.9379	-7.9934	-1.2858	3.551	4.3957	3.0735	2.0421	-8.5422	-4.8683	-1.5967	0.7368	1.556	-1.4267	4.5249	1.5871	2.9581	0.387	4.0229	-0.751	-3.4825	-0.8014	3.0996	2.8939	2.1729	8.4425	7.1816	2.0955	-1.5766	2.7598	1.0751	4.0073	-2.3297
D01-ZH-R2	-3.9961	-13.0067	-1.8643	-4.0542	-0.1303	-4.2623	-9.2659	-6.6622	3.9652	-6.1965	-0.3542	1.7471	0.0354	-5.8518	-5.73	-2.1257	-6.4839	-0.7301	5.9079	-4.2224	2.5213	-8.1025	-6.0118	-7.2392	5.4507	3.3016	-1.831	5.3778	4.8389	4.4774	1.4396	-0.6012	2.1786	2.7191	-6.4698	-1.5881	-0.0796	-1.931	-2.8305	5.299	5.6866	3.9497	3.3101	1.2957	4.7452	4.2963	5.0935	5.0235	2.923	-1.5834	4.743	4.7367	1.511	-6.7701	-4.4687	1.7665	4.1669	1.9637	-3.9369	-4.7533	-4.1943	3.0979	6.3084	5.7303	3.6394	4.4604	8.4176	-0.8768	2.0523	3.4708	3.2163	2.1951	7.2847	5.7169	4.2087	0.8531	-4.7735	-2.9318	-7.2656	-7.5439	-9.8529	-7.1733	-8.2607	4.1281	-7.0234	1.1549	0.4947	-3.3484	-0.8328	-5.5858	4.078	-3.0075	-4.7109	4.8737	4.0246	1.8061	-0.8985	6.0633	-1.3709	6.5529	-3.0302	6.3732	0.45	-5.292	4.8279	3.6472	7.8776	0.0553	-3.3294	2.5112	-6.2116	-1.347	-2.6932	-4.5715	-4.8282	-5.5756	1.8977	6.7612	0.6337	7.1271	1.1871	-0.4755	-1.4199	2.3874	4.4913	5.349	-3.6307	-4.1305	-6.5754	4.5026	1.5157	6.8325	3.1394	-3.9706
D10-ZR-R3	-5.0185	-9.832	0.0654	-4.3243	-0.0606	-2.765	-10.6972	-8.4349	-0.3776	-8.1014	-1.9486	-5.8977	1.782	-4.9526	-4.8526	2.9493	-2.5481	-2.1024	4.021	-6.9265	-9.3167	-11.0221	-12.0684	-7.3685	5.5936	0.9084	-2.2083	6.4483	-0.5887	-0.0703	4.7492	-2.0101	5.5708	5.842	-5.3508	-3.0316	-3.0466	-2.2185	-4.6221	2.2739	5.0753	1.6205	4.9785	5.5192	5.8155	4.5963	6.4136	6.4594	-1.2635	0.1836	1.3382	-0.058	4.5617	-10.2006	-5.986	-3.9343	-1.1979	1.4112	-3.5919	-4.9393	-4.6753	0.0662	-7.2273	4.8721	-6.2292	1.5311	2.1273	-3.7651	-5.0408	-5.0244	-4.5877	-1.108	6.2992	5.2156	-5.5374	5.5768	-7.211	-2.7145	5.4072	4.2134	6.5231	5.9254	-8.3637	-9.1514	-8.4206	-3.6404	-5.9934	-4.1804	-7.5619	-5.284	3.2596	6.4902	4.447	2.7469	8.1356	9.7006	-0.1249	7.6557	1.3748	7.1469	6.7395	7.4102	4.6719	3.1927	6.4313	7.5176	4.2296	6.085	-0.5245	5.8266	5.6924	4.8474	-2.0236	3.0783	2.9817	5.3048	1.3753	4.6729	1.3056	4.0044	2.2098	-1.7908	1.5417	1.0781	1.05	-3.046	-4.103	-1.1433	-8.0148	4.1082	5.3648	6.4135	4.4442	0.9527
D05-OR-R3	-4.68	-8.6888	-3.4341	0.2738	1.5985	-4.139	-9.9608	5.1018	4.4273	-5.7485	6.5664	-5.0807	0.2688	-6.6494	-5.9831	2.6109	-6.7381	-0.8956	3.5649	-4.9557	-2.1883	-2.2531	5.8243	5.8703	2.9197	2.7785	-2.7787	3.7067	3.8634	1.2161	-4.4736	-1.8778	2.5597	1.7824	-7.5837	-5.5823	-2.3507	-4.0364	-7.3708	3.2206	4.3607	4.1807	5.9218	2.0436	1.0526	3.4071	5.6563	5.5707	4.2173	-0.9807	5.3221	1.6616	-0.4009	-13.2463	4.9325	-5.637	1.5788	2.9201	-3.9984	-3.3418	-3.2559	2.7543	1.5009	4.3991	1.9973	3.8574	7.0319	-0.7782	0.7344	4.2761	4.4254	1.853	5.5794	2.8338	-4.2766	0.9063	-2.3596	-3.4865	-6.0354	-5.5686	-13.1543	-11.6422	4.4192	3.3648	-6.5957	-2.5877	-2.4319	6.1124	0.404	5.1922	6.5915	3.6608	-1.012	5.6879	6.5962	8.4019	-1.5281	7.0552	6.3405	1.5057	-3.6157	-1.0915	-1.9694	-10.017	-1.6618	2.8822	3.3589	-0.9247	-4.955	-8.1495	-7.3343	0.7504	1.4272	5.656	-1.3597	-0.2893	-0.3586	-1.218	1.1079	1.3836	3.7181	-0.0939	0.8788	-2.8539	0.1031	-1.5775	-2.5648	-2.9499	-5.9537	2.3854	2.7547	8.1273	6.8169	-1.107
D05-ZH-R1	-5.8925	-7.8059	-3.6816	1.3039	2.2194	-3.7568	-9.8378	5.5134	4.9632	-5.124	6.7831	-4.0854	0.7168	-6.8586	-6.114	1.7659	-6.7951	-0.9674	3.5254	-3.4394	-3.7874	-2.3038	5.6627	5.709	3.0528	3.0332	-2.8086	2.6859	3.1559	1.2476	-4.3684	-1.8144	2.0276	1.4398	-8.019	-5.7196	-2.0858	-4.3013	-7.4086	2.934	3.9262	3.5096	4.9758	1.6477	0.6649	2.6662	4.4313	5.0676	4.1694	-1.4505	5.1885	1.5852	-1.1069	-11.9338	3.1835	-5.9286	1.555	3.7918	-3.5136	-3.0166	-3.5097	2.8403	0.9154	4.1559	1.3281	3.5812	6.4632	-1.2251	0.1901	3.4902	3.6346	1.5877	5.1418	3.1754	-3.6905	1.4351	-3.5252	-3.5068	-4.5633	-5.8981	-13.8119	-11.4292	5.1264	5.0889	-4.9036	-2.0249	-2.1245	5.7644	-0.4914	4.6092	6.3226	3.3024	-1.3148	5.6693	6.8093	8.5486	-1.5146	7.2698	6.5735	1.5946	-3.4133	-0.9089	-1.8799	-11.1572	-1.4403	3.1271	3.5661	-0.6035	-4.7329	-7.6455	-7.3616	0.9466	1.6541	5.7651	-1.1004	-0.3024	-0.0442	-0.9036	1.5201	1.8357	4.1274	0.2867	1.3046	-2.2694	0.5412	-1.2117	-2.4009	-2.8074	-5.81	2.662	3.1372	8.2892	6.9774	-1.0088
D03-OR-R1	-5.9281	-12.6909	1.2407	-4.8073	0.3938	-4.2892	-8.7991	0.4698	0.3078	-7.472	-3.8942	0.831	0.0121	-5.3997	-7.1462	-1.4198	-5.8165	-3.2695	2.9506	0.7025	2.1952	-4.0628	-12.4642	-11.536	2.6423	1.3172	-2.9021	0.9442	2.696	2.6946	-0.166	-0.3601	0.2712	1.7272	-1.2849	-0.125	-0.8493	-0.5452	-1.494	5.3617	3.7017	2.9888	1.4324	0.0024	2.9086	2.1956	2.8354	3.0032	2.068	-0.4393	2.1056	0.4583	0.4742	3.0141	-6.8782	-1.1247	1.8735	3.4693	-4.2237	-4.6502	0.0277	1.9744	-2.5078	2.8864	-1.4048	1.5294	5.2637	0.3043	-1.1084	1.2193	1.4027	-0.6242	5.7169	3.4865	2.299	-1.3065	-5.5822	2.624	3.4049	2.1334	4.5456	1.4428	-8.8976	0.6656	-9.3481	2.1801	1.2905	4.1092	-1.3584	-2.1395	-1.8041	4.3347	-5.6332	1.5848	4.5174	6.6265	-2.4313	2.7428	-0.5276	3.4059	3.2015	-2.5205	-0.2812	-7.3084	-1.0874	3.6121	4.5891	3.1236	2.9444	-8.9646	-4.6611	-1.4259	1.0139	1.4724	-1.3048	4.6485	2.1833	3.3379	0.9606	4.4931	-0.2089	-3.1138	-0.2304	3.4279	3.2915	2.629	8.7386	7.5166	2.4061	-1.2422	2.7616	1.5311	4.2654	-2.0942
D04-OH-R2	-4.3608	-9.7454	0.0031	-3.0138	-1.1023	-2.7163	-5.6563	-2.1211	-4.2202	3.4229	-4.5026	0.7986	-0.3487	-4.6947	-4.9726	-3.1988	-5.3056	-2.8476	3.8043	5.578	3.1622	-5.0496	-3.1893	-4.9877	4.1293	4.95	4.3509	2.482	3.1768	3.6457	-3.0599	3.7825	3.4118	1.9776	3.2174	3.9173	3.3128	3.2714	3.5908	4.8043	4.5761	2.7729	2.5853	-0.4003	2.5152	1.388	1.2246	3.2979	0.2585	-1.7674	0.8494	3.1117	-0.1513	-7.6059	5.0102	2.2928	4.1632	6.0393	2.6727	2.632	1.7768	-1.6113	-4.5066	3.7039	-5.7352	1.6714	7.4801	3.6419	4.5487	2.9061	2.5678	-0.2988	6.4687	5.1264	3.0923	1.5254	-2.7279	3.6292	-5.1649	-11.5944	-12.5343	-3.1854	-8.7073	-9.9212	-2.7951	1.3117	1.5283	5.8051	-0.6546	1.798	4.2024	0.9476	-6.2089	2.1133	3.1612	2.6111	-1.1879	2.4547	-1.1927	2.9745	-3.0352	-2.4849	-1.6259	-12.3953	-0.9369	-0.7879	4.3123	0.7805	-4.8602	-4.747	-7.0476	2.3446	-4.8351	-3.2101	-6.3924	-4.3236	-0.8811	-3.3467	0.8458	0.7535	0.4365	3.3965	0.1969	-4.8089	-2.6521	0.1753	6.2511	4.9483	4.7922	3.1719	1.4949	0.9374	-0.3143	3.6655
D09-OF-R1	-5.9747	-11.6989	3.9687	5.4151	4.3572	-5.408	-10.5824	5.5652	-3.2361	-3.0154	-4.4382	1.039	0.3705	-7.7459	-6.8027	-3.9869	-7.0901	-2.513	3.0848	-5.9752	-5.817	4.052	-13.0132	-10.5386	3.4505	-0.0763	-3.2075	-0.2478	3.2635	-1.1754	0.6823	-2.5632	1.5083	3.1722	-8.3738	-4.3222	-4.4105	-4.5902	-4.3518	5.5024	3.3403	3.5892	4.6046	0.2849	4.0897	3.4196	3.3284	4.1107	0.5368	0.5229	1.3272	0.7048	1.2314	-10.6757	1.6666	3.3353	2.1231	1.9766	-5.9667	-6.1787	-4.9411	2.1889	0.0874	3.5052	0.4263	3.7004	6.767	3.3147	2.5689	1.6671	2.2851	2.003	4.5659	3.9706	-1.3512	-0.1855	3.5286	-4.4868	-3.6171	-8.7291	-14.689	1.1829	-9.3014	-13.6713	4.3773	-4.3878	-4.4376	5.567	1.0003	-1.3756	3.5382	2.6821	-6.0683	3.9314	7.193	5.2651	-0.0685	6.4326	0.265	1.5868	-0.4943	4.4996	4.5582	-2.3656	3.4197	6.6051	3.4226	5.8565	5.4599	1.9072	-2.0595	2.8132	5.3164	-2.0262	1.326	-0.3581	6.0976	4.3665	3.8965	3.8756	0.8152	3.3629	3.8289	1.5492	1.9848	2.0532	-2.1597	-2.2231	-4.9339	4.2509	0.7104	5.7861	3.0441	-2.1241
