Well,Well96,PCR_Replicate,Plate,SampleName,Donor,Condition,Replicate,SampleCode,SampleNameFull,Omit,Sample,Target,Task,Dyes,Cq,Cq.Conf,Amp.Score,Amp.Status,Annotated,Baseline.Start,Baseline.End,Curve.Quality,Result.Quality.Issues,logCopyNumber,CopyNumber,PlotOrder
A1,A1,Rep1,Plate3,D07_OF_R3,D07,OF,R3,3-1-14,D07_OF_R3_Rep1,false,Sample,16S,Unknown,SYBR,13.3245228860101,0.920272592239945,3.48772700260777,Amp,false,3,7,NA,NA,7.08481696932584,2026122591.17869,2
A10,A5,Rep2,Plate3,D04_ZF_R3,D04,ZF,R3,3-1-10,D04_ZF_R3_Rep2,false,Sample,16S,Unknown,SYBR,15.1854525100406,0.857660580575703,NA,Amp,false,3,8,NA,NA,6.4902707635653,515370449.487302,5
A11,A6,Rep1,Plate3,NCO_B4_R3,NCO,B4,R3,3-4-9,NCO_B4_R3_Rep1,false,Sample,16S,Unknown,SYBR,22.5857308778872,0.8907839601484,3.46645656933516,Amp,false,3,12,NA,NA,4.12596457575487,2227477.4974223,7
A12,A6,Rep2,Plate3,NCO_B4_R3,NCO,B4,R3,3-4-9,NCO_B4_R3_Rep2,false,Sample,16S,Unknown,SYBR,24.2595285679464,0.911363835364256,3.47524790230225,Amp,false,3,13,NA,NA,3.59120493036855,650210.053116069,7
A13,A7,Rep1,Plate3,D03_OF_R3,D03,OF,R3,3-1-4,D03_OF_R3_Rep1,false,Sample,16S,Unknown,SYBR,23.6914105614784,0.933349733391932,3.46649195657823,Amp,false,3,13,NA,NA,3.77271228067782,987554.404494071,2
A14,A7,Rep2,Plate3,D03_OF_R3,D03,OF,R3,3-1-4,D03_OF_R3_Rep2,false,Sample,16S,Unknown,SYBR,24.1985535541623,0.923020441800018,3.45661235956968,Amp,false,3,13,NA,NA,3.61068576544336,680040.088267906,2
A15,A8,Rep1,Plate3,D02_OR_R3,D02,OR,R3,3-4-4,D02_OR_R3_Rep1,false,Sample,16S,Unknown,SYBR,11.476970707409,0.924992173926223,3.50433966906657,Amp,false,3,6,NA,NA,7.67508923085974,7887474723.10427,3
A16,A8,Rep2,Plate3,D02_OR_R3,D02,OR,R3,3-4-4,D02_OR_R3_Rep2,false,Sample,16S,Unknown,SYBR,11.6508428192013,0.925418947233212,3.47813764273936,Amp,false,3,6,NA,NA,7.61953903539895,6940452479.74255,3
A17,A9,Rep1,Plate3,PCO_B4_R3,PCO,B4,R3,3-4-10,PCO_B4_R3_Rep1,false,Sample,16S,Unknown,SYBR,13.7088083584534,0.952543967888972,3.47714413842029,Amp,false,3,8,NA,NA,6.96204205800212,1527182038.60187,7
A18,A9,Rep2,Plate3,PCO_B4_R3,PCO,B4,R3,3-4-10,PCO_B4_R3_Rep2,false,Sample,16S,Unknown,SYBR,13.464258775717,0.955163196611975,3.48851529075761,Amp,false,3,8,NA,NA,7.0401729151064,1828191412.95475,7
