Well,Well96,PCR_Replicate,Plate,SampleName,SampleCode,SampleNameFull,Omit,Sample,Target,Task,Dyes,Cq,Cq.Conf,Amp.Score,Amp.Status,Annotated,Baseline.Start,Baseline.End,Curve.Quality,Result.Quality.Issues
F2,C1,Rep4,Plate3,D03_ZH_R3,3-3-14,D03_ZH_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.21463433830355,No Amp,false,3,39,NA,NA
F20,C10,Rep4,Plate3,D08_NF_R3,3-3-3,D08_NF_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,NA,No Amp,false,3,39,NA,NA
F21,C11,Rep3,Plate3,NCO_B1_R3,3-1-12,NCO_B1_R3_Rep3,false,Sample,16S,Unknown,SYBR,24.964535568580267,0.945285034936261,3.47742532532894,Amp,false,3,14,NA,NA
F22,C11,Rep4,Plate3,NCO_B1_R3,3-1-12,NCO_B1_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.28736080445131,No Amp,false,3,28,NA,NA
F23,C12,Rep3,Plate3,D04_NF_R3,3-3-7,D04_NF_R3_Rep3,false,Sample,16S,Unknown,SYBR,7.67441929449323,0.920333001970181,3.47762848479406,Amp,false,3,4,NA,NA
F24,C12,Rep4,Plate3,D04_NF_R3,3-3-7,D04_NF_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,NA,No Amp,false,3,39,NA,NA
F3,C2,Rep3,Plate3,D06_OH_R3,3-3-17,D06_OH_R3_Rep3,false,Sample,16S,Unknown,SYBR,12.575087935066552,0.937480697982583,3.48143990849783,Amp,false,3,7,NA,NA
F4,C2,Rep4,Plate3,D06_OH_R3,3-3-17,D06_OH_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.22795702031642,No Amp,false,3,39,NA,NA
F5,C3,Rep3,Plate3,D02_ZR_R3,3-2-6,D02_ZR_R3_Rep3,false,Sample,16S,Unknown,SYBR,16.449836535815997,0.90802101840687,3.45849178501687,Amp,false,3,9,NA,NA
F6,C3,Rep4,Plate3,D02_ZR_R3,3-2-6,D02_ZR_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.31280668416789,No Amp,false,3,39,NA,NA
F7,C4,Rep3,Plate3,D05_ZF_R3,3-2-10,D05_ZF_R3_Rep3,false,Sample,16S,Unknown,SYBR,17.805933677955757,0.86761744705088,NA,Amp,false,3,11,NA,NA
F8,C4,Rep4,Plate3,D05_ZF_R3,3-2-10,D05_ZF_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.27763642384354,No Amp,false,3,39,NA,NA
F9,C5,Rep3,Plate3,standardF_10,000,NA,standardF_10,000_Rep3,false,Sample,16S,Unknown,SYBR,11.473470652872269,0.994585848513991,3.48920342639262,Amp,false,3,6,NA,NA
G1,D1,Rep1,Plate3,D09_ZH_R3,3-1-19,D09_ZH_R3_Rep1,false,Sample,16S,Unknown,SYBR,17.604623333134597,0.864722539143698,NA,Amp,false,3,10,NA,NA
G10,D5,Rep2,Plate3,D05_ZH_R3,3-1-17,D05_ZH_R3_Rep2,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
G11,D6,Rep1,Plate3,standardB_1,000,000,NA,standardB_1,000,000_Rep1,false,Sample,16S,Unknown,SYBR,19.529490252690294,0.984468218772546,3.46208094071482,Amp,false,3,11,NA,NA
G12,D6,Rep2,Plate3,standardB_1,000,000,NA,standardB_1,000,000_Rep2,false,Sample,16S,Unknown,SYBR,19.568119255435747,0.978657054194482,3.45660506718479,Amp,false,3,11,NA,NA
G13,D7,Rep1,Plate3,D10_ZF_R3,3-3-1,D10_ZF_R3_Rep1,false,Sample,16S,Unknown,SYBR,14.290403695699204,0.924356697487368,3.47800141206671,Amp,false,3,8,NA,NA
G14,D7,Rep2,Plate3,D10_ZF_R3,3-3-1,D10_ZF_R3_Rep2,false,Sample,16S,Unknown,SYBR,13.735135700932936,0.935982904715869,3.47099042646379,Amp,false,3,8,NA,NA
G15,D8,Rep1,Plate3,D10_OR_R3,3-4-1,D10_OR_R3_Rep1,false,Sample,16S,Unknown,SYBR,11.189422641040704,0.954327951037673,3.44737282882603,Amp,false,3,6,NA,NA
G16,D8,Rep2,Plate3,D10_OR_R3,3-4-1,D10_OR_R3_Rep2,false,Sample,16S,Unknown,SYBR,10.998103640315769,0.961648787074684,3.46747993558554,Amp,false,3,6,NA,NA
G17,D9,Rep1,Plate3,standardF_100,000,NA,standardF_100,000_Rep1,false,Sample,16S,Unknown,SYBR,14.868476494866862,0.990001488808307,3.44742634978298,Amp,false,3,8,NA,NA
G18,D9,Rep2,Plate3,standardF_100,000,NA,standardF_100,000_Rep2,false,Sample,16S,Unknown,SYBR,14.175460516434637,0.978312345817678,3.4865840812866,Amp,false,3,8,NA,NA
G19,D10,Rep1,Plate3,D04_OF_R3,3-2-7,D04_OF_R3_Rep1,false,Sample,16S,Unknown,SYBR,13.382569268004229,0.861755497778585,3.45816083299774,Amp,false,3,7,NA,NA
G2,D1,Rep2,Plate3,D09_ZH_R3,3-1-19,D09_ZH_R3_Rep2,false,Sample,16S,Unknown,SYBR,17.750048717310627,0.871606907889754,NA,Amp,false,3,10,NA,NA
G20,D10,Rep2,Plate3,D04_OF_R3,3-2-7,D04_OF_R3_Rep2,false,Sample,16S,Unknown,SYBR,13.437858137337912,0.866120296845102,3.4828631508167,Amp,false,3,7,NA,NA
G21,D11,Rep1,Plate3,D07_ZH_R3,3-3-5,D07_ZH_R3_Rep1,false,Sample,16S,Unknown,SYBR,14.953804014921268,0.860750298449542,3.48995539780023,Amp,false,3,8,NA,NA
G22,D11,Rep2,Plate3,D07_ZH_R3,3-3-5,D07_ZH_R3_Rep2,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
G23,D12,Rep1,Plate3,D08_OR_R3,3-2-14,D08_OR_R3_Rep1,false,Sample,16S,Unknown,SYBR,9.779106902086195,0.936239765538794,3.48539385620316,Amp,false,3,5,NA,NA
G24,D12,Rep2,Plate3,D08_OR_R3,3-2-14,D08_OR_R3_Rep2,false,Sample,16S,Unknown,SYBR,9.9292150799659,0.940947212535407,3.48467172311565,Amp,false,3,5,NA,NA
G3,D2,Rep1,Plate3,D01_ZH_R3,3-1-1,D01_ZH_R3_Rep1,false,Sample,16S,Unknown,SYBR,16.973722769446915,0.89734617193502,3.48922163732338,Amp,false,3,9,NA,NA
G4,D2,Rep2,Plate3,D01_ZH_R3,3-1-1,D01_ZH_R3_Rep2,false,Sample,16S,Unknown,SYBR,17.153328133376185,0.91163447960233,3.47580990779933,Amp,false,3,9,NA,NA
G5,D3,Rep1,Plate3,standardF_1,000,000,NA,standardF_1,000,000_Rep1,false,Sample,16S,Unknown,SYBR,19.420398502018124,0.952322242613532,3.46458614569537,Amp,false,3,11,NA,NA
G6,D3,Rep2,Plate3,standardF_1,000,000,NA,standardF_1,000,000_Rep2,false,Sample,16S,Unknown,SYBR,19.563011262872976,0.956608429586046,3.45405733258836,Amp,false,3,11,NA,NA
G7,D4,Rep1,Plate3,D05_OH_R3,3-2-16,D05_OH_R3_Rep1,false,Sample,16S,Unknown,SYBR,12.715502796488899,0.925532155200086,3.47421499254687,Amp,false,3,7,NA,NA
G8,D4,Rep2,Plate3,D05_OH_R3,3-2-16,D05_OH_R3_Rep2,false,Sample,16S,Unknown,SYBR,Undetermined,0,3.48999363641511,Inconclusive,false,3,39,NA,NA
G9,D5,Rep1,Plate3,D05_ZH_R3,3-1-17,D05_ZH_R3_Rep1,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
H1,D1,Rep3,Plate3,D09_ZH_R3,3-1-19,D09_ZH_R3_Rep3,false,Sample,16S,Unknown,SYBR,17.703725196969295,0.848964026054219,NA,Amp,false,3,10,NA,NA
H10,D5,Rep4,Plate3,D05_ZH_R3,3-1-17,D05_ZH_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.29413865530297,No Amp,false,3,39,NA,NA
H11,D6,Rep3,Plate3,standardB_1,000,000,NA,standardB_1,000,000_Rep3,false,Sample,16S,Unknown,SYBR,19.55129727562383,0.972194481822697,3.46289961947385,Amp,false,3,12,NA,NA
H12,D6,Rep4,Plate3,standardB_1,000,000,NA,standardB_1,000,000_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,NA,No Amp,false,3,39,NA,NA
H13,D7,Rep3,Plate3,D10_ZF_R3,3-3-1,D10_ZF_R3_Rep3,false,Sample,16S,Unknown,SYBR,14.375667609810218,0.946083046149299,3.49362029314743,Amp,false,3,8,NA,NA
H14,D7,Rep4,Plate3,D10_ZF_R3,3-3-1,D10_ZF_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.41618299357297,No Amp,false,3,10,NA,NA
H15,D8,Rep3,Plate3,D10_OR_R3,3-4-1,D10_OR_R3_Rep3,false,Sample,16S,Unknown,SYBR,11.274950971534285,0.959285484588813,3.49013708205771,Amp,false,3,6,NA,NA
H16,D8,Rep4,Plate3,D10_OR_R3,3-4-1,D10_OR_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.38148034423837,No Amp,false,3,13,NA,NA
H17,D9,Rep3,Plate3,standardF_100,000,NA,standardF_100,000_Rep3,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,No Amp,false,3,39,NA,NA
H18,D9,Rep4,Plate3,standardF_100,000,NA,standardF_100,000_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.38581452183336,No Amp,false,3,14,NA,NA
H19,D10,Rep3,Plate3,D04_OF_R3,3-2-7,D04_OF_R3_Rep3,false,Sample,16S,Unknown,SYBR,13.883020026314622,0.848853708976143,3.46860661369858,Amp,false,3,7,NA,NA
H2,D1,Rep4,Plate3,D09_ZH_R3,3-1-19,D09_ZH_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,NA,No Amp,false,3,39,NA,NA
H20,D10,Rep4,Plate3,D04_OF_R3,3-2-7,D04_OF_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.39242739409561,No Amp,false,3,11,NA,NA
H21,D11,Rep3,Plate3,D07_ZH_R3,3-3-5,D07_ZH_R3_Rep3,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
H22,D11,Rep4,Plate3,D07_ZH_R3,3-3-5,D07_ZH_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.25053862164054,No Amp,false,3,11,NA,NA
H23,D12,Rep3,Plate3,D08_OR_R3,3-2-14,D08_OR_R3_Rep3,false,Sample,16S,Unknown,SYBR,9.935661484010343,0.945783926224793,3.49228938653296,Amp,false,3,6,NA,NA
H24,D12,Rep4,Plate3,D08_OR_R3,3-2-14,D08_OR_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.26041262480003,No Amp,false,3,10,NA,NA
H3,D2,Rep3,Plate3,D01_ZH_R3,3-1-1,D01_ZH_R3_Rep3,false,Sample,16S,Unknown,SYBR,17.326027837394335,0.904848186978366,3.4651759047376,Amp,false,3,9,NA,NA
H4,D2,Rep4,Plate3,D01_ZH_R3,3-1-1,D01_ZH_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.19101471575212,No Amp,false,3,39,NA,NA
H5,D3,Rep3,Plate3,standardF_1,000,000,NA,standardF_1,000,000_Rep3,false,Sample,16S,Unknown,SYBR,19.34796715229544,0.965308484696286,3.4703207255631,Amp,false,3,10,NA,NA
H6,D3,Rep4,Plate3,standardF_1,000,000,NA,standardF_1,000,000_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.25724316143659,No Amp,false,3,39,NA,NA
H7,D4,Rep3,Plate3,D05_OH_R3,3-2-16,D05_OH_R3_Rep3,false,Sample,16S,Unknown,SYBR,12.519626541125376,0.92971872706819,3.48420963535549,Amp,false,3,7,NA,NA
H8,D4,Rep4,Plate3,D05_OH_R3,3-2-16,D05_OH_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.32876425629651,No Amp,false,3,13,NA,NA
H9,D5,Rep3,Plate3,D05_ZH_R3,3-1-17,D05_ZH_R3_Rep3,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
I1,E1,Rep1,Plate3,D08_OH_R3,3-1-2,D08_OH_R3_Rep1,false,Sample,16S,Unknown,SYBR,13.425803705334197,0.932743066505818,3.50361499248248,Amp,false,3,8,NA,NA
I10,E5,Rep2,Plate3,D02_NF_R3,3-1-18,D02_NF_R3_Rep2,false,Sample,16S,Unknown,SYBR,10.552681813825995,0.917098678726995,3.47741894040212,Amp,false,3,6,NA,NA
I11,E6,Rep1,Plate3,NCO_B3_R3,3-3-11,NCO_B3_R3_Rep1,false,Sample,16S,Unknown,SYBR,23.464817714173286,0.882510053085522,3.42708719860779,Amp,false,3,13,NA,NA
I12,E6,Rep2,Plate3,NCO_B3_R3,3-3-11,NCO_B3_R3_Rep2,false,Sample,16S,Unknown,SYBR,23.66073717577659,0.865708639331998,3.43457936725954,Amp,false,3,13,NA,NA
I13,E7,Rep1,Plate3,D10_OH_R3,3-3-8,D10_OH_R3_Rep1,false,Sample,16S,Unknown,SYBR,11.800028108876948,0.963551207577721,3.51146823117911,Amp,false,3,6,NA,NA
I14,E7,Rep2,Plate3,D10_OH_R3,3-3-8,D10_OH_R3_Rep2,false,Sample,16S,Unknown,SYBR,11.947020724752406,0.950580320947455,3.48527708142265,Amp,false,3,6,NA,NA
I15,E8,Rep1,Plate3,PCO_B3_R3,3-3-13,PCO_B3_R3_Rep1,false,Sample,16S,Unknown,SYBR,16.004419544582255,0.959365921844096,3.44688825780866,Amp,false,3,9,NA,NA
I16,E8,Rep2,Plate3,PCO_B3_R3,3-3-13,PCO_B3_R3_Rep2,false,Sample,16S,Unknown,SYBR,15.998645921056585,0.969164314143156,3.48535930540154,Amp,false,3,9,NA,NA
I17,E9,Rep1,Plate3,D06_ZR_R3,3-2-5,D06_ZR_R3_Rep1,false,Sample,16S,Unknown,SYBR,17.97346009463537,0.885890336030777,NA,Amp,false,3,11,NA,NA
I18,E9,Rep2,Plate3,D06_ZR_R3,3-2-5,D06_ZR_R3_Rep2,false,Sample,16S,Unknown,SYBR,17.75779642834761,0.890851184748013,3.48478423555032,Amp,false,3,10,NA,NA
I19,E10,Rep1,Plate3,D08_ZR_R3,3-4-2,D08_ZR_R3_Rep1,false,Sample,16S,Unknown,SYBR,15.292100161546834,0.888838411785968,3.47067359975618,Amp,false,3,9,NA,NA
I2,E1,Rep2,Plate3,D08_OH_R3,3-1-2,D08_OH_R3_Rep2,false,Sample,16S,Unknown,SYBR,13.756107375381443,0.946041087588316,3.46567000009565,Amp,false,3,7,NA,NA
I20,E10,Rep2,Plate3,D08_ZR_R3,3-4-2,D08_ZR_R3_Rep2,false,Sample,16S,Unknown,SYBR,15.287131121979822,0.882408148458687,3.44029855984246,Amp,false,3,9,NA,NA
I21,E11,Rep1,Plate3,D06_OR_R3,3-4-15,D06_OR_R3_Rep1,false,Sample,16S,Unknown,SYBR,11.2943735438603,0.932693162712502,3.47249481851371,Amp,false,3,6,NA,NA
I22,E11,Rep2,Plate3,D06_OR_R3,3-4-15,D06_OR_R3_Rep2,false,Sample,16S,Unknown,SYBR,11.300983618245326,0.932124238482738,3.45868602491849,Amp,false,3,6,NA,NA
I23,E12,Rep1,Plate3,D03_NF_R3,3-2-13,D03_NF_R3_Rep1,false,Sample,16S,Unknown,SYBR,10.609033000394962,0.917417879134751,3.48601961474189,Amp,false,3,6,NA,NA
I24,E12,Rep2,Plate3,D03_NF_R3,3-2-13,D03_NF_R3_Rep2,false,Sample,16S,Unknown,SYBR,10.62800877346643,0.913741580206248,3.49269821361548,Amp,false,3,6,NA,NA
I3,E2,Rep1,Plate3,D02_OH_R3,3-3-10,D02_OH_R3_Rep1,false,Sample,16S,Unknown,SYBR,11.81666288346445,0.94360290719015,3.4672178758822,Amp,false,3,6,NA,NA
I4,E2,Rep2,Plate3,D02_OH_R3,3-3-10,D02_OH_R3_Rep2,false,Sample,16S,Unknown,SYBR,11.841022861186953,0.943901165695198,3.47419788730756,Amp,false,3,6,NA,NA
I5,E3,Rep1,Plate3,standardF_1,000,NA,standardF_1,000_Rep1,false,Sample,16S,Unknown,SYBR,7.9340004447909145,0.992429419099992,3.47657324417807,Amp,false,3,4,NA,NA
I6,E3,Rep2,Plate3,standardF_1,000,NA,standardF_1,000_Rep2,false,Sample,16S,Unknown,SYBR,7.942018386834002,0.997254774095023,3.49282043685092,Amp,false,3,4,NA,NA
I7,E4,Rep1,Plate3,D04_OH_R3,3-1-16,D04_OH_R3_Rep1,false,Sample,16S,Unknown,SYBR,12.749798963282512,0.900254708787863,3.49804742140307,Amp,false,3,7,NA,NA
I8,E4,Rep2,Plate3,D04_OH_R3,3-1-16,D04_OH_R3_Rep2,false,Sample,16S,Unknown,SYBR,13.405284505783388,0.896957713733092,3.50128721530711,Amp,false,3,7,NA,NA
I9,E5,Rep1,Plate3,D02_NF_R3,3-1-18,D02_NF_R3_Rep1,false,Sample,16S,Unknown,SYBR,10.277715194445047,0.922977265126056,3.47259193075951,Amp,false,3,6,NA,NA
J1,E1,Rep3,Plate3,D08_OH_R3,3-1-2,D08_OH_R3_Rep3,false,Sample,16S,Unknown,SYBR,Undetermined,0,2.37675610130115,No Amp,false,3,39,NA,NA
J10,E5,Rep4,Plate3,D02_NF_R3,3-1-18,D02_NF_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.33500631778797,No Amp,false,3,20,NA,NA
J11,E6,Rep3,Plate3,NCO_B3_R3,3-3-11,NCO_B3_R3_Rep3,false,Sample,16S,Unknown,SYBR,23.283116714902185,0.865338412947131,3.45636592693935,Amp,false,3,13,NA,NA
J12,E6,Rep4,Plate3,NCO_B3_R3,3-3-11,NCO_B3_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.29123622646743,No Amp,false,3,15,NA,NA
J13,E7,Rep3,Plate3,D10_OH_R3,3-3-8,D10_OH_R3_Rep3,false,Sample,16S,Unknown,SYBR,12.004931509639956,0.968430611571475,3.49122259371173,Amp,false,3,6,NA,NA
J14,E7,Rep4,Plate3,D10_OH_R3,3-3-8,D10_OH_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.37780006019503,No Amp,false,3,11,NA,NA
J15,E8,Rep3,Plate3,PCO_B3_R3,3-3-13,PCO_B3_R3_Rep3,false,Sample,16S,Unknown,SYBR,16.187938602625728,0.959944318500967,3.44774250295655,Amp,false,3,9,NA,NA
J16,E8,Rep4,Plate3,PCO_B3_R3,3-3-13,PCO_B3_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.35663262607924,No Amp,false,3,15,NA,NA
J17,E9,Rep3,Plate3,D06_ZR_R3,3-2-5,D06_ZR_R3_Rep3,false,Sample,16S,Unknown,SYBR,18.34174843993525,0.846780320688043,NA,Amp,false,3,13,NA,NA
J18,E9,Rep4,Plate3,D06_ZR_R3,3-2-5,D06_ZR_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.30753259138922,No Amp,false,3,20,NA,NA
J19,E10,Rep3,Plate3,D08_ZR_R3,3-4-2,D08_ZR_R3_Rep3,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
J2,E1,Rep4,Plate3,D08_OH_R3,3-1-2,D08_OH_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.37973701056761,No Amp,false,3,15,NA,NA
J20,E10,Rep4,Plate3,D08_ZR_R3,3-4-2,D08_ZR_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,NA,No Amp,false,3,39,NA,NA
J21,E11,Rep3,Plate3,D06_OR_R3,3-4-15,D06_OR_R3_Rep3,false,Sample,16S,Unknown,SYBR,11.3475878744172,0.930804864904462,3.47929410056051,Amp,false,3,6,NA,NA
J22,E11,Rep4,Plate3,D06_OR_R3,3-4-15,D06_OR_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.25567425774511,No Amp,false,3,11,NA,NA
J23,E12,Rep3,Plate3,D03_NF_R3,3-2-13,D03_NF_R3_Rep3,false,Sample,16S,Unknown,SYBR,11.101040441651595,0.906432111946658,3.48340240239589,Amp,false,3,6,NA,NA
J24,E12,Rep4,Plate3,D03_NF_R3,3-2-13,D03_NF_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,NA,No Amp,false,3,39,NA,NA
J3,E2,Rep3,Plate3,D02_OH_R3,3-3-10,D02_OH_R3_Rep3,false,Sample,16S,Unknown,SYBR,11.883439867125034,0.941639719500345,3.46496729342413,Amp,false,3,6,NA,NA
J4,E2,Rep4,Plate3,D02_OH_R3,3-3-10,D02_OH_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.22151114907837,No Amp,false,3,39,NA,NA
J5,E3,Rep3,Plate3,standardF_1,000,NA,standardF_1,000_Rep3,false,Sample,16S,Unknown,SYBR,7.93976703033597,0.993655540923977,3.47882481854329,Amp,false,3,4,NA,NA
J6,E3,Rep4,Plate3,standardF_1,000,NA,standardF_1,000_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.25197318405,No Amp,false,3,12,NA,NA
J7,E4,Rep3,Plate3,D04_OH_R3,3-1-16,D04_OH_R3_Rep3,false,Sample,16S,Unknown,SYBR,12.879904646732548,0.797797335993603,3.48440649016259,Amp,false,3,7,NA,NA
J8,E4,Rep4,Plate3,D04_OH_R3,3-1-16,D04_OH_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.30605336505032,No Amp,false,3,39,NA,NA
J9,E5,Rep3,Plate3,D02_NF_R3,3-1-18,D02_NF_R3_Rep3,false,Sample,16S,Unknown,SYBR,10.470532399581451,0.927627314251996,3.49428462837954,Amp,false,3,6,NA,NA
K1,F1,Rep1,Plate3,standardB_10,NA,standardB_10_Rep1,false,Sample,16S,Unknown,SYBR,4.02922484333549,0.977490568016255,3.47697424454026,Amp,false,3,3,NA,NA
K10,F5,Rep2,Plate3,D09_ZR_R3,3-1-5,D09_ZR_R3_Rep2,false,Sample,16S,Unknown,SYBR,18.827624641437062,0.913949169013906,3.49796436335164,Amp,false,3,11,NA,NA
K11,F6,Rep1,Plate3,D07_ZF_R3,3-4-16,D07_ZF_R3_Rep1,false,Sample,16S,Unknown,SYBR,16.338461400914213,0.864519357933229,3.46144779409822,Amp,false,3,9,NA,NA
K12,F6,Rep2,Plate3,D07_ZF_R3,3-4-16,D07_ZF_R3_Rep2,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
K13,F7,Rep1,Plate3,D09_ZF_R3,3-2-19,D09_ZF_R3_Rep1,false,Sample,16S,Unknown,SYBR,16.94362327961592,0.91661307444548,NA,Amp,false,3,10,NA,NA
K14,F7,Rep2,Plate3,D09_ZF_R3,3-2-19,D09_ZF_R3_Rep2,false,Sample,16S,Unknown,SYBR,17.296329296518707,0.897959253939262,NA,Amp,false,3,9,NA,NA
K15,F8,Rep1,Plate3,standardB_100,NA,standardB_100_Rep1,false,Sample,16S,Unknown,SYBR,6.213199609036089,0.992157273225401,3.48129076463362,Amp,false,3,3,NA,NA
K16,F8,Rep2,Plate3,standardB_100,NA,standardB_100_Rep2,false,Sample,16S,Unknown,SYBR,6.428708534528663,0.995343340324714,3.48264172351662,Amp,false,3,4,NA,NA
K17,F9,Rep1,Plate3,D10_NF_R3,3-1-13,D10_NF_R3_Rep1,false,Sample,16S,Unknown,SYBR,24.166458585211842,0.909672110261431,3.46270368654805,Amp,false,3,17,NA,NA
K18,F9,Rep2,Plate3,D10_NF_R3,3-1-13,D10_NF_R3_Rep2,false,Sample,16S,Unknown,SYBR,25.249240239308897,0.921534416599253,3.45770475917047,Amp,false,3,13,NA,NA
K19,F10,Rep1,Plate3,water_2,NA,water_2_Rep1,false,Sample,16S,Unknown,SYBR,24.190101569507725,0.969662888808115,3.47241516933842,Amp,false,3,13,NA,NA
K2,F1,Rep2,Plate3,standardB_10,NA,standardB_10_Rep2,false,Sample,16S,Unknown,SYBR,4.250590076064922,0.979760058332773,3.46880484046839,Amp,false,3,3,NA,NA
K20,F10,Rep2,Plate3,water_2,NA,water_2_Rep2,false,Sample,16S,Unknown,SYBR,22.455053328860572,0.939122217791202,3.44224988946494,Amp,false,3,12,NA,NA
K21,F11,Rep1,Plate3,D01_ZR_R3,3-1-7,D01_ZR_R3_Rep1,false,Sample,16S,Unknown,SYBR,18.325359472239604,0.909695760421381,3.48688153790786,Amp,false,3,10,NA,NA
K22,F11,Rep2,Plate3,D01_ZR_R3,3-1-7,D01_ZR_R3_Rep2,false,Sample,16S,Unknown,SYBR,18.97971519512511,0.913942084961623,3.4523653577872,Amp,false,3,12,NA,NA
K23,F12,Rep1,Plate3,D03_OH_R3,3-4-12,D03_OH_R3_Rep1,false,Sample,16S,Unknown,SYBR,14.92138635404116,0.875378320366832,3.4766403446314,Amp,false,3,9,NA,NA
K24,F12,Rep2,Plate3,D03_OH_R3,3-4-12,D03_OH_R3_Rep2,false,Sample,16S,Unknown,SYBR,15.471496072400392,0.910425237731424,3.44665102845607,Amp,false,3,8,NA,NA
K3,F2,Rep1,Plate3,PCO_B1_R3,3-1-8,PCO_B1_R3_Rep1,false,Sample,16S,Unknown,SYBR,16.575713706917938,0.972119871464561,3.47188377294697,Amp,false,3,9,NA,NA
K4,F2,Rep2,Plate3,PCO_B1_R3,3-1-8,PCO_B1_R3_Rep2,false,Sample,16S,Unknown,SYBR,18.700468609622234,0.889680724775356,3.41973129298201,Inconclusive,false,3,15,NA,NA
K5,F3,Rep1,Plate3,D02_OF_R3,3-4-7,D02_OF_R3_Rep1,false,Sample,16S,Unknown,SYBR,12.264657824049486,0.778805206669532,3.47565044441759,Amp,false,3,7,NA,NA
K6,F3,Rep2,Plate3,D02_OF_R3,3-4-7,D02_OF_R3_Rep2,false,Sample,16S,Unknown,SYBR,12.205005916342184,0.943015201897553,3.49506117094227,Amp,false,3,7,NA,NA
K7,F4,Rep1,Plate3,D03_ZF_R3,3-4-18,D03_ZF_R3_Rep1,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
K8,F4,Rep2,Plate3,D03_ZF_R3,3-4-18,D03_ZF_R3_Rep2,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
K9,F5,Rep1,Plate3,D09_ZR_R3,3-1-5,D09_ZR_R3_Rep1,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
L1,F1,Rep3,Plate3,standardB_10,NA,standardB_10_Rep3,false,Sample,16S,Unknown,SYBR,Undetermined,0,3.48708775126884,Inconclusive,false,3,3,NA,NA
L10,F5,Rep4,Plate3,D09_ZR_R3,3-1-5,D09_ZR_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.37094986883959,No Amp,false,3,17,NA,NA
L11,F6,Rep3,Plate3,D07_ZF_R3,3-4-16,D07_ZF_R3_Rep3,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
L12,F6,Rep4,Plate3,D07_ZF_R3,3-4-16,D07_ZF_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.40980219355017,No Amp,false,3,14,NA,NA
