feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Eisenbergiella	Temperature	Room Temp	-0.00391823059410043	0.00486559377066071	210	209	0.421626221140501	0.531211890952349
unclassified.Peptococcaceae	Temperature	Room Temp	0.000267195439286739	0.000336278803692629	210	209	0.427827495620903	0.537840280209136
unclassified.Desulfovibrionaceae	Temperature	Hot	0.000300826999066194	0.000380309635410886	210	180	0.429896921285812	0.539256664419922
Guerin_crAss_Gamma	Temperature	Room Temp	0.00128566012623877	0.00165825393025368	210	42	0.439091165676701	0.549584566229919
Clostridiales..environmental.samples	Temperature	Hot	0.0194228445877031	0.0252820569136457	210	209	0.443265540982185	0.55359801188168
Mycoplasma	Temperature	Room Temp	0.00196006282218943	0.00256537089768708	210	164	0.44575829433885	0.55549835372946
Butyricimonas	Temperature	Hot	-0.00649510844863684	0.00858053554810073	210	193	0.449983760153509	0.557122750666249
Proteobacteria..environmental.samples	Kit	Omnigene	-0.00348661785084643	0.00460007615515002	210	125	0.449392546283791	0.557122750666249
Candidatus.Borkfalkia	Kit	Omnigene	-0.00279300464810564	0.00368709058925897	210	101	0.449654657598424	0.557122750666249
unclassified.Clostridiaceae	Kit	Zymo	0.0193011781963664	0.0257906676568858	210	209	0.455129031054535	0.56227603836543
Enterobacter	Temperature	Room Temp	0.000535055708942595	0.000727433155704818	210	209	0.462890350375105	0.569606720065184
Sarcina	Kit	Omnigene	-0.00073051835588148	0.000993538548071006	210	209	0.463054414039005	0.569606720065184
Eggerthella	Temperature	Room Temp	0.00820290722951891	0.0112445410478365	210	209	0.466565967416979	0.572694706786507
unclassified.Clostridiaceae	Kit	Omnigene	-0.0186637783903178	0.0257906676568858	210	209	0.47013481901318	0.575839649840554
Hungatella	Temperature	Hot	0.000990807106416693	0.00137422053145625	210	209	0.471771250735187	0.576609306454117
Veillonella	Kit	Zymo	-0.0019528235080472	0.00278448941576064	210	209	0.483933969406693	0.59021371108876
Emergencia	Kit	Omnigene	-0.00153187645544245	0.00221661114845171	210	136	0.490327054799766	0.596738458181843
Eggerthella	Temperature	Hot	-0.00774885458364384	0.0112445410478365	210	209	0.491561804397861	0.59697102359995
Lactobacillus	Kit	Omnigene	-0.00449299708791301	0.00656994667383096	210	209	0.494864242020301	0.598550325910909
Megasphaera	Temperature	Room Temp	-0.0192744423650788	0.0281902598277985	210	207	0.494955077195559	0.598550325910909
Ruminococcus	Kit	Omnigene	-0.255747136829901	0.381144154094213	210	209	0.503011482565646	0.605731722163263
Guerin_crAss_Gamma	Kit	Omnigene	-0.00143688677141087	0.00214079661855183	210	42	0.502888098468465	0.605731722163263
unclassified.Bacteroidaceae	Temperature	Room Temp	0.025955472473489	0.0392831035434327	210	209	0.509562173433069	0.612331015133856
Ruminococcus	Kit	Zymo	-0.249668604751352	0.381144154094213	210	209	0.513203383449317	0.614126224546045
Selenomonas	Kit	Zymo	0.000322666507601998	0.00049216248131595	210	209	0.512844071231099	0.614126224546045
Romboutsia	Kit	Zymo	0.00889482551246091	0.013722987727907	210	208	0.517633762883935	0.618134681356181
unclassified.Bacteroidaceae	Temperature	Hot	0.0252841126255447	0.0392831035434327	210	209	0.520562355899167	0.620336807446507
Atopobium	Temperature	Room Temp	-0.000266650890104217	0.000430106426255634	210	209	0.536000987035655	0.637406579177536
Clostridiales..environmental.samples	Temperature	Room Temp	0.0154008658428549	0.0252820569136457	210	209	0.543122566650376	0.644535494033227
Barnesiella	Kit	Omnigene	0.0173889426094607	0.028829794650285	210	189	0.547100405698883	0.647911867618553
Clostridium	Kit	Zymo	-0.0956559403207132	0.159190902140716	210	209	0.548608674307666	0.648355705999969
Haemophilus	Temperature	Hot	0.00237477806136303	0.00405552871893776	210	188	0.558841088170244	0.657730663443168
unclassified.Peptococcaceae	Kit	Omnigene	0.000254592157592796	0.000434134068794702	210	209	0.558256856478246	0.657730663443168
Bilophila	Temperature	Hot	0.0061620109806516	0.0106234717611427	210	170	0.562555588876097	0.659388927944933
unclassified.Clostridia	Temperature	Room Temp	0.00417423224087045	0.00718287351479504	210	209	0.561815915672336	0.659388927944933
Proteobacteria..environmental.samples	Kit	Zymo	0.00260134943338364	0.00460007615515002	210	125	0.572379560319114	0.669531919228084
Butyricimonas	Temperature	Room Temp	0.0047440894786346	0.00858053554810073	210	193	0.580968989518446	0.67819237143786
Azospirillum	Temperature	Room Temp	0.038144994010967	0.0696846993068739	210	207	0.584730761192897	0.680587196976727
Lachnospiraceae..environmental.samples	Temperature	Room Temp	-0.00231765785632889	0.00424154815086526	210	209	0.585400176420541	0.680587196976727
Olsenella	Kit	Zymo	-0.0024261562901957	0.00445855479822877	210	209	0.586951544195432	0.681006659796729
Subdoligranulum	Temperature	Room Temp	0.0166552334462943	0.031347560170193	210	209	0.59580642818745	0.689881127374942
Firmicutes..environmental.samples	Temperature	Room Temp	0.0359326624259261	0.0686583033998607	210	209	0.601318463600942	0.694856891272199
unclassified.Prevotellaceae	Temperature	Hot	-0.00151282051644706	0.00296110151613124	210	209	0.609997537975216	0.703464902664967
unclassified.Clostridia	Kit	Zymo	0.00467500439836992	0.00927304983357184	210	209	0.614722492967529	0.707487456695023
Eisenbergiella	Temperature	Hot	-0.00244340175112357	0.00486559377066071	210	209	0.616104914099447	0.707654640290931
Coprococcus	Temperature	Room Temp	-0.0673705694061043	0.136334044667834	210	209	0.621747906053959	0.712705014554839
Bacillus	Temperature	Room Temp	-0.000232035272205399	0.000486078044934226	210	209	0.633636115621284	0.724879716270749
unclassified.Lentisphaeria	Temperature	Hot	0.00584105410171515	0.0123816995982043	210	90	0.637630708884474	0.727993543876087
unclassified.Rikenellaceae	Temperature	Hot	0.00399961525404877	0.00876178049471533	210	209	0.648547199831858	0.738982068334309
Lachnospira	Kit	Zymo	0.011259145025545	0.0259247505337016	210	209	0.66454759938978	0.750195182581409
Akkermansia	Temperature	Room Temp	0.0176417449161031	0.0400845411687544	210	209	0.660339903235	0.750195182581409
Olsenella	Temperature	Room Temp	0.00149799725289212	0.00345358169633864	210	209	0.66494573001534	0.750195182581409
unclassified.Veillonellaceae	Temperature	Room Temp	-0.0010808070119294	0.00246209119113858	210	97	0.661160087391037	0.750195182581409
Selenomonas	Temperature	Room Temp	-0.000165969237073763	0.000381227418752959	210	209	0.663783846406568	0.750195182581409
Intestinimonas	Kit	Zymo	0.00648526876297921	0.0154991075127716	210	209	0.67609194493167	0.761268882875818
unclassified.Prevotellaceae	Temperature	Room Temp	0.00122219379781425	0.00296110151613124	210	209	0.680241144762962	0.764436021226747
Fusicatenibacter	Kit	Zymo	0.0192103723907734	0.0478508427841847	210	209	0.688516192398118	0.772218160885732
unclassified.Eubacteriaceae	Temperature	Room Temp	-0.00113411957564713	0.00286471201864108	210	209	0.692614539119404	0.774398986906165
Shinella	Kit	Omnigene	0.000562249403855737	0.0014229072759643	210	135	0.69316832394398	0.774398986906165
unclassified.Eggerthellales	Temperature	Room Temp	-0.00126834001833113	0.0032296940730923	210	95	0.694958874670745	0.774885918736192
Bacteroidales..environmental.samples	Temperature	Room Temp	0.000284530248837628	0.000732126479164561	210	209	0.697967730324101	0.776726734913201
Azospirillum	Temperature	Hot	0.0267582054204021	0.0696846993068739	210	207	0.70140233703153	0.779033275304923
Gemmiger	Temperature	Room Temp	-0.0119608893407558	0.0317529558652618	210	209	0.706814554092838	0.783523110350975
Mitsuokella	Temperature	Room Temp	-0.0129809303029529	0.0350780172666344	210	122	0.711738214526642	0.785934862373049
Monoglobus	Temperature	Room Temp	0.00145266632803627	0.00391031677500033	210	162	0.710669547274062	0.785934862373049
Emergencia	Temperature	Room Temp	-0.000617229186975326	0.00171697961259424	210	136	0.719618966635328	0.793106067274389
Prevotella	Temperature	Room Temp	0.192722246981137	0.544610928241858	210	209	0.723815612607278	0.794668964321235
Ruthenibacterium	Kit	Omnigene	-0.578019797951415	1.62650334032702	210	210	0.722673516371987	0.794668964321235
Victivallis	Temperature	Hot	-0.000598918524026208	0.00171133171066138	210	62	0.726735340439148	0.79634600523217
Staphylococcus	Kit	Omnigene	0.00268007349608047	0.00770292566366398	210	209	0.728266661687186	0.796498146242965
Ruthenibacterium	Kit	Zymo	0.551822884157033	1.62650334032702	210	210	0.734754055400871	0.802059770399424
Carnobacterium	Kit	Zymo	0.00104299447952677	0.00309842592038674	210	209	0.736762947133717	0.802720772877116
Phascolarctobacterium	Kit	Omnigene	-0.00997843782879459	0.0298220906070518	210	207	0.738285481225905	0.802850371219045
Turicibacter	Kit	Zymo	-0.00160789155454588	0.00508215665542997	210	174	0.752050957245404	0.816267832152506
Prevotellaceae..environmental.samples	Temperature	Room Temp	0.00310115675303958	0.0100750877096416	210	209	0.758557983436181	0.821189392349818
Paenibacillus	Temperature	Room Temp	0.00011759429880111	0.00038351557626176	210	209	0.759456623344499	0.821189392349818
Sarcina	Temperature	Room Temp	0.000234517778053058	0.000769591650098821	210	209	0.760895011457514	0.821192351988109
unclassified.Porphyromonadaceae	Temperature	Hot	0.000134576852586763	0.00047616702341725	210	209	0.777762318066055	0.837815529065505
Emergencia	Temperature	Hot	0.000467548299933126	0.00171697961259424	210	136	0.785671402373077	0.844744440145489
unclassified.Sutterellaceae	Kit	Omnigene	-0.000571955956797196	0.00221926887941065	210	207	0.796891318687368	0.853245622715221
Lachnotalea	Temperature	Room Temp	-0.000281861005512732	0.00110328200311989	210	209	0.798624120981928	0.853245622715221
Bacteroidales..environmental.samples	Temperature	Hot	0.000186166043649039	0.000732126479164561	210	209	0.79954484925762	0.853245622715221
Absiella	Temperature	Room Temp	-0.000133032458661749	0.000518238729193942	210	209	0.797678767693865	0.853245622715221
unclassified.Porphyromonadaceae	Temperature	Room Temp	0.000117065120652281	0.00047616702341725	210	209	0.806056485849364	0.85859275587679
unclassified.Coriobacteriia	Temperature	Room Temp	0.00058736219718088	0.00252530731771306	210	209	0.816322189790761	0.867911324461552
Candidatus.Borkfalkia	Temperature	Hot	0.000654279801984825	0.00285600808963161	210	101	0.819038674224109	0.869183899176605
Dialister	Temperature	Room Temp	0.0123841860868704	0.0554506683121619	210	209	0.823505826959921	0.87230617226125
Blautia	Kit	Zymo	-0.0875507929264331	0.400506981460275	210	209	0.827189165368642	0.873075289283713
Streptococcus	Kit	Omnigene	-0.00880815076447354	0.040448788983068	210	209	0.827842215658804	0.873075289283713
Neglecta	Temperature	Hot	-0.000696526856879653	0.00321698098255247	210	209	0.828810982659189	0.873075289283713
unclassified.Veillonellaceae	Kit	Omnigene	-0.000610572646188424	0.00317854606004123	210	97	0.847869165591906	0.891509490291489
Prevotellaceae..environmental.samples	Temperature	Hot	0.00189173541751637	0.0100750877096416	210	209	0.85125615967413	0.893428483180921
Victivallis	Temperature	Room Temp	-0.000317022483770328	0.00171133171066138	210	62	0.853225295804526	0.893855071795217
Desulfotomaculum	Temperature	Room Temp	0.000320336354508968	0.00178419715621562	210	209	0.857698482448781	0.896898595906221
Akkermansia	Temperature	Hot	0.00660378598325974	0.0400845411687544	210	209	0.869313334520714	0.907385451361037
Acinetobacter	Kit	Zymo	-0.00196031685862571	0.012426029105175	210	209	0.874809182491805	0.91145874751423
Sarcina	Temperature	Hot	0.000117920030838122	0.000769591650098821	210	209	0.878379142434224	0.913514308131593
Acidaminococcus	Temperature	Room Temp	-6.57165696482338e-05	0.000437290738604149	210	209	0.880697317765428	0.914262914268285
Intestinibacter	Kit	Omnigene	-0.00039619495632112	0.00344995661285366	210	119	0.908689059187793	0.939909840606541
Erysipelotrichaceae..environmental.samples	Kit	Zymo	0.00014899096858683	0.00127906948149752	210	209	0.907388331198639	0.939909840606541
unclassified.Christensenellaceae	Kit	Zymo	0.000126444014200749	0.00115626251311697	210	209	0.913032168056683	0.942697473155998
Lachnoclostridium	Temperature	Room Temp	0.00179147437937172	0.0169495058947963	210	209	0.915932610737283	0.943988204219326
Staphylococcus	Temperature	Room Temp	-0.000451175045429184	0.00596666056248886	210	209	0.939801725874004	0.96684637985599
Oscillibacter	Kit	Omnigene	-0.00485545364251583	0.0690651682027905	210	209	0.944024574212427	0.967008880277037
unclassified.Rikenellaceae	Temperature	Room Temp	0.000604877598939357	0.00876178049471533	210	209	0.945031405725286	0.967008880277037
unclassified.Desulfovibrionaceae	Kit	Omnigene	-3.46178629430217e-05	0.000490977628116191	210	180	0.943861201410972	0.967008880277037
Bacillus	Temperature	Hot	-2.90992417653616e-05	0.000486078044934226	210	209	0.952323856734619	0.972730796521789
Raoultibacter	Temperature	Room Temp	-1.63122712826617e-05	0.000342691870473486	210	209	0.962083177530934	0.980947553560953
Prevotella	Temperature	Hot	-0.0190243867029886	0.544610928241858	210	209	0.972169458118043	0.98456047591291
Acinetobacter	Kit	Omnigene	-0.000459361807809972	0.012426029105175	210	209	0.970548377810334	0.98456047591291
Guerin_crAss_Delta	Kit	Zymo	-0.000424824755061468	0.0123129127951619	210	106	0.97251165889999	0.98456047591291
Klebsiella	Kit	Zymo	-0.000436683542622324	0.0122398843090103	210	209	0.971576141366076	0.98456047591291
Ruthenibacterium	Temperature	Room Temp	0.020030181067494	1.25988406992745	210	210	0.987330883132508	0.994283917520765
unclassified.Rikenellaceae	Kit	Zymo	0.000188119362729319	0.0113114099797191	210	209	0.986747959628904	0.994283917520765
unclassified.Lentisphaeria	Temperature	Room Temp	-0.000232179968456242	0.0123816995982043	210	90	0.98505812770048	0.994283917520765
Candidatus.Borkfalkia	Temperature	Room Temp	3.4175600671105e-05	0.00285600808963161	210	101	0.990464742562253	0.995686876530068
Paraprevotella	Temperature	Room Temp	3.54173024713171e-05	0.00370567682407693	210	209	0.992383991671439	0.995866040765023
Sarcina	Kit	Zymo	-7.15164424341112e-06	0.000993538548071006	210	209	0.994264074156503	0.996005342237338
Tyzzerella	Temperature	Hot	5.54971001122071e-06	0.00164434822698623	210	209	0.99731056046771	0.99731056046771
