sample	tax.level	method	value
XT_D09-NFlex-R1-B	species	simpson	0.976
XT_D03-NFlex-R1-C	species	simpson	0.966
XT_D01-NFlex-R1-A	species	simpson	0.976
XT_D04-NFlex-R1-C	species	simpson	0.98
XT_D10-NFlex-R1-A	species	simpson	0.969
XT_D06-NFlex-R1-B	species	simpson	0.959
XT_D03-NFlex-R1-B	species	simpson	0.967
XT_D10-NFlex-R1-B	species	simpson	0.969
XT_D09-NFlex-R1-C	species	simpson	0.976
XT_D02-NFlex-R1-A	species	simpson	0.972
XT_D09-NFlex-R1-A	species	simpson	0.976
XT_D04-NFlex-R1-B	species	simpson	0.98
XT_D08-NFlex-R1-A	species	simpson	0.964
XT_D06-NFlex-R1-C	species	simpson	0.958
XT_D02-NFlex-R1-C	species	simpson	0.972
XT_D01-NFlex-R1-C	species	simpson	0.974
XT_D07-NFlex-R1-A	species	simpson	0.967
XT_D03-NFlex-R1-A	species	simpson	0.967
XT_D01-NFlex-R1-B	species	simpson	0.974
Flex_D10-NF-R1	species	simpson	0.975
Flex_D07-NF-R1	species	simpson	0.975
Flex_D08-NF-R1	species	simpson	0.967
Flex_D05-NF-R1	species	simpson	0.974
Flex_D02-NF-R1	species	simpson	0.976
Flex_D03-NF-R1	species	simpson	0.974
Flex_D09-NF-R1	species	simpson	0.973
Flex_D01-NF-R1	species	simpson	0.975
Flex_D06-NF-R1	species	simpson	0.964
Flex_D04-NF-R1	species	simpson	0.98
