Well,Well96,PCR_Replicate,Plate,SampleName,Donor,Condition,Replicate,SampleCode,SampleNameFull,Omit,Sample,Target,Task,Dyes,Cq,Cq.Conf,Amp.Score,Amp.Status,Annotated,Baseline.Start,Baseline.End,Curve.Quality,Result.Quality.Issues,logCopyNumber,CopyNumber,PlotOrder
A1,A1,Rep1,3,D10_ZR_R3,D10,ZR,R3,1,D10_ZR_R3_Rep1,false,Sample,16S,Unknown,SYBR,19.0702794634509,0.908204148685962,3.46190789568669,Amp,false,3,11,NA,NA,5.07580502345504,19845121.9976445,6
A11,A6,Rep1,3,D02_ZH_R3,D02,ZH,R3,6,D02_ZH_R3_Rep1,false,Sample,16S,Unknown,SYBR,16.1699784983305,0.882017849629293,NA,Amp,false,3,9,NA,NA,5.86179444489687,121239236.992409,7
A13,A7,Rep1,3,D02_NF_R3,D02,NF,R3,7,D02_NF_R3_Rep1,false,Sample,16S,Unknown,SYBR,12.3897326834721,0.896067958655405,3.44190484722198,Amp,false,3,7,NA,NA,6.8862513052921,1282626046.34515,1
A15,A8,Rep1,3,D01_ZR_R3,D01,ZR,R3,8,D01_ZR_R3_Rep1,false,Sample,16S,Unknown,SYBR,18.3274578684873,0.90996862913809,3.43480602983079,Amp,false,3,10,NA,NA,5.27711168875682,31547172.3443492,6
A17,A9,Rep1,3,D10_OF_R3,D10,OF,R3,9,D10_OF_R3_Rep1,false,Sample,16S,Unknown,SYBR,15.2327154539348,0.89774249767445,3.42704818788901,Amp,false,3,8,NA,NA,6.11579526993636,217592548.887109,2
A19,A10,Rep1,3,D03_OR_R3,D03,OR,R3,10,D03_OR_R3_Rep1,false,Sample,16S,Unknown,SYBR,13.5329957933284,0.929714178832167,3.4413423539338,Amp,false,3,7,NA,NA,6.57642390424706,628452783.127113,3
A21,A11,Rep1,3,D07_NF_R3,D07,NF,R3,11,D07_NF_R3_Rep1,false,Sample,16S,Unknown,SYBR,11.1821481326634,0.89085883822725,3.41690060878447,Amp,false,3,6,NA,NA,7.21350999114813,2724951273.27664,1
A23,A12,Rep1,3,D01_OH_R3,D01,OH,R3,12,D01_OH_R3_Rep1,false,Sample,16S,Unknown,SYBR,14.1656983044194,0.906082148573185,3.44054197107373,Amp,false,3,8,NA,NA,6.40495980910044,423456261.213073,4
A3,A2,Rep1,3,D10_ZF_R3,D10,ZF,R3,2,D10_ZF_R3_Rep1,false,Sample,16S,Unknown,SYBR,17.9417158822819,0.891238084049705,3.4633051752152,Amp,false,3,10,NA,NA,5.38164881238972,40132624.5335901,5
A5,A3,Rep1,3,D06_OF_R3,D06,OF,R3,3,D06_OF_R3_Rep1,false,Sample,16S,Unknown,SYBR,12.161847502007,0.909868948621189,3.44361857723309,Amp,false,3,7,NA,NA,6.94800880704417,1478623338.04885,2
A9,A5,Rep1,3,D02_ZF_R3,D02,ZF,R3,5,D02_ZF_R3_Rep1,false,Sample,16S,Unknown,SYBR,16.3324500586377,0.880791069371878,NA,Amp,false,3,9,NA,NA,5.81776421175129,109550146.170593,5
B1,A1,Rep2,3,D10_ZR_R3,D10,ZR,R3,1,D10_ZR_R3_Rep2,false,Sample,16S,Unknown,SYBR,19.0635115505795,0.868015455965822,3.45714850709283,Amp,false,3,12,NA,NA,5.07763914618442,19929109.6107154,6
B11,A6,Rep2,3,D02_ZH_R3,D02,ZH,R3,6,D02_ZH_R3_Rep2,false,Sample,16S,Unknown,SYBR,15.9279423489841,0.886182003173083,NA,Amp,false,3,8,NA,NA,5.92738689729428,141005368.187871,7
B13,A7,Rep2,3,D02_NF_R3,D02,NF,R3,7,D02_NF_R3_Rep2,false,Sample,16S,Unknown,SYBR,12.3294509372287,0.900420554200743,3.44037292138593,Amp,false,3,7,NA,NA,6.90258782188924,1331792520.46931,1
