sample	tax.level	method	value
D09-NF-R2	order	shannon	1.379
D04-ZR-R1	order	simpson	0.543
D10-NF-R1	order	simpson	0.608
NCO-B2-R1	order	simpson	0.822
D02-OF-R1	order	simpson	0.504
D02-OF-R3	order	simpson	0.556
D06-ZR-R2	order	simpson	0.559
D06-ZF-R2	order	simpson	0.592
D09-ZH-R2	order	simpson	0.632
D01-ZR-R3	order	simpson	0.446
D10-OH-R1	order	simpson	0.595
PCO-B1-R3	order	simpson	0.826
NCO-B3-R2	order	simpson	0.612
D04-OH-R1	order	simpson	0.454
D01-OR-R3	order	simpson	0.521
D09-OF-R2	order	simpson	0.558
D10-NF-R3	order	simpson	0.612
D07-NF-R1	order	simpson	0.488
D09-ZF-R2	order	simpson	0.623
D08-OH-R3	order	simpson	0.508
D08-ZR-R1	order	simpson	0.495
D08-ZF-R2	order	simpson	0.526
D08-ZF-R3	order	simpson	0.532
NCO-B4-R2	order	simpson	0.783
D02-NF-R3	order	simpson	0.545
D08-ZR-R2	order	simpson	0.552
D02-OH-R2	order	simpson	0.55
D09-ZR-R1	order	simpson	0.606
D07-ZH-R3	order	simpson	0.528
D05-ZF-R2	order	simpson	0.634
D06-ZH-R3	order	simpson	0.591
D09-ZF-R1	order	simpson	0.623
NCO-B3-R3	order	simpson	0.591
D03-NF-R3	order	simpson	0.636
D08-OH-R1	order	simpson	0.504
D01-ZR-R1	order	simpson	0.498
D05-OH-R1	order	simpson	0.626
D05-OF-R3	order	simpson	0.632
D06-ZR-R3	order	simpson	0.625
D08-NF-R1	order	simpson	0.55
D08-ZH-R3	order	simpson	0.529
D09-OF-R3	order	simpson	0.621
D02-OR-R2	order	simpson	0.516
D03-ZH-R1	order	simpson	0.601
NCO-B2-R2	order	simpson	0.572
PCO-B1-R2	order	simpson	0.679
D09-NF-R3	order	simpson	0.625
D01-ZF-R1	order	simpson	0.523
D04-NF-R3	order	simpson	0.447
D04-ZH-R3	order	simpson	0.563
D09-OR-R3	order	simpson	0.631
D02-OF-R2	order	simpson	0.558
D07-ZH-R1	order	simpson	0.566
D05-ZR-R1	order	simpson	0.645
D10-OH-R2	order	simpson	0.553
D08-ZR-R3	order	simpson	0.544
D03-OR-R2	order	simpson	0.603
D10-OF-R1	order	simpson	0.48
D01-ZR-R2	order	simpson	0.504
D10-ZF-R2	order	simpson	0.581
D03-OH-R3	order	simpson	0.574
D07-OR-R1	order	simpson	0.494
D01-OR-R2	order	simpson	0.547
PCO-B4-R1	order	simpson	0.703
PCO-B2-R3	order	simpson	0.647
D05-NF-R1	order	simpson	0.635
D07-OR-R3	order	simpson	0.549
D04-ZF-R3	order	simpson	0.551
D04-OF-R1	order	simpson	0.486
D04-ZH-R1	order	simpson	0.555
D03-ZH-R2	order	simpson	0
D05-NF-R2	order	simpson	0.623
D02-ZR-R2	order	simpson	0.546
D02-NF-R1	order	simpson	0.54
D02-ZF-R2	order	simpson	0.531
D04-ZR-R3	order	simpson	0.529
NCO-B4-R3	order	simpson	0.537
D09-OH-R3	order	simpson	0.608
D03-NF-R2	order	simpson	0.633
D03-OF-R2	order	simpson	0.585
D02-OR-R1	order	simpson	0.527
D06-OR-R1	order	simpson	0.513
D05-ZH-R2	order	simpson	0.608
D06-OH-R1	order	simpson	0.575
D07-NF-R2	order	simpson	0.551
D03-ZR-R3	order	simpson	0.537
D04-OR-R2	order	simpson	0.464
D07-OF-R2	order	simpson	0.594
D09-ZR-R2	order	simpson	0.623
D03-OF-R1	order	simpson	0.626
D08-OF-R2	order	simpson	0.542
PCO-B3-R2	order	simpson	0.715
NCO-B4-R1	order	simpson	0.852
D08-OH-R2	order	simpson	0.544
D08-ZH-R2	order	simpson	0.514
D10-OF-R2	order	simpson	0.59
D07-ZR-R2	order	simpson	0.558
D05-OH-R3	order	simpson	0.515
D03-OH-R2	order	simpson	0.569
PCO-B2-R2	order	simpson	0.674
D02-ZH-R3	order	simpson	0.547
D06-OH-R3	order	simpson	0.576
D07-ZF-R2	order	simpson	0.562
D03-NF-R1	order	simpson	0.596
D02-NF-R2	order	simpson	0.54
D05-OF-R2	order	simpson	0.636
D02-ZR-R1	order	simpson	0.541
D03-ZF-R2	order	simpson	0.645
D01-ZH-R3	order	simpson	0.539
D02-ZH-R1	order	simpson	0.547
D05-ZR-R3	order	simpson	0.609
D05-OR-R2	order	simpson	0.621
D06-OH-R2	order	simpson	0.569
D06-ZF-R3	order	simpson	0.513
D03-OR-R3	order	simpson	0.615
D08-OR-R2	order	simpson	0.543
D09-NF-R1	order	simpson	0.581
D09-OH-R1	order	simpson	0.611
D07-OR-R2	order	simpson	0.594
NCO-B2-R3	order	simpson	0.598
D06-ZH-R1	order	simpson	0.532
D05-ZF-R3	order	simpson	0.637
D09-ZH-R1	order	simpson	0.621
D01-OR-R1	order	simpson	0.547
D06-OF-R2	order	simpson	0.549
D10-OH-R3	order	simpson	0.532
D08-NF-R3	order	simpson	0.517
D03-ZR-R2	order	simpson	0.613
D04-OH-R3	order	simpson	0.478
D04-NF-R2	order	simpson	0.455
D01-NF-R3	order	simpson	0.513
D07-ZR-R1	order	simpson	0.568
D09-OR-R1	order	simpson	0.614
D07-ZR-R3	order	simpson	0.525
D08-OR-R1	order	simpson	0.534
D02-ZR-R3	order	simpson	0.544
D01-OF-R3	order	simpson	0.505
D01-NF-R1	order	simpson	0.482
D01-NF-R2	order	simpson	0.53
D07-NF-R3	order	simpson	0.5
D10-ZF-R1	order	simpson	0.553
D08-OR-R3	order	simpson	0.527
D09-OR-R2	order	simpson	0.643
D10-ZH-R2	order	simpson	0.5
D09-ZH-R3	order	simpson	0.602
D10-OR-R2	order	simpson	0.526
D07-ZH-R2	order	simpson	0.575
D10-OR-R3	order	simpson	0.567
D06-OR-R2	order	simpson	0.54
D08-NF-R2	order	simpson	0.549
D02-OH-R1	order	simpson	0.548
D01-OH-R3	order	simpson	0.516
NCO-B1-R1	order	simpson	0.863
D04-ZF-R2	order	simpson	0.546
D07-OH-R1	order	simpson	0.492
D02-ZF-R1	order	simpson	0.542
D05-OF-R1	order	simpson	0.619
D08-OF-R1	order	simpson	0.549
D05-NF-R3	order	simpson	0.642
D08-ZH-R1	order	simpson	0.556
D10-ZF-R3	order	simpson	0.611
D10-OR-R1	order	simpson	0.555
PCO-B4-R3	order	simpson	0.71
D10-NF-R2	order	simpson	0.594
D02-ZH-R2	order	simpson	0.554
PCO-B4-R2	order	simpson	0.722
D06-NF-R2	order	simpson	0.562
D10-ZR-R2	order	simpson	0.494
D01-OF-R2	order	simpson	0.544
D04-OF-R2	order	simpson	0.57
D10-ZR-R1	order	simpson	0.566
PCO-B1-R1	order	simpson	0.669
D04-ZH-R2	order	simpson	0.549
D02-ZF-R3	order	simpson	0.51
D06-NF-R3	order	simpson	0.561
D01-OH-R2	order	simpson	0.533
D07-OF-R1	order	simpson	0.53
D04-ZF-R1	order	simpson	0.546
D07-ZF-R3	order	simpson	0.509
D07-OH-R3	order	simpson	0.536
D10-ZH-R1	order	simpson	0.475
D07-OF-R3	order	simpson	0.524
D05-OH-R2	order	simpson	0.593
D05-ZH-R3	order	simpson	0.614
D06-ZR-R1	order	simpson	0.618
D09-ZF-R3	order	simpson	0.631
D06-OR-R3	order	simpson	0.581
NCO-B1-R3	order	simpson	0.756
D06-NF-R1	order	simpson	0.541
D02-OH-R3	order	simpson	0.539
D01-ZH-R1	order	simpson	0.526
PCO-B3-R3	order	simpson	0.726
D01-OH-R1	order	simpson	0.531
D07-ZF-R1	order	simpson	0.542
D05-ZR-R2	order	simpson	0.651
D03-ZF-R3	order	simpson	0.64
D03-ZF-R1	order	simpson	0.624
D04-OF-R3	order	simpson	0.526
D04-OR-R1	order	simpson	0.473
D05-OR-R1	order	simpson	0.566
D02-OR-R3	order	simpson	0.555
PCO-B3-R1	order	simpson	0.676
D06-ZH-R2	order	simpson	0.608
D04-ZR-R2	order	simpson	0.53
D03-OF-R3	order	simpson	0.613
D01-ZH-R2	order	simpson	0.518
D10-ZR-R3	order	simpson	0.576
D05-OR-R3	order	simpson	0.626
D05-ZH-R1	order	simpson	0.634
D03-OR-R1	order	simpson	0.541
D04-OH-R2	order	simpson	0.455
NCO-B3-R1	order	simpson	0.699
D09-OF-R1	order	simpson	0.619
D08-ZF-R1	order	simpson	0.544
D01-OF-R1	order	simpson	0.523
D03-OH-R1	order	simpson	0.614
NCO-B1-R2	order	simpson	0.562
D10-ZH-R3	order	simpson	0.481
D01-ZF-R2	order	simpson	0.438
PCO-B2-R1	order	simpson	0.688
D04-NF-R1	order	simpson	0.447
D06-OF-R3	order	simpson	0.587
D09-OH-R2	order	simpson	0.606
D08-OF-R3	order	simpson	0.541
D04-OR-R3	order	simpson	0.473
D10-OF-R3	order	simpson	0.566
D06-ZF-R1	order	simpson	0.6
D05-ZF-R1	order	simpson	0.637
D06-OF-R1	order	simpson	0.525
D03-ZR-R1	order	simpson	0.584
D09-ZR-R3	order	simpson	0.634
D01-ZF-R3	order	simpson	0.541
D03-ZH-R3	order	simpson	0.599
D07-OH-R2	order	simpson	0.522
D09-NF-R2	order	simpson	0.604
D04-ZR-R1	family	shannon	2.356
D10-NF-R1	family	shannon	1.9
NCO-B2-R1	family	shannon	2.765
D02-OF-R1	family	shannon	1.67
D02-OF-R3	family	shannon	1.893
D06-ZR-R2	family	shannon	1.819
D06-ZF-R2	family	shannon	1.93
D09-ZH-R2	family	shannon	2.208
D01-ZR-R3	family	shannon	1.94
D10-OH-R1	family	shannon	1.85
PCO-B1-R3	family	shannon	2.419
NCO-B3-R2	family	shannon	1.689
D04-OH-R1	family	shannon	2.332
D01-OR-R3	family	shannon	2.077
D09-OF-R2	family	shannon	2.04
D10-NF-R3	family	shannon	1.889
D07-NF-R1	family	shannon	1.987
D09-ZF-R2	family	shannon	2.239
D08-OH-R3	family	shannon	1.756
D08-ZR-R1	family	shannon	1.781
D08-ZF-R2	family	shannon	1.916
D08-ZF-R3	family	shannon	1.919
NCO-B4-R2	family	shannon	2.373
D02-NF-R3	family	shannon	1.979
D08-ZR-R2	family	shannon	1.936
D02-OH-R2	family	shannon	1.882
D09-ZR-R1	family	shannon	2.15
D07-ZH-R3	family	shannon	2.066
D05-ZF-R2	family	shannon	2.244
D06-ZH-R3	family	shannon	1.912
D09-ZF-R1	family	shannon	2.247
NCO-B3-R3	family	shannon	2.241
D03-NF-R3	family	shannon	2.291
D08-OH-R1	family	shannon	1.732
D01-ZR-R1	family	shannon	2.013
D05-OH-R1	family	shannon	2.283
D05-OF-R3	family	shannon	2.226
D06-ZR-R3	family	shannon	2.046
D08-NF-R1	family	shannon	1.909
D08-ZH-R3	family	shannon	1.878
D09-OF-R3	family	shannon	2.251
D02-OR-R2	family	shannon	1.709
D03-ZH-R1	family	shannon	2.34
NCO-B2-R2	family	shannon	1.967
PCO-B1-R2	family	shannon	1.524
D09-NF-R3	family	shannon	2.254
D01-ZF-R1	family	shannon	2.031
D04-NF-R3	family	shannon	2.103
D04-ZH-R3	family	shannon	2.393
D09-OR-R3	family	shannon	2.265
D02-OF-R2	family	shannon	1.922
D07-ZH-R1	family	shannon	2.062
D05-ZR-R1	family	shannon	2.322
D10-OH-R2	family	shannon	1.718
D08-ZR-R3	family	shannon	1.898
D03-OR-R2	family	shannon	2.212
D10-OF-R1	family	shannon	1.533
D01-ZR-R2	family	shannon	2.007
D10-ZF-R2	family	shannon	1.806
D03-OH-R3	family	shannon	2.149
D07-OR-R1	family	shannon	2.03
D01-OR-R2	family	shannon	2.109
PCO-B4-R1	family	shannon	1.652
PCO-B2-R3	family	shannon	1.394
D05-NF-R1	family	shannon	2.292
D07-OR-R3	family	shannon	2.066
D04-ZF-R3	family	shannon	2.281
D04-OF-R1	family	shannon	2.177
D04-ZH-R1	family	shannon	2.366
D03-ZH-R2	family	shannon	0
D05-NF-R2	family	shannon	2.288
D02-ZR-R2	family	shannon	1.802
D02-NF-R1	family	shannon	1.821
D02-ZF-R2	family	shannon	1.91
D04-ZR-R3	family	shannon	2.358
NCO-B4-R3	family	shannon	2.025
D09-OH-R3	family	shannon	2.194
D03-NF-R2	family	shannon	2.29
D03-OF-R2	family	shannon	2.153
D02-OR-R1	family	shannon	1.75
D06-OR-R1	family	shannon	1.595
D05-ZH-R2	family	shannon	2.251
D06-OH-R1	family	shannon	1.877
D07-NF-R2	family	shannon	2.126
D03-ZR-R3	family	shannon	2.159
D04-OR-R2	family	shannon	2.349
D07-OF-R2	family	shannon	2.113
D09-ZR-R2	family	shannon	2.207
D03-OF-R1	family	shannon	2.271
D08-OF-R2	family	shannon	1.862
PCO-B3-R2	family	shannon	1.687
NCO-B4-R1	family	shannon	2.928
D08-OH-R2	family	shannon	1.89
D08-ZH-R2	family	shannon	1.809
D10-OF-R2	family	shannon	1.826
D07-ZR-R2	family	shannon	2.066
D05-OH-R3	family	shannon	2.027
D03-OH-R2	family	shannon	2.113
PCO-B2-R2	family	shannon	1.484
D02-ZH-R3	family	shannon	1.931
D06-OH-R3	family	shannon	1.902
D07-ZF-R2	family	shannon	2.058
D03-NF-R1	family	shannon	2.254
D02-NF-R2	family	shannon	1.978
D05-OF-R2	family	shannon	2.25
D02-ZR-R1	family	shannon	1.906
D03-ZF-R2	family	shannon	2.313
D01-ZH-R3	family	shannon	2.014
D02-ZH-R1	family	shannon	1.857
D05-ZR-R3	family	shannon	2.213
D05-OR-R2	family	shannon	2.251
D06-OH-R2	family	shannon	1.843
D06-ZF-R3	family	shannon	1.944
D03-OR-R3	family	shannon	2.254
D08-OR-R2	family	shannon	1.893
D09-NF-R1	family	shannon	2.241
D09-OH-R1	family	shannon	2.226
D07-OR-R2	family	shannon	2.104
NCO-B2-R3	family	shannon	2.214
D06-ZH-R1	family	shannon	1.714
D05-ZF-R3	family	shannon	2.303
D09-ZH-R1	family	shannon	2.193
D01-OR-R1	family	shannon	2.066
D06-OF-R2	family	shannon	1.713
D10-OH-R3	family	shannon	1.645
D08-NF-R3	family	shannon	1.949
D03-ZR-R2	family	shannon	2.32
D04-OH-R3	family	shannon	2.358
D04-NF-R2	family	shannon	2.177
D01-NF-R3	family	shannon	2.104
D07-ZR-R1	family	shannon	2.056
D09-OR-R1	family	shannon	2.154
D07-ZR-R3	family	shannon	2.043
D08-OR-R1	family	shannon	1.869
D02-ZR-R3	family	shannon	1.79
D01-OF-R3	family	shannon	2.024
D01-NF-R1	family	shannon	2.059
D01-NF-R2	family	shannon	2.073
D07-NF-R3	family	shannon	2.069
D10-ZF-R1	family	shannon	1.712
D08-OR-R3	family	shannon	1.851
D09-OR-R2	family	shannon	2.3
D10-ZH-R2	family	shannon	1.666
D09-ZH-R3	family	shannon	2.082
D10-OR-R2	family	shannon	1.659
D07-ZH-R2	family	shannon	2.075
D10-OR-R3	family	shannon	1.766
D06-OR-R2	family	shannon	1.711
D08-NF-R2	family	shannon	1.9
D02-OH-R1	family	shannon	1.909
D01-OH-R3	family	shannon	1.991
NCO-B1-R1	family	shannon	2.912
D04-ZF-R2	family	shannon	2.314
D07-OH-R1	family	shannon	1.991
D02-ZF-R1	family	shannon	1.853
D05-OF-R1	family	shannon	2.198
D08-OF-R1	family	shannon	1.929
D05-NF-R3	family	shannon	2.342
D08-ZH-R1	family	shannon	1.943
D10-ZF-R3	family	shannon	1.946
D10-OR-R1	family	shannon	1.742
PCO-B4-R3	family	shannon	1.848
D10-NF-R2	family	shannon	1.889
D02-ZH-R2	family	shannon	1.933
PCO-B4-R2	family	shannon	1.726
D06-NF-R2	family	shannon	1.845
D10-ZR-R2	family	shannon	1.556
D01-OF-R2	family	shannon	2.077
D04-OF-R2	family	shannon	2.461
D10-ZR-R1	family	shannon	1.743
PCO-B1-R1	family	shannon	1.47
D04-ZH-R2	family	shannon	2.332
D02-ZF-R3	family	shannon	1.926
D06-NF-R3	family	shannon	1.876
D01-OH-R2	family	shannon	1.979
D07-OF-R1	family	shannon	2.058
D04-ZF-R1	family	shannon	2.314
D07-ZF-R3	family	shannon	2.008
D07-OH-R3	family	shannon	1.971
D10-ZH-R1	family	shannon	1.568
D07-OF-R3	family	shannon	2.034
D05-OH-R2	family	shannon	2.208
D05-ZH-R3	family	shannon	2.257
D06-ZR-R1	family	shannon	2.064
D09-ZF-R3	family	shannon	2.235
D06-OR-R3	family	shannon	1.914
NCO-B1-R3	family	shannon	2.354
D06-NF-R1	family	shannon	1.886
D02-OH-R3	family	shannon	1.783
D01-ZH-R1	family	shannon	2.037
PCO-B3-R3	family	shannon	1.978
D01-OH-R1	family	shannon	1.94
D07-ZF-R1	family	shannon	2.08
D05-ZR-R2	family	shannon	2.325
D03-ZF-R3	family	shannon	2.274
D03-ZF-R1	family	shannon	2.325
D04-OF-R3	family	shannon	2.282
D04-OR-R1	family	shannon	2.233
D05-OR-R1	family	shannon	2.124
D02-OR-R3	family	shannon	1.923
PCO-B3-R1	family	shannon	1.502
D06-ZH-R2	family	shannon	1.98
D04-ZR-R2	family	shannon	2.363
D03-OF-R3	family	shannon	2.208
D01-ZH-R2	family	shannon	2.068
D10-ZR-R3	family	shannon	1.788
D05-OR-R3	family	shannon	2.261
D05-ZH-R1	family	shannon	2.314
D03-OR-R1	family	shannon	2.106
D04-OH-R2	family	shannon	2.35
NCO-B3-R1	family	shannon	2.302
D09-OF-R1	family	shannon	2.191
D08-ZF-R1	family	shannon	1.855
D01-OF-R1	family	shannon	2.045
D03-OH-R1	family	shannon	2.177
NCO-B1-R2	family	shannon	1.9
D10-ZH-R3	family	shannon	1.586
D01-ZF-R2	family	shannon	1.959
PCO-B2-R1	family	shannon	1.55
D04-NF-R1	family	shannon	2.149
D06-OF-R3	family	shannon	1.935
D09-OH-R2	family	shannon	2.188
D08-OF-R3	family	shannon	1.866
D04-OR-R3	family	shannon	2.235
D10-OF-R3	family	shannon	1.736
D06-ZF-R1	family	shannon	1.916
D05-ZF-R1	family	shannon	2.283
D06-OF-R1	family	shannon	1.624
D03-ZR-R1	family	shannon	2.22
D09-ZR-R3	family	shannon	2.214
D01-ZF-R3	family	shannon	2.009
D03-ZH-R3	family	shannon	2.142
D07-OH-R2	family	shannon	2.017
D09-NF-R2	family	shannon	2.279
D04-ZR-R1	family	simpson	0.856
D10-NF-R1	family	simpson	0.776
NCO-B2-R1	family	simpson	0.843
D02-OF-R1	family	simpson	0.649
D02-OF-R3	family	simpson	0.758
D06-ZR-R2	family	simpson	0.729
D06-ZF-R2	family	simpson	0.796
D09-ZH-R2	family	simpson	0.802
D01-ZR-R3	family	simpson	0.791
D10-OH-R1	family	simpson	0.732
PCO-B1-R3	family	simpson	0.867
NCO-B3-R2	family	simpson	0.593
D04-OH-R1	family	simpson	0.851
D01-OR-R3	family	simpson	0.824
D09-OF-R2	family	simpson	0.734
D10-NF-R3	family	simpson	0.761
D07-NF-R1	family	simpson	0.79
D09-ZF-R2	family	simpson	0.827
D08-OH-R3	family	simpson	0.718
D08-ZR-R1	family	simpson	0.706
D08-ZF-R2	family	simpson	0.787
D08-ZF-R3	family	simpson	0.788
NCO-B4-R2	family	simpson	0.81
D02-NF-R3	family	simpson	0.789
D08-ZR-R2	family	simpson	0.784
D02-OH-R2	family	simpson	0.758
D09-ZR-R1	family	simpson	0.774
D07-ZH-R3	family	simpson	0.812
D05-ZF-R2	family	simpson	0.833
D06-ZH-R3	family	simpson	0.773
D09-ZF-R1	family	simpson	0.832
NCO-B3-R3	family	simpson	0.846
D03-NF-R3	family	simpson	0.855
D08-OH-R1	family	simpson	0.71
D01-ZR-R1	family	simpson	0.807
D05-OH-R1	family	simpson	0.849
D05-OF-R3	family	simpson	0.841
D06-ZR-R3	family	simpson	0.822
D08-NF-R1	family	simpson	0.776
D08-ZH-R3	family	simpson	0.741
D09-OF-R3	family	simpson	0.831
D02-OR-R2	family	simpson	0.667
D03-ZH-R1	family	simpson	0.857
NCO-B2-R2	family	simpson	0.773
PCO-B1-R2	family	simpson	0.703
D09-NF-R3	family	simpson	0.827
D01-ZF-R1	family	simpson	0.812
D04-NF-R3	family	simpson	0.797
D04-ZH-R3	family	simpson	0.858
D09-OR-R3	family	simpson	0.829
D02-OF-R2	family	simpson	0.768
D07-ZH-R1	family	simpson	0.811
D05-ZR-R1	family	simpson	0.852
D10-OH-R2	family	simpson	0.672
D08-ZR-R3	family	simpson	0.762
D03-OR-R2	family	simpson	0.827
D10-OF-R1	family	simpson	0.586
D01-ZR-R2	family	simpson	0.806
D10-ZF-R2	family	simpson	0.719
D03-OH-R3	family	simpson	0.819
D07-OR-R1	family	simpson	0.803
D01-OR-R2	family	simpson	0.829
PCO-B4-R1	family	simpson	0.742
PCO-B2-R3	family	simpson	0.659
D05-NF-R1	family	simpson	0.842
D07-OR-R3	family	simpson	0.816
D04-ZF-R3	family	simpson	0.842
D04-OF-R1	family	simpson	0.812
D04-ZH-R1	family	simpson	0.854
D03-ZH-R2	family	simpson	0
D05-NF-R2	family	simpson	0.843
D02-ZR-R2	family	simpson	0.727
D02-NF-R1	family	simpson	0.731
D02-ZF-R2	family	simpson	0.779
D04-ZR-R3	family	simpson	0.852
NCO-B4-R3	family	simpson	0.803
D09-OH-R3	family	simpson	0.818
D03-NF-R2	family	simpson	0.853
D03-OF-R2	family	simpson	0.816
D02-OR-R1	family	simpson	0.683
D06-OR-R1	family	simpson	0.667
D05-ZH-R2	family	simpson	0.831
D06-OH-R1	family	simpson	0.777
D07-NF-R2	family	simpson	0.82
D03-ZR-R3	family	simpson	0.817
D04-OR-R2	family	simpson	0.853
D07-OF-R2	family	simpson	0.823
D09-ZR-R2	family	simpson	0.815
D03-OF-R1	family	simpson	0.846
D08-OF-R2	family	simpson	0.765
PCO-B3-R2	family	simpson	0.759
NCO-B4-R1	family	simpson	0.871
D08-OH-R2	family	simpson	0.764
D08-ZH-R2	family	simpson	0.721
D10-OF-R2	family	simpson	0.72
D07-ZR-R2	family	simpson	0.814
D05-OH-R3	family	simpson	0.78
D03-OH-R2	family	simpson	0.809
PCO-B2-R2	family	simpson	0.692
D02-ZH-R3	family	simpson	0.773
D06-OH-R3	family	simpson	0.786
D07-ZF-R2	family	simpson	0.811
D03-NF-R1	family	simpson	0.84
D02-NF-R2	family	simpson	0.791
D05-OF-R2	family	simpson	0.845
D02-ZR-R1	family	simpson	0.772
D03-ZF-R2	family	simpson	0.855
D01-ZH-R3	family	simpson	0.81
D02-ZH-R1	family	simpson	0.734
D05-ZR-R3	family	simpson	0.83
D05-OR-R2	family	simpson	0.847
D06-OH-R2	family	simpson	0.768
D06-ZF-R3	family	simpson	0.798
D03-OR-R3	family	simpson	0.84
D08-OR-R2	family	simpson	0.765
D09-NF-R1	family	simpson	0.832
D09-OH-R1	family	simpson	0.822
D07-OR-R2	family	simpson	0.817
NCO-B2-R3	family	simpson	0.809
D06-ZH-R1	family	simpson	0.705
D05-ZF-R3	family	simpson	0.855
D09-ZH-R1	family	simpson	0.802
D01-OR-R1	family	simpson	0.822
D06-OF-R2	family	simpson	0.706
D10-OH-R3	family	simpson	0.64
D08-NF-R3	family	simpson	0.789
D03-ZR-R2	family	simpson	0.855
D04-OH-R3	family	simpson	0.855
D04-NF-R2	family	simpson	0.813
D01-NF-R3	family	simpson	0.805
D07-ZR-R1	family	simpson	0.81
D09-OR-R1	family	simpson	0.789
D07-ZR-R3	family	simpson	0.809
D08-OR-R1	family	simpson	0.751
D02-ZR-R3	family	simpson	0.723
D01-OF-R3	family	simpson	0.812
D01-NF-R1	family	simpson	0.792
D01-NF-R2	family	simpson	0.8
D07-NF-R3	family	simpson	0.802
D10-ZF-R1	family	simpson	0.675
D08-OR-R3	family	simpson	0.746
D09-OR-R2	family	simpson	0.836
D10-ZH-R2	family	simpson	0.627
D09-ZH-R3	family	simpson	0.763
D10-OR-R2	family	simpson	0.644
D07-ZH-R2	family	simpson	0.812
D10-OR-R3	family	simpson	0.693
D06-OR-R2	family	simpson	0.708
D08-NF-R2	family	simpson	0.773
D02-OH-R1	family	simpson	0.77
D01-OH-R3	family	simpson	0.802
NCO-B1-R1	family	simpson	0.887
D04-ZF-R2	family	simpson	0.847
D07-OH-R1	family	simpson	0.793
D02-ZF-R1	family	simpson	0.754
D05-OF-R1	family	simpson	0.829
D08-OF-R1	family	simpson	0.784
D05-NF-R3	family	simpson	0.852
D08-ZH-R1	family	simpson	0.768
D10-ZF-R3	family	simpson	0.777
D10-OR-R1	family	simpson	0.68
PCO-B4-R3	family	simpson	0.786
D10-NF-R2	family	simpson	0.738
D02-ZH-R2	family	simpson	0.767
PCO-B4-R2	family	simpson	0.77
D06-NF-R2	family	simpson	0.778
D10-ZR-R2	family	simpson	0.597
D01-OF-R2	family	simpson	0.824
D04-OF-R2	family	simpson	0.875
D10-ZR-R1	family	simpson	0.678
PCO-B1-R1	family	simpson	0.687
D04-ZH-R2	family	simpson	0.846
D02-ZF-R3	family	simpson	0.787
D06-NF-R3	family	simpson	0.785
D01-OH-R2	family	simpson	0.802
D07-OF-R1	family	simpson	0.813
D04-ZF-R1	family	simpson	0.846
D07-ZF-R3	family	simpson	0.802
D07-OH-R3	family	simpson	0.789
D10-ZH-R1	family	simpson	0.596
D07-OF-R3	family	simpson	0.807
D05-OH-R2	family	simpson	0.828
D05-ZH-R3	family	simpson	0.834
D06-ZR-R1	family	simpson	0.825
D09-ZF-R3	family	simpson	0.818
D06-OR-R3	family	simpson	0.787
NCO-B1-R3	family	simpson	0.769
D06-NF-R1	family	simpson	0.789
D02-OH-R3	family	simpson	0.711
D01-ZH-R1	family	simpson	0.814
PCO-B3-R3	family	simpson	0.834
D01-OH-R1	family	simpson	0.796
D07-ZF-R1	family	simpson	0.814
D05-ZR-R2	family	simpson	0.855
D03-ZF-R3	family	simpson	0.846
D03-ZF-R1	family	simpson	0.854
D04-OF-R3	family	simpson	0.835
D04-OR-R1	family	simpson	0.823
D05-OR-R1	family	simpson	0.811
D02-OR-R3	family	simpson	0.767
PCO-B3-R1	family	simpson	0.696
D06-ZH-R2	family	simpson	0.783
D04-ZR-R2	family	simpson	0.852
D03-OF-R3	family	simpson	0.834
D01-ZH-R2	family	simpson	0.819
D10-ZR-R3	family	simpson	0.702
D05-OR-R3	family	simpson	0.849
D05-ZH-R1	family	simpson	0.845
D03-OR-R1	family	simpson	0.791
D04-OH-R2	family	simpson	0.853
NCO-B3-R1	family	simpson	0.7
D09-OF-R1	family	simpson	0.788
D08-ZF-R1	family	simpson	0.758
D01-OF-R1	family	simpson	0.817
D03-OH-R1	family	simpson	0.82
NCO-B1-R2	family	simpson	0.754
D10-ZH-R3	family	simpson	0.601
D01-ZF-R2	family	simpson	0.79
PCO-B2-R1	family	simpson	0.712
D04-NF-R1	family	simpson	0.806
D06-OF-R3	family	simpson	0.796
D09-OH-R2	family	simpson	0.814
D08-OF-R3	family	simpson	0.76
D04-OR-R3	family	simpson	0.825
D10-OF-R3	family	simpson	0.686
D06-ZF-R1	family	simpson	0.788
D05-ZF-R1	family	simpson	0.854
D06-OF-R1	family	simpson	0.67
D03-ZR-R1	family	simpson	0.842
D09-ZR-R3	family	simpson	0.808
D01-ZF-R3	family	simpson	0.811
D03-ZH-R3	family	simpson	0.809
D07-OH-R2	family	simpson	0.799
D09-NF-R2	family	simpson	0.836
D04-ZR-R1	genus	shannon	3.401
D10-NF-R1	genus	shannon	2.762
NCO-B2-R1	genus	shannon	3.079
D02-OF-R1	genus	shannon	2.302
D02-OF-R3	genus	shannon	2.717
D06-ZR-R2	genus	shannon	2.429
D06-ZF-R2	genus	shannon	2.707
D09-ZH-R2	genus	shannon	2.95
D01-ZR-R3	genus	shannon	3.091
D10-OH-R1	genus	shannon	2.586
PCO-B1-R3	genus	shannon	2.874
NCO-B3-R2	genus	shannon	1.78
D04-OH-R1	genus	shannon	3.355
D01-OR-R3	genus	shannon	3.093
