metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
Temperature	Subdoligranulum	Hot	-0.0552107434819674	0.0292691759022498	210	209	0.0607243886846497	0.156918106064954
Temperature	Terribacillus	Hot	-0.000168432018296599	8.99243557768779e-05	210	96	0.0625438949290141	0.161321706846424
Temperature	unclassified.Ignavibacteria	Hot	-8.17735599447127e-05	4.37491735005596e-05	210	40	0.0630866668768608	0.162422026323851
Temperature	Mycobacterium	Hot	-0.000226979283491383	0.000121774737742488	210	209	0.0638197380623349	0.163828899815793
Temperature	Fusobacterium	Room Temp	0.000140222203489624	7.52430799518127e-05	210	209	0.0638674895562283	0.163828899815793
Kit	unclassified.Hungateiclostridiaceae	Zymo	0.000655830110842075	0.000352636807201468	210	209	0.064406187766226	0.164908151093743
Temperature	Microbacterium	Room Temp	-0.000160382686338038	8.63280790211861e-05	210	198	0.0646857265053569	0.165019426376805
Temperature	Sharpea	Hot	-0.00023673277595004	0.000127398483978286	210	169	0.0646315544204781	0.165019426376805
Temperature	Microbacterium	Hot	-0.000160153261248513	8.63280790211861e-05	210	198	0.0650660615768261	0.165687348059022
Kit	Roseburia	Zymo	-0.185749589025304	0.100342547703647	210	209	0.0656442087335895	0.166855643290106
Temperature	Mycoplasma	Room Temp	0.00443240709259613	0.0023961192401901	210	164	0.0658362734628454	0.167040127588127
Temperature	unclassified.Desulfobulbaceae	Hot	-0.000105251354499422	5.70196921658674e-05	210	55	0.0664106036833009	0.168192072371838
Temperature	Colletotrichum	Room Temp	0.000210665052196308	0.000114256677751637	210	208	0.0667161023118084	0.168660236947393
Kit	Gigaspora	Zymo	-0.000250749032527541	0.000136258254418843	210	209	0.0672361956046442	0.169362525144671
Temperature	Selenomonadales..environmental.samples	Room Temp	9.03574129120351e-05	4.90895727633169e-05	210	62	0.0671749368190535	0.169362525144671
Temperature	Moineauvirus	Room Temp	-0.00025873999830651	0.000140734971335743	210	39	0.0674956672799311	0.169710328880115
Kit	Bifidobacterium	Zymo	0.296715166246151	0.161568394177257	210	209	0.0677954470722819	0.169853109331631
Temperature	unclassified.Bacteroidaceae	Room Temp	0.0676110425268212	0.0368095351345913	210	209	0.0677490303405066	0.169853109331631
Kit	unclassified.Desulfovibrionaceae	Zymo	0.000541486574501666	0.000295083576181222	210	180	0.0680094856527217	0.17008454551432
Kit	Mesorhizobium	Zymo	0.000100227183954275	5.47110456741356e-05	210	202	0.0684707889103069	0.170932433743945
Temperature	unclassified.Opitutae	Hot	0.0137889070693984	0.00753158860648153	210	38	0.0686396308564805	0.171048491866951
Temperature	Bilophila	Hot	-0.0195736914763686	0.010700194717807	210	170	0.0688688348976899	0.171314290368275
Kit	Saccharomyces	Zymo	-0.000223828666607143	0.000122920418791521	210	167	0.0701356124709984	0.174155570576298
Temperature	unclassified.Acidaminococcaceae	Hot	0.00016030757991026	8.80936057969266e-05	210	112	0.0703162605839795	0.174294560809226
Temperature	unclassified.Bacteroidaceae	Hot	0.0669396826788769	0.0368095351345913	210	209	0.0704999680153982	0.174440628823941
Temperature	Carnobacterium	Room Temp	0.00400287730799983	0.00220773341396846	210	209	0.07133591761473	0.175029079638201
Temperature	Sellimonas	Room Temp	-0.00584743751111748	0.00322539608733103	210	209	0.0713637878353179	0.175029079638201
Temperature	unclassified.Bacteria..miscellaneous.	Hot	-0.000288776389140887	0.000159109426864976	210	209	0.0710517612991436	0.175029079638201
Kit	Smittium	Zymo	-0.000103653332309216	5.71509272157719e-05	210	201	0.0712491149677631	0.175029079638201
Temperature	Aggregatibacter	Room Temp	-0.000108463222811656	5.97821187059562e-05	210	32	0.0711514813300244	0.175029079638201
Temperature	Clavaria	Room Temp	-5.34818052319448e-05	2.95234669927152e-05	210	41	0.0715862775765286	0.17526727854989
Temperature	Clavaria	Hot	-5.34434050165122e-05	2.95234669927152e-05	210	41	0.0717884708044552	0.175455038784315
Temperature	Smittium	Hot	0.000122413870815623	6.80232093893828e-05	210	201	0.0734556725844767	0.179216457719194
Temperature	unclassified.Anaerolineales	Room Temp	-0.000178977084331953	9.99735383984587e-05	210	123	0.0749502812122366	0.182544413126667
Temperature	Aminipila	Room Temp	-7.00667076816259e-05	3.92432714620303e-05	210	196	0.0757275471291854	0.184116714585393
Temperature	Curtobacterium	Hot	-9.68104447179386e-05	5.44389252129941e-05	210	72	0.0768918057509372	0.186622820208004
Temperature	Citrobacter	Room Temp	-7.17769401313036e-05	4.04107775483991e-05	210	53	0.0772462598781906	0.187158182512496
Kit	Pedobacter	Zymo	-0.000130216066651073	7.33857669720598e-05	210	209	0.0775406725620315	0.187546471006436
Kit	Anaerostipes	Zymo	-0.0679581960042958	0.0384644342050898	210	209	0.0788135833447955	0.190296009526812
Kit	Bertia	Zymo	8.68894228131529e-05	4.92386377837961e-05	210	185	0.0791706506134604	0.190828568202789
Temperature	Yersinia	Room Temp	8.52326003219467e-05	4.83358323220679e-05	210	67	0.0793931316173058	0.190959331449409
Temperature	Bacilliculturomica	Room Temp	9.19078328537141e-05	5.21397362423672e-05	210	57	0.0794980907750756	0.190959331449409
Temperature	Staphylococcus	Hot	-0.0097051029404807	0.00551003569949626	210	209	0.0797304485713775	0.191188965870988
Temperature	unclassified.Armatimonadetes	Room Temp	-0.000123642499019623	7.05050935782151e-05	210	142	0.0810426380551755	0.194002753426602
Kit	Akkermansia	Zymo	0.0549954676896903	0.0314563792059248	210	209	0.0819683157652497	0.195883257162084
Temperature	Oribacterium	Hot	-0.000233053677154176	0.000133455804857084	210	209	0.0823178117550217	0.196382765927509
Temperature	Megasphaera	Hot	-0.0455474756490932	0.0261097378389454	210	207	0.0826379511308579	0.196810657037375
Temperature	Trichoderma	Room Temp	0.000106990200781826	6.149393253179e-05	210	136	0.0834471491232174	0.198399854548058
Kit	Massilicoli	Zymo	0.000619274825121246	0.000357876340654865	210	209	0.0851220150031533	0.20203833102616
Kit	Hypoxylon	Zymo	-8.02341976844759e-05	4.64184348200173e-05	210	72	0.0854656929132552	0.202309716016363
Kit	Bosea	Zymo	3.67592943387817e-05	2.12707207922358e-05	210	45	0.0855257812343851	0.202309716016363
Temperature	Hemileia	Hot	8.05128741075505e-05	4.6620270186681e-05	210	205	0.0857364088346358	0.202465370862873
Temperature	Puccinia	Hot	0.000200387685869073	0.000116164420781148	210	80	0.0860894767585866	0.202763094440356
Temperature	Janthinobacterium	Room Temp	5.69031194971335e-05	3.30286741632252e-05	210	62	0.0864867029919095	0.202763094440356
Temperature	unclassified.Phycisphaerales	Hot	0.000103644899065256	6.01284520730007e-05	210	72	0.0863264092744014	0.202763094440356
Temperature	unclassified.Phycisphaerales	Room Temp	0.000103566962610946	6.01284520730007e-05	210	72	0.0865613199094342	0.202763094440356
Temperature	Acetobacter	Hot	9.85235742293717e-05	5.72052072404739e-05	210	27	0.0865876733768903	0.202763094440356
Kit	Micromonospora	Zymo	9.01845541519129e-05	5.24365488982736e-05	210	181	0.0870247844041803	0.203445900663953
Temperature	Lachnotalea	Room Temp	-0.00179554811759853	0.00104656669298267	210	209	0.0877972696871197	0.204909153627034
Kit	Pseudoclostridium	Zymo	9.69116934041548e-05	5.66153469241786e-05	210	128	0.0885152837405895	0.206240611115574
Kit	Anaerocolumna	Zymo	0.000120359685508097	7.05943277599377e-05	210	209	0.0897804301004698	0.208840334909246
Kit	unclassified.Eggerthellales	Zymo	-0.00431564937269571	0.00253992371729539	210	95	0.0908740652605157	0.211033128296015
Kit	Fusobacterium	Zymo	0.000106886993694772	6.32168317904703e-05	210	209	0.0924565749748664	0.214352059394466
Temperature	Nonomuraea	Room Temp	-8.18568818412177e-05	4.8589600279258e-05	210	53	0.0936380408424932	0.216373522475712
Temperature	Magnetospirillum	Hot	9.36236697965214e-05	5.55702099139738e-05	210	46	0.0936142246181364	0.216373522475712
Temperature	Rhodospirillum	Room Temp	0.000916355676087871	0.000546981243022304	210	22	0.0954626351165988	0.219862872970354
Kit	Zoogloea	Zymo	0.000126953272301309	7.57667502563695e-05	210	203	0.0954068803692587	0.219862872970354
Kit	Dysgonomonas	Zymo	-0.000220358936710273	0.000131664231776728	210	201	0.0957877924824928	0.220248904425206
Temperature	Johnsonella	Hot	-0.000159551427778912	9.55255078287436e-05	210	209	0.0964580646565186	0.221425902117919
Kit	Sporobacter	Zymo	0.000113560837376237	6.80745956268398e-05	210	188	0.0968681864334914	0.222002827268887
Temperature	Peptostreptococcus	Hot	-9.51641976375962e-05	5.7276255080192e-05	210	49	0.0982046438503176	0.22469736841693
Kit	Bacteroidales..environmental.samples	Zymo	-0.000975309697799142	0.000588735717085797	210	209	0.0991887190520298	0.226208530562378
Temperature	Cryobacterium	Room Temp	-5.01686365169238e-05	3.02781355401456e-05	210	24	0.0991261335535803	0.226208530562378
Temperature	Synechococcus	Room Temp	-8.52431071965365e-05	5.15326815387137e-05	210	67	0.0996882220090279	0.226977417538471
Temperature	Brachybacterium	Hot	-6.00919745015196e-05	3.63641593049046e-05	210	50	0.100024405554739	0.227372551163456
Temperature	Paludibacter	Room Temp	5.17526953166853e-05	3.13374259723733e-05	210	42	0.100236571812358	0.227484947067658
Temperature	Burkholderia	Room Temp	0.000138611799294012	8.41939427015431e-05	210	200	0.101288274977668	0.229499203271929
Kit	Terribacillus	Zymo	0.00012371668874486	7.55515706780468e-05	210	96	0.103119624697468	0.233270607325341
Kit	Bariatricus	Zymo	0.000136969829489527	8.3694270101266e-05	210	209	0.103321129959517	0.233348852477229
Temperature	Emergencia	Room Temp	-0.00264218272299368	0.00161587268412646	210	136	0.103615918954165	0.23363718499665
Temperature	unclassified.Rhizobiales..miscellaneous.	Hot	0.000192636345507269	0.000118140643152419	210	209	0.104579253698498	0.235429624268116
Temperature	Prevotellaceae..environmental.samples	Room Temp	0.0154807880892158	0.00950008764642547	210	209	0.104796348042202	0.23545642319278
Temperature	Ogataea	Hot	7.19793579983877e-05	4.41883932397051e-05	210	74	0.104928005471461	0.23545642319278
Temperature	Traorella	Hot	0.00027722377437436	0.000170617118588604	210	174	0.105797642461625	0.237027410514986
Temperature	Geoglossum	Hot	0.000240807287142628	0.00014886416167195	210	209	0.107342171009369	0.240102968113756
Temperature	Syntrophomonas	Room Temp	-9.02649333335013e-05	5.59962489281878e-05	210	195	0.108566805342049	0.242454303303809
Temperature	Ruthenibacterium	Hot	1.86548512343583	1.15905823760386	210	210	0.109042002959429	0.242807202476515
Temperature	Saccharomyces	Room Temp	0.000235501368657744	0.000146304562201027	210	167	0.109072191098177	0.242807202476515
Temperature	Austropuccinia	Room Temp	0.00025599403051092	0.000159276728271498	210	209	0.109605913195827	0.24322074071074
Kit	Arthrobotrys	Zymo	-5.3512751205385e-05	3.32891351154286e-05	210	33	0.109543188571321	0.24322074071074
Kit	Desulfotomaculum	Zymo	-0.00224624034769892	0.00140183440038385	210	209	0.110678693702584	0.244458816180856
Temperature	unclassified.Rhodobacteraceae	Hot	9.53020988398103e-05	5.94459709075983e-05	210	126	0.110498842047332	0.244458816180856
Kit	unclassified.Acidimicrobiaceae	Zymo	7.68888250328254e-05	4.79861217851198e-05	210	183	0.110688433935967	0.244458816180856
Temperature	Sharpea	Room Temp	-0.000203587064303109	0.000127398483978286	210	169	0.111638182879536	0.246167475813235
Temperature	unclassified.Elusimicrobia	Room Temp	-0.000120361603386171	7.53597925419906e-05	210	187	0.111832963212535	0.246208633970275
Temperature	Cryptobacterium	Room Temp	-0.00366053882002448	0.00229318478684296	210	39	0.112031727511811	0.246209250840081
Temperature	Pseudonocardia	Room Temp	-0.000115329407919766	7.22805389235301e-05	210	125	0.11218547409523	0.246209250840081
Temperature	Butyrivibrio	Room Temp	0.0220509576229822	0.0138349225195146	210	209	0.112570074187226	0.246666087325615
Kit	Rhodobacter	Zymo	4.6715439477019e-05	2.94042611336941e-05	210	47	0.113724913429976	0.248806618114407
Temperature	Malassezia	Hot	1.84253438731473e-05	1.1615991879545e-05	210	22	0.11429664337246	0.249666730366717
