sample	tax.level	method	value
XT_D09-NFlex-R1-B	species	simpson	0.954
XT_D03-NFlex-R1-C	species	simpson	0.956
XT_D01-NFlex-R1-A	species	simpson	0.95
XT_D04-NFlex-R1-C	species	simpson	0.973
XT_D10-NFlex-R1-A	species	simpson	0.983
XT_D06-NFlex-R1-B	species	simpson	0.929
XT_D03-NFlex-R1-B	species	simpson	0.957
XT_D10-NFlex-R1-B	species	simpson	0.983
XT_D09-NFlex-R1-C	species	simpson	0.954
XT_D02-NFlex-R1-A	species	simpson	0.963
XT_D09-NFlex-R1-A	species	simpson	0.954
XT_D04-NFlex-R1-B	species	simpson	0.973
XT_D08-NFlex-R1-A	species	simpson	0.946
XT_D06-NFlex-R1-C	species	simpson	0.928
XT_D02-NFlex-R1-C	species	simpson	0.963
XT_D01-NFlex-R1-C	species	simpson	0.948
XT_D07-NFlex-R1-A	species	simpson	0.951
XT_D03-NFlex-R1-A	species	simpson	0.957
XT_D01-NFlex-R1-B	species	simpson	0.947
Flex_D10-NF-R1	species	simpson	0.983
Flex_D07-NF-R1	species	simpson	0.961
Flex_D08-NF-R1	species	simpson	0.948
Flex_D05-NF-R1	species	simpson	0.974
Flex_D02-NF-R1	species	simpson	0.969
Flex_D03-NF-R1	species	simpson	0.96
Flex_D09-NF-R1	species	simpson	0.95
Flex_D01-NF-R1	species	simpson	0.952
Flex_D06-NF-R1	species	simpson	0.935
Flex_D04-NF-R1	species	simpson	0.973
