Sample,Relative.Abundance..Firmicutes,Relative.Abundance..Bacteroidetes,Relative.Abundance..Actinobacteria,Relative.Abundance..Other.Bacteria,Relative.Abundance..Viruses,Relative.Abundance..Fungi,Relative.Abundance..Unclassified...Root,Relative.Abundance..Unclassified,Richness.0.01.,Richness.0.001.,Richness.0.0001.,Richness.0.00001.,Richness.Any.,Shannon.Entropy,Inv.Simpson,Firmicutes..Faecalibacterium,Firmicutes..Ruminococcus,Firmicutes..Clostridium,Firmicutes..Blautia,Firmicutes..unclassified.Lachnospiraceae,Firmicutes..unclassified.Ruminococcaceae,Firmicutes..Eubacterium,Firmicutes..Roseburia,Firmicutes..unclassified.Clostridiales..miscellaneous.,Firmicutes..Coprococcus,Firmicutes..Firmicutes..environmental.samples,Firmicutes..Oscillibacter,Firmicutes..Dorea,Firmicutes..Megamonas,Firmicutes..unclassified.Firmicutes.sensu.stricto..miscellaneous.,Firmicutes..Dialister,Firmicutes..Subdoligranulum,Firmicutes..Gemmiger,Firmicutes..Butyricicoccus,Firmicutes..unclassified.Oscillospiraceae,Firmicutes..unclassified.Clostridiaceae,Firmicutes..Streptococcus,Firmicutes..Anaerostipes,Firmicutes..Flavonifractor,Firmicutes..Lachnoclostridium,Firmicutes..Clostridiales..environmental.samples,Firmicutes..Coprobacillus,Firmicutes..Lachnospira,Firmicutes..Phascolarctobacterium,Firmicutes..Mitsuokella,Firmicutes..Anaerobutyricum,Firmicutes..Butyrivibrio,Firmicutes..unclassified.Erysipelotrichaceae,Firmicutes..Fusicatenibacter,Firmicutes..Megasphaera,Firmicutes..unclassified.Clostridia,Firmicutes..Intestinimonas,Bacteroidetes..Bacteroides,Bacteroidetes..Alistipes,Bacteroidetes..Prevotella,Bacteroidetes..Parabacteroides,Bacteroidetes..Odoribacter,Bacteroidetes..unclassified.Bacteroidaceae,Bacteroidetes..Butyricimonas,Bacteroidetes..Barnesiella,Actinobacteria..Bifidobacterium,Actinobacteria..Collinsella,Actinobacteria..Eggerthella,Proteobacteria..Sutterella,Proteobacteria..Azospirillum,Proteobacteria..Bilophila,Verrucomicrobia..Akkermansia,Lentisphaerae..unclassified.Lentisphaeria,null..crAss.like.viruses,Patient,Sample_Type,Replication,MicrobesPerGram,mean_16s_count,DNAConcentration,Absolute.Abundance..Firmicutes,Absolute.Abundance..Bacteroidetes,Absolute.Abundance..Actinobacteria,Absolute.Abundance..Other.Bacteria,Absolute.Abundance..Viruses,Absolute.Abundance..Fungi,Absolute.Abundance..Unclassified...Root,Absolute.Abundance..Unclassified,Richness.100M,Richness.10M,Richness.1M
D04-OR-R3,0.658305703,0.096274403,0.097394827,0.01241705,5e-05,0.002049466,0.133403806,0.119745683,108,355,1450,2776,2981,3.364303935,17.20632193,0.115496533,0.029063307,0.048901229,0.024689539,0.057088291,0.033482803,0.044405035,0.040118369,0.038498945,0.107421856,0.012944863,0.029167042,0.014519465,2.2e-05,0.013278631,0.00606003,0.002446586,0.002403337,0.00453666,0.010959552,0.005712289,0.000467505,0.004683523,0.001889317,0.001439716,0.012273999,0.000945294,0.005071669,0.000297415,0.008973637,0.002177418,0.015361024,0.013762287,0.000444581,0.000104824,0.000422866,0.001516777,0.031105838,0.009130178,0.060099222,0.006966672,0.004406371,0.000189506,0.000531985,0.001169459,0.112676439,0.009249156,0.000518557,0.000240437,2.61e-05,0.000540695,4.29e-05,0.005815117,2.24e-06,D04,OR,R3,5.31188e+12,4.589590303,45.4,3.49684e+12,5.11398e+11,5.17349e+11,65957857479,265615547,10886512755,7.08625e+11,6.36075e+11,199,842,2377
D04-ZF-R1,0.606219488,0.158407929,0.081293676,0.015572119,5.45e-05,0.001965104,0.136391971,0.122854654,105,351,1455,2849,3021,3.352544397,16.62196188,0.106469902,0.034996311,0.042415569,0.024678639,0.043406498,0.026554652,0.038161594,0.032184285,0.028354803,0.103437363,0.011435124,0.029405379,0.010196889,1.92e-05,0.01267825,0.006900509,0.002158406,0.002138417,0.004271147,0.011715497,0.005279831,0.000507053,0.003216371,0.001855439,0.001417124,0.009505152,0.000690513,0.005311037,0.000489989,0.022219393,0.002086585,0.014460752,0.013513788,0.000515612,0.00018564,0.000352407,0.001721313,0.035635151,0.008963119,0.124986922,0.008607682,0.005077499,8.03e-05,0.000806086,0.000474997,0.093863898,0.007597774,0.00037633,0.000361338,2.68e-05,0.000496155,4.61e-05,0.007682567,2.45e-06,D04,ZF,R1,4.04535e+12,4.513663048,10.2,2.45237e+12,6.40815e+11,3.28861e+11,62994598104,220656361.5,7949525599,5.51753e+11,4.9699e+11,170,689,2233
D04-ZF-R2,0.608921556,0.15812326,0.082999509,0.016459791,5e-05,0.001741199,0.131612084,0.118143378,100,342,1397,2677,2979,3.349789819,16.50192867,0.115944218,0.033529864,0.041830787,0.023123174,0.042269875,0.02729391,0.035945191,0.032288294,0.028929706,0.09966145,0.011422668,0.030596335,0.009781716,1.82e-05,0.01253724,0.007425723,0.002399763,0.002375821,0.0045549,0.012124227,0.005153304,0.000446424,0.003028256,0.001879976,0.001374515,0.009773537,0.000663985,0.004868131,0.000491829,0.023555569,0.001947688,0.014134967,0.012515876,0.00048722,0.000184597,0.000378117,0.001793279,0.03474075,0.009592113,0.123886109,0.008290762,0.004789017,8.61e-05,0.000815915,0.000498968,0.092303587,0.008418305,0.000405975,0.000383421,2.35e-05,0.00053213,4.95e-05,0.007822577,2.23e-06,D04,ZF,R2,1.23761e+12,4.523547664,6.84,7.53608e+11,1.95695e+11,1.02721e+11,20370822039,61936149.34,2154927552,1.62885e+11,1.46216e+11,99,327,1320
D04-ZF-R3,0.606736365,0.166599517,0.083869933,0.014674417,4.41e-05,0.001576435,0.126415196,0.112771757,102,330,1322,2605,2605,3.31128141,15.84106529,0.106048596,0.03525198,0.041087723,0.025359891,0.044027058,0.025345773,0.036751504,0.032138464,0.026120909,0.10901006,0.010734952,0.027079955,0.01025705,1.76e-05,0.012041217,0.006970879,0.002035041,0.002072434,0.004353771,0.010699849,0.005229066,0.000442989,0.003263659,0.001784739,0.001349762,0.008130244,0.000614881,0.005393136,0.000481145,0.022424944,0.002089222,0.014389708,0.013096988,0.000526169,0.000182385,0.000327568,0.001554468,0.035695923,0.008471166,0.132353225,0.00851123,0.00489463,8.97e-05,0.000850684,0.000565088,0.096518986,0.007588813,0.000359809,0.000321081,2.12e-05,0.000472751,4.62e-05,0.007265824,2.48e-06,D04,ZF,R3,9.27329e+11,4.51210512,7.32,5.62644e+11,1.54493e+11,77775051921,13608017335,40907034.85,1461874575,1.17229e+11,1.04577e+11,94,256,1112
D04-ZH-R1,0.577228298,0.193219251,0.063040268,0.01944615,5.92e-05,0.002193345,0.144704546,0.131501629,110,364,1493,2790,3064,3.374660093,16.52500094,0.073319807,0.021195957,0.051924126,0.013764693,0.039856321,0.033009979,0.04199987,0.040631918,0.033950133,0.107289536,0.011744804,0.036243665,0.007856712,2.4e-05,0.013257539,0.008259304,0.002416869,0.002207744,0.004137261,0.014429734,0.005735375,0.00050307,0.001632605,0.002089667,0.001389429,0.011831151,0.000729265,0.003919263,0.000570173,0.018691272,0.00073661,0.019559268,0.009956427,0.000222552,0.000167759,0.000441079,0.001934982,0.040458665,0.011830857,0.153843125,0.009996677,0.005591972,0.000212886,0.000943649,0.001346358,0.064598565,0.0082462,0.000346711,0.000475952,2.9e-05,0.000606076,5.95e-05,0.00941008,3.14e-06,D04,ZH,R1,2.31686e+12,4.475588144,9.32,1.33735e+12,4.47661e+11,1.46055e+11,45053917015,137057598,5081662501,3.3526e+11,3.0467e+11,134,513,1882
D04-ZH-R2,0.583835137,0.191651319,0.061246398,0.017961419,6.39e-05,0.002402765,0.142737832,0.129060794,110,361,1472,2825,2987,3.346353588,16.00209568,0.061431328,0.020133484,0.056005535,0.014980161,0.0425688,0.034044756,0.046669153,0.038349285,0.030700348,0.1270193,0.013138052,0.03093832,0.008678959,2.47e-05,0.014131266,0.007541376,0.002021428,0.001862395,0.003928114,0.012096732,0.005627107,0.000450132,0.001619101,0.00197538,0.001341509,0.009332515,0.000769704,0.003975618,0.000611174,0.013359704,0.000673341,0.022651092,0.012188275,0.00021673,0.000150396,0.000413425,0.001634417,0.04271558,0.010662525,0.148481137,0.010539446,0.006649446,0.000213366,0.001052117,0.001345326,0.065194282,0.007865166,0.000338704,0.000404235,2.6e-05,0.000454652,5.93e-05,0.009660774,6.23e-06,D04,ZH,R2,2.0977e+11,4.487576318,3.8,1.22471e+11,40202644425,12847640115,3767761960,13411523.59,504027345,29942075682,27073047201,60,127,472
D04-ZH-R3,0.581331566,0.176188608,0.079122267,0.020023733,5.89e-05,0.002370994,0.140801188,0.12687461,107,363,1499,2731,2927,3.402121547,17.50706439,0.071790584,0.023105254,0.054537917,0.01534455,0.042348986,0.033248051,0.040813172,0.03320831,0.032878107,0.112557356,0.012916959,0.034244832,0.008891134,2.21e-05,0.01376733,0.007116666,0.002550004,0.002483353,0.004070837,0.013878438,0.004902067,0.000418146,0.001834391,0.001991413,0.001276424,0.012050567,0.000962589,0.003671071,0.000521417,0.016284737,0.00076437,0.01902214,0.012600211,0.000247947,0.000145925,0.000411488,0.001751858,0.040800757,0.013621267,0.13044116,0.009495014,0.005760622,0.000247115,0.000934569,0.001605586,0.081398648,0.011107536,0.000412389,0.000490761,0.000614631,0.000579537,6.21e-05,0.009855248,4.58e-06,D04,ZH,R3,5.69626e+11,4.467984432,10,3.31142e+11,1.00362e+11,45070131585,11406046753,33556246.2,1350580854,80204072891,72271126648,85,212,906
D04-ZR-R1,0.578632442,0.20084473,0.048434208,0.021434983,5.82e-05,0.002057394,0.148424022,0.135332599,107,362,1511,2794,3080,3.322845497,15.34874476,0.110136168,0.018546431,0.050533734,0.011598503,0.028646378,0.030988522,0.034757092,0.036860553,0.036751114,0.100402218,0.010816532,0.043285194,0.005171284,2.18e-05,0.013405488,0.007335854,0.002250439,0.001810499,0.004309054,0.016795255,0.005947163,0.000394045,0.001145787,0.002382089,0.001387416,0.013109523,0.000485042,0.003784435,0.000593036,0.02466536,0.000562383,0.01895906,0.007029774,0.0002433,0.000196697,0.000491501,0.002259646,0.040227968,0.012802367,0.160100663,0.010135984,0.005943877,0.000161964,0.000969488,0.001014477,0.050962172,0.005151708,0.000229928,0.000515808,3.03e-05,0.000662785,6.17e-05,0.010154597,3e-06,D04,ZR,R1,8.11947e+11,4.514360373,9.08,4.69819e+11,1.63075e+11,39326023215,17404076213,47285057.71,1670495348,1.20512e+11,1.09883e+11,94,270,1152
D04-ZR-R2,0.613208871,0.159979502,0.065678177,0.01697657,5.58e-05,0.002146255,0.141844684,0.128734409,105,362,1483,2763,2957,3.394709632,17.41138268,0.096913005,0.023389603,0.04844691,0.015772597,0.039629967,0.032481289,0.040798014,0.032752046,0.036146192,0.118734248,0.012382375,0.039115298,0.008382063,2.02e-05,0.014370604,0.007909064,0.00258038,0.002360636,0.004215199,0.015458302,0.005768111,0.000371909,0.001809156,0.002218001,0.00140735,0.012342512,0.000711243,0.004260979,0.000588228,0.021629777,0.001224665,0.01883152,0.011924138,0.000364248,0.000173093,0.000434506,0.001975584,0.037624112,0.010344941,0.119942346,0.008853132,0.005336719,0.000174712,0.000862411,0.001115229,0.06633511,0.009183371,0.000393834,0.000394145,2.64e-05,0.000569729,5.35e-05,0.008241982,2.87e-06,D04,ZR,R2,1.48978e+12,4.514551069,5.4,9.13548e+11,2.38335e+11,97846200785,25291398119,83109115.34,3197452907,2.11318e+11,1.91786e+11,111,385,1578
D04-ZR-R3,0.61342093,0.160436121,0.066005232,0.018441104,6.03e-05,0.002170677,0.139358624,0.126626045,106,358,1479,2799,2976,3.392914901,17.54634968,0.096136237,0.022888381,0.05509442,0.015753315,0.03952505,0.032301225,0.039675837,0.03452174,0.034979888,0.116175403,0.013324215,0.037684744,0.008490709,3.6e-05,0.014774776,0.00772595,0.002522679,0.002327272,0.004242301,0.014786775,0.005587069,0.000367247,0.00190753,0.002177341,0.001333573,0.011920524,0.000746171,0.004074319,0.000576475,0.019146545,0.00093558,0.019616263,0.012151232,0.000303611,0.000167447,0.000457398,0.001946419,0.037732257,0.011208582,0.118434753,0.008921967,0.005780442,0.000187105,0.000886995,0.001109025,0.067858391,0.008983139,0.000361676,0.000410367,3.99e-05,0.000543853,5.72e-05,0.009394738,5.52e-06,D04,ZR,R3,3.98683e+12,4.535650385,16.6,2.4456e+12,6.39631e+11,2.63152e+11,73521516847,240269486.2,8654115905,5.55599e+11,5.04836e+11,174,720,2208
D05-NF-R1,0.456808094,0.273109927,0.059581162,0.025328818,0.003002495,0.001358706,0.180736154,0.139303113,110,402,1313,2550,2914,3.091700908,9.152616538,0.112769443,0.022867814,0.050293573,0.038642146,0.016491349,0.020875535,0.02046251,0.024631972,0.009494552,0.003048157,0.061411256,0.005583614,0.007546228,1.66e-05,0.001687315,0.010351742,0.005171871,0.005008673,0.005536981,0.00078788,0.003158703,0.007296052,0.01183369,0.005343806,0.009001889,0.002768937,0.000726142,0.00402991,1.49e-05,2.02e-05,0.003870905,0.000250525,0.000328261,0.00427329,0.018319808,0.000113769,0.000896989,0.280543934,0.021788638,0.000381922,0.036599389,0.004211863,0.000222141,4.78e-06,0.00110057,0.064150605,0.015794446,0.001692441,0.01994224,3.75e-05,0.004090832,0.005916146,6.76e-06,0.002283924,D05,NF,R1,1.29669e+12,4.733213312,87.4,5.92339e+11,3.54139e+11,77258407408,32843672250,3893310745,1761822351,2.34359e+11,1.80633e+11,104,366,1215
D05-NF-R2,0.530526751,0.160301127,0.079413923,0.015050421,0.001578562,0.001580751,0.211456316,0.179851422,120,492,1356,2625,2852,3.24644644,12.67873064,0.132802606,0.03443688,0.031728624,0.048403447,0.019109562,0.024818201,0.021261742,0.026547358,0.010428033,0.004284069,0.095047983,0.004046193,0.013304511,1.86e-05,0.001690676,0.020082722,0.006056121,0.005709165,0.006540651,0.000658744,0.002930834,0.011581084,0.011728436,0.006170302,0.010128915,0.003911722,0.000803256,0.002941821,2.12e-05,2.92e-05,0.004964576,0.000308055,0.000369824,0.004742524,0.034003343,0.000152976,0.00111783,0.185120087,0.012009155,0.000279457,0.016701423,0.002164849,0.000144039,3.1e-06,0.000584569,0.087704548,0.022986588,0.001877927,0.004466746,4.97e-05,0.003043017,0.005787651,6.83e-06,0.001242051,D05,NF,R2,3.33194e+11,4.679031795,26,1.76768e+11,53411371423,26460241466,5014709683,525967503.4,526696728.9,70455972839,59925412289,67,184,722
D05-NF-R3,0.490603275,0.201268287,0.076251619,0.024129372,0.001727081,0.001506988,0.204428389,0.166464705,121,474,1360,2463,2742,3.20953181,11.56049323,0.131111626,0.026424768,0.03888311,0.041521112,0.016883075,0.02521517,0.020476298,0.023747636,0.010627344,0.003326514,0.088514191,0.005656702,0.007731722,1.62e-05,0.001774241,0.015079033,0.005667295,0.005193874,0.00720526,0.000830957,0.003199404,0.006975704,0.009494897,0.00631067,0.009986736,0.003735431,0.000628672,0.003984987,2.24e-05,2.36e-05,0.003729977,0.000282124,0.000298645,0.004391928,0.02365681,0.000143789,0.001080433,0.213321787,0.015959078,0.000325916,0.026816848,0.002928347,0.000134857,3.08e-06,0.00068116,0.082907763,0.02076601,0.002533264,0.01575545,4.23e-05,0.00378207,0.007237907,7.67e-06,0.001327222,D05,NF,R3,8.70532e+11,4.701943864,129.2,4.27086e+11,1.75211e+11,66379485973,21005394058,1503479719,1311881657,1.77961e+11,1.44913e+11,90,321,1092
D05-OF-R1,0.379746149,0.385047159,0.060968094,0.02184609,0.001691401,0.001116299,0.14953327,0.102966122,96,344,1167,2340,2948,2.838962686,6.742653079,0.058838564,0.030694216,0.063323996,0.038837466,0.013228981,0.012794117,0.0117886,0.020119001,0.0063862,0.003221417,0.044320485,0.004266536,0.00909938,1.69e-05,0.001217898,0.012906529,0.003542746,0.003500777,0.005189579,0.000556964,0.002274412,0.005629909,0.008954174,0.003412326,0.005808423,0.001963429,0.000638998,0.002688121,1.37e-05,1.35e-05,0.002944228,0.000202182,0.000267746,0.003539135,0.01362561,7.6e-05,0.000585976,0.351150382,0.027284428,0.000434669,0.074307455,0.003301889,0.000291951,5.2e-06,0.001358542,0.068002801,0.0141876,0.002117322,0.016476238,2.62e-05,0.001869511,0.008770463,3.49e-06,0.001264381,D05,OF,R1,1.04146e+13,4.704237739,84.8,3.95491e+12,4.01012e+12,6.3496e+11,2.27519e+11,17615308251,11625833739,1.55733e+12,1.07235e+12,278,975,2120
D05-OF-R2,0.420050445,0.327643584,0.071281946,0.02013998,0.001379206,0.00119778,0.158246502,0.113671,99,369,1198,2485,2781,2.984964046,8.503324363,0.072585163,0.034695107,0.059975105,0.045967003,0.015135329,0.01446771,0.013369123,0.023325487,0.00715627,0.003740154,0.050810507,0.00426668,0.010098539,1.81e-05,0.001275196,0.015103494,0.004003877,0.003947949,0.005509825,0.000566429,0.002407838,0.006223736,0.010676609,0.003701388,0.006561146,0.002262468,0.000670056,0.00305326,1.58e-05,1.5e-05,0.003419311,0.000232538,0.000286246,0.004230243,0.013352664,8.46e-05,0.000641957,0.297348086,0.023010708,0.000397345,0.068681772,0.002817527,0.000236707,5.41e-06,0.001165668,0.080359405,0.01770884,0.002628411,0.014824178,3.22e-05,0.001875951,0.008030602,4.82e-06,0.001052458,D05,OF,R2,6.03056e+12,4.695736026,79.2,2.53314e+12,1.97587e+12,4.2987e+11,1.21455e+11,8317380087,7223278689,9.54314e+11,6.85499e+11,211,803,1965
D05-OF-R3,0.433303922,0.32276613,0.069197004,0.017866111,0.001379862,0.001147625,0.154284493,0.110316617,100,361,1191,2390,2702,2.987200051,8.550253164,0.067376304,0.0372007,0.060220946,0.050794706,0.016104112,0.014669672,0.014494164,0.0265275,0.00725361,0.004069634,0.049729691,0.003903212,0.010204801,2.05e-05,0.001272953,0.016521431,0.004088647,0.004036903,0.005246921,0.000516955,0.002464319,0.006966072,0.012238745,0.003569165,0.006808916,0.002178706,0.000826213,0.003357257,1.26e-05,1.5e-05,0.00376531,0.000242473,0.00031702,0.004631594,0.012048016,8.42e-05,0.000620442,0.296977518,0.019033943,0.00038898,0.069657776,0.002535918,0.000229657,3.43e-06,0.001067482,0.077468773,0.017633738,0.002742531,0.012937705,3.38e-05,0.001566447,0.007086527,4.39e-06,0.001050395,D05,OF,R3,1.71211e+12,4.709813235,81.8,7.41862e+11,5.5261e+11,1.18473e+11,30588662950,2362469501,1964855421,2.64151e+11,1.88874e+11,105,385,1215
D05-OH-R1,0.412602978,0.328415494,0.062778143,0.021147288,0.001951067,0.001376334,0.171654532,0.128210322,103,406,1323,2535,2983,3.035115083,8.843025068,0.053210807,0.040836438,0.073458363,0.041675813,0.01351741,0.022113256,0.021619258,0.020752562,0.008267553,0.003697523,0.056806407,0.005780984,0.01054148,1.82e-05,0.001718679,0.010285472,0.004064864,0.003554847,0.005183516,0.000867309,0.002551205,0.004435775,0.008996663,0.005528227,0.006342629,0.002538144,0.000614872,0.002285548,1.59e-05,1.56e-05,0.003170501,0.000247506,0.000288072,0.002836078,0.009932951,9.8e-05,0.000830713,0.291059049,0.025104778,0.000403802,0.074027364,0.002824324,0.000232713,5.41e-06,0.001138349,0.066778806,0.017370004,0.00451563,0.014542455,3.37e-05,0.001789711,0.009800962,5.41e-06,0.001520163,D05,OH,R1,7.41051e+12,4.694000961,68.4,3.0576e+12,2.43373e+12,4.65218e+11,1.56712e+11,14458406527,10199340078,1.27205e+12,9.50104e+11,255,960,2115
D05-OH-R2,0.367991477,0.389867541,0.042735613,0.023617887,0.002281131,0.00138817,0.17205569,0.124184926,102,393,1244,2420,2716,2.853696066,7.007426342,0.068052367,0.028912606,0.082139591,0.025639633,0.009926439,0.0222022,0.021046497,0.016852283,0.008040148,0.002418991,0.058023903,0.006393948,0.007396446,1.8e-05,0.001662345,0.006407413,0.00361663,0.002758025,0.00441548,0.000936044,0.002323732,0.002756283,0.006351678,0.005736446,0.005854012,0.002556655,0.000460218,0.001371074,1.39e-05,1.52e-05,0.001819837,0.00019648,0.000236004,0.001611701,0.007724896,9.43e-05,0.000859274,0.337826432,0.02815951,0.000440925,0.085989814,0.003086743,0.000263135,5.56e-06,0.001280638,0.04253144,0.012325802,0.003049764,0.016092019,3.03e-05,0.002018997,0.010854645,5.29e-06,0.0017292,D05,OH,R2,3.22872e+12,4.763346223,50.4,1.18814e+12,1.25877e+12,1.37981e+11,76255466044,7365124326,4482007418,5.55519e+11,4.00958e+11,139,608,1589
D05-OH-R3,0.295926011,0.485880936,0.019566351,0.026446349,0.002903406,0.001323729,0.167903552,0.11476701,97,367,1113,2390,2696,2.544696511,5.096980935,0.05232814,0.01658408,0.097923308,0.010381888,0.005992011,0.020181165,0.018570269,0.011343913,0.0074776,0.001157374,0.057082771,0.006408766,0.003697022,2e-05,0.001495841,0.004030048,0.002692445,0.00162006,0.003201004,0.000929095,0.001982065,0.001636439,0.002747825,0.005530012,0.005814645,0.00243639,0.000328216,0.000590227,1.29e-05,1.45e-05,0.000532613,0.000133153,0.000180745,0.000823603,0.003869634,8.47e-05,0.000835744,0.405921614,0.032377259,0.000526886,0.111053421,0.003893516,0.000337322,7.33e-06,0.001638787,0.017677139,0.00580972,0.00140564,0.01952439,2.06e-05,0.0020107,0.011185331,3.78e-06,0.002151241,D05,OH,R3,2.70811e+12,4.840513253,42.8,8.014e+11,1.31582e+12,52987817836,71619605456,7862739706,3584804091,4.54701e+11,3.10802e+11,127,518,1393
D05-OR-R1,0.328521469,0.464984566,0.038830049,0.027533696,0.002634308,0.001044954,0.136403521,0.083090985,93,293,1090,2348,2815,2.648048503,5.814606385,0.095978031,0.019981873,0.074863535,0.019222511,0.007884372,0.017320407,0.018837883,0.014712832,0.005732164,0.001876919,0.027386807,0.005858486,0.005862721,1.4e-05,0.001232469,0.007881876,0.003084962,0.002532468,0.003463395,0.000755528,0.002006496,0.002666591,0.004969593,0.004175731,0.005661113,0.001468043,0.000373842,0.000957805,1.03e-05,7.67e-06,0.00118375,0.000144732,0.000180123,0.001276642,0.005520215,5.75e-05,0.000598583,0.375040351,0.034114619,0.000477922,0.101623053,0.003863134,0.000312018,6.2e-06,0.001577917,0.039090408,0.009917835,0.002402847,0.020604214,1.72e-05,0.002159607,0.012091795,4.72e-06,0.001909414,D05,OR,R1,9.88649e+12,4.783278466,60,3.24792e+12,4.59707e+12,3.83893e+11,2.72212e+11,26044061326,10330931400,1.34855e+12,8.21478e+11,235,897,2185
D05-OR-R2,0.429757687,0.324228282,0.062640562,0.020579579,0.001790907,0.001261017,0.159669658,0.1122659,101,365,1341,2487,2779,3.004770007,8.82253242,0.091590181,0.03741771,0.065824023,0.042689627,0.013723088,0.019850324,0.019976266,0.021790249,0.007378048,0.003783867,0.043374913,0.005419205,0.011414242,1.64e-05,0.001503948,0.010435335,0.004291759,0.003999684,0.005045573,0.000766843,0.002614391,0.004483286,0.010575484,0.004894825,0.006051125,0.002111431,0.000605495,0.002321949,1.42e-05,1.27e-05,0.003075248,0.00023996,0.000273525,0.00260968,0.008850419,8.83e-05,0.000724445,0.287294492,0.024257205,0.00037503,0.070974708,0.002691974,0.00021567,5.89e-06,0.001033523,0.067543641,0.016754834,0.004563371,0.014270065,3.17e-05,0.001874783,0.009538722,7.14e-06,0.001395083,D05,OR,R2,2.1614e+12,4.700916111,64.4,9.28879e+11,7.00787e+11,1.35391e+11,44480719175,3870866862,2725563504,3.4511e+11,2.42652e+11,120,446,1485
D05-OR-R3,0.433547745,0.324526976,0.068610711,0.020550151,0.001888599,0.001193922,0.149624361,0.106099667,101,344,1187,2390,2862,3.009355204,9.053015961,0.07652885,0.037994993,0.071606158,0.048433284,0.014107347,0.020746876,0.022104518,0.021000303,0.007525991,0.003890892,0.043477841,0.005372997,0.010245449,1.75e-05,0.001441793,0.009833323,0.004579826,0.004370515,0.004606082,0.000744648,0.002467098,0.00478459,0.010209775,0.004640828,0.006319394,0.002079095,0.00062988,0.002722752,1.09e-05,1.28e-05,0.003235127,0.000240252,0.000271565,0.00318034,0.009066222,7.94e-05,0.000694176,0.282626983,0.024957579,0.000395704,0.070911843,0.002698676,0.000228469,4.78e-06,0.001134414,0.073233881,0.018288963,0.004027231,0.013744904,2.7e-05,0.001745135,0.009652588,5.38e-06,0.001420082,D05,OR,R3,6.83441e+12,4.735249285,82.2,2.96304e+12,2.21795e+12,4.68914e+11,1.40448e+11,12907460854,8159749283,1.02259e+12,7.25128e+11,221,826,2095
D05-ZF-R1,0.457519913,0.293499203,0.068988409,0.020957138,0.001870024,0.001164468,0.155942958,0.117975656,104,372,1202,2486,2976,3.100231765,10.42302876,0.071179821,0.036563259,0.058373286,0.059600947,0.015706396,0.018635776,0.013263617,0.016884046,0.008498306,0.004675845,0.060433865,0.006415622,0.009144985,2.25e-05,0.001804803,0.022794831,0.005186001,0.004764157,0.005161908,0.000916636,0.002461661,0.005222555,0.009162201,0.006150204,0.006653,0.002504366,0.000536155,0.004126878,1.65e-05,1.77e-05,0.002939881,0.000257603,0.000226796,0.005861875,0.014759839,9.93e-05,0.000824484,0.2510933,0.023077896,0.000384054,0.072493967,0.002560125,0.000216428,4.94e-06,0.001125168,0.084835603,0.01369924,0.003185505,0.013542223,2.74e-05,0.001961524,0.010791079,7.23e-06,0.001463347,D05,ZF,R1,2.64172e+12,4.674732211,15.4,1.20864e+12,7.75342e+11,1.82248e+11,55362835966,4940075974,3076195388,4.11957e+11,3.11658e+11,133,533,1469
D05-ZF-R2,0.402005125,0.358055499,0.057097511,0.025374584,0.001786501,0.001121511,0.154509359,0.109540637,102,354,1139,2362,2700,2.890931224,7.001210152,0.051267908,0.030913589,0.065682176,0.046886986,0.012495362,0.016210998,0.01244805,0.009544783,0.007540299,0.00343935,0.049533865,0.00547243,0.007765655,2.41e-05,0.001527124,0.021625055,0.003726908,0.003607446,0.004316077,0.000818422,0.002022226,0.006482813,0.006409689,0.005712259,0.006109677,0.002115319,0.000349967,0.003581842,1.51e-05,1.48e-05,0.002573825,0.000210885,0.000162182,0.00464211,0.020035591,8.66e-05,0.00076791,0.345143209,0.026533154,0.00057428,0.059459159,0.003696851,0.000324642,5.91e-06,0.001647351,0.06628366,0.01141109,0.002606804,0.01541651,2.06e-05,0.002248696,0.012780345,5.77e-06,0.001341147,D05,ZF,R2,1.14392e+11,4.700174949,4.52,45986052744,40958579996,6531481732,2902641940,204360898.3,128291553.6,17674589421,12530540506,42,92,301
